,start_text,start_index,end_text,end_index,text,timestamp,start,end
13,Domnul Robert-Marius Cazanciuc:,4055,Din sală:,4283, stimati colegi va propun un vot avand in vedere propunerea facuta de colegii de la usr de retrimitere la comisie inteleg domnule radu mihail ca este vorba de primul proiect sau ambele ,"(1257.0, 1266.2)",1257.0,1266.2
14,Din sală:,4283,Domnul Robert-Marius Cazanciuc:,4302, ambele ,"(1260.54, 1266.7)",1260.54,1266.7
15,Domnul Robert-Marius Cazanciuc:,4302,Doamna Laura-Iuliana Scântei:,5662, pentru ambele proiecte de pe punctele unu si doi de pe ordinea de zi stimati colegi va propun un vot prin ridicare de mana liderii au fost de acord asa ca supun votului propunerea de retrimitere la comisie prin ridicare de mana cine este pentru retrimiterea la comisie stimati colegi o sa va rog inca o data mainile ridicate cine este pentru douazeci si opt de voturi pentru cine este impotriva cincizeci si patru de voturi impotriva stimati colegi ordinea de zi ramane asa cum a fost stabilita de comitetul liderilor mergem mai departe avem la inceputul sedintei desemnarea unui membru supleant in consiliul de coordonare care functioneaza pe langa institutul national de administratie raportul comisiei juridice este favorabil avand in vedere ca prin ordonanta guvernului nr douazeci si trei doua mii saisprezece privind infiintarea ina nu este prevazuta formula de vot pentru desemnare conform art o suta patruzeci si unu din regulamentul senatului va propun ca procedura de vot vot electronic secret pentru desemnarea unui membru supleant in consiliul de coordonare care functioneaza pe langa institutul national de administratie sunt interventii cu privire la aceaasta procedura de vot electronic nu stimati colegi supun la vot mai intai procedura aceasta cine este pentru niciun vot impotriva doamna senator scantei va rog microfonul doi ,"(1438.7, 1506.7)",1438.7,1506.7
16,Doamna Laura-Iuliana Scântei:,5662,Domnul Robert-Marius Cazanciuc:,6251, multumesc domnule presedinte comisia juridica l a audiat pe candidatul propus de grupul parlamentar psd domnul vanea madalin pentru calitatea de membru supleant in consiliul de coordonare pe langa institutul national de administratie acesta indeplineste conditiile legale precum si a depus actele necesare doveditoare care justifica indeplinirea acestor conditii astfel incat raportul comisiei juridice este un raport favorabil desemnarii acestuia in functia de membru supleant in consiliul de coordonare ina multumesc ,"(1332.7, 1560.7)",1332.7,1560.7
17,Domnul Robert-Marius Cazanciuc:,6251,Doamna Laura-Iuliana Scântei:,9939, multumesc doamna presedinte scantei stimati colegi trecem la vot supun la vot desemnarea domnului vanea madalin octavian in functia de membru supleant in consiliul de coordonare care functioneaza pe langa institutul national de administratie va rog sa votati saizeci si opt de voturi pentru doua abtineri multumesc felicitari domnului vanea madalin octavian senatul a hotarat in aceste conditii stimati colegi desemnarea domnului vanea madalin octavian in functia de membru supleant in consiliul de coordonare care functioneaza pe langa institutul national de administratie raportul comisiei juridice este de admitere cu amendamente admise si amendamente respinse a proiectului de lege proiectul de lege face parte din categoria legilor organice senatul este camera decizionala stimati colegi incepem dezbaterile si cu voia dumneavoastra voi lua cuvantul in numele grupului psd stimati colegi pentru ca suntem intr un moment important nu trebuie sa uitam ca cine repeta greselile trecutului va fi sanctionat de contemporani si condamnat de istorie acest proiect de lege este dovada ca actuala coalitie a invatat din lectiile trecutului si nu a ramas incremenita in trecut procedura prevazuta de aceasta lege nu trebuie vazuta ca un scut in spatele caruia se pot face abuzuri ci ca o garantie ca actul de justitie se infaptuieste in numele cetateanului si este protejat impotriva oricarei forme de imixtiune indiferent de unde ar veni ea infaptuirea justitiei in numele unui interes al poporului major pe care poporul n ar fi capabil sa l inteleaga cred ca a trecut nimeni sub nicio forma nu are voie sa deturneze infaptuirea justitiei in interese de grup sau particulare impartirea dreptatii trebuie facuta de judecatori care isi doresc au capacitatea si pregatirea pentru a infaptui aceasta misiune sociala uriasa care apasa pe umerii lor restabilirea echilibrului social aplicarea legii in litera si spiritul ei actul de justitie se infaptuieste pe baza de lege proba si constiinta proiectul de astazi avizat de consiliul superior al magistraturii garantul independentei judecatorilor si procurorilor are menirea de a oferi aceste garantii cerute de cetatenii romani de mai mult de zece ani in mod constant multumesc din partea grupului pnl doamna iulia scantei va rog ,"(1759.7, 1931.7)",1759.7,1931.7
18,Doamna Laura-Iuliana Scântei:,9939,Domnul Robert-Marius Cazanciuc:,16500, multumesc domnule presedinte de sedinta la finalul dezbaterii inteleg ca liderii au stabilit deja ca si ministerul justitiei sa puna concluzii in aceasta dezbatere importanta de astazi asupra proiectului de lege privind desfiintarea siij doamnelor si domnilor senatori astazi senatul romaniei este chemat sa rezolve probabil cea mai urgenta si cea mai destabilizatoare problema pentru sistemul judiciar din romania o problema numita sectia speciala de investigare a infractiunilor din justitie sau siij aceasta structura de parchet a fost construita din pacate de la bun inceput pentru a fi distructiva si ineficienta iar istoria a aratat acest lucru chiar si bunele intentii si buna credinta din partea unor sustinatori chiar din randul magistratilor au fost inselate inca de la inceputul activitatii siij intr adevar siij a fost un instrument de presiune si de intimidare pentru magistrati iar pe de alta parte prin ineficienta sa demonstrata a oferit premise pentru diminuarea intr adevar a activitatii de investigare a faptelor penale inclusiv a celor de coruptie in sistemul judiciar cata vreme exista siij trebuie sa intelegem toti ca in sistemul judiciar nu pot fi investigate astazi nici faptele penale de coruptie nici orice alte fapte penale care ar fi savarsite de magistrati si nu pot fi trasi la raspundere prin sentinte definitive de condamnare mentionez totodata ca toate rapoartele greco mcv precum si avizele comisiei de la venetia din ultimii ani toate luarile de pozitie ale partenerilor nostri europeni au precizat clar ca aceasta structura trebuie desfiintata de asemenea magistratii din sistemul judiciar din romania asociatii de profil si societatea civila au solicitat la randul lor desfiintarea acestei structuri speciale de parchet in mod consecvent partidul national liberal a promovat solutii legislative pentru desfiintarea siij atat in legislatura precedenta cat si in coalitia de anul trecut alaturi de usr si udmr si anul acesta in prezenta coalitie trebuie mentionat in mod expres pentru toata lumea ca singura solutie posibila in contextul dat este solutia care indeplineste cumulativ trei conditii unu este compatibila cu recomandarile cuprinse in rapoartele mcv doi este sustinuta de csm care este garantul independentei justitiei si ca reprezentant al sistemului judiciar trei si intruneste o majoritate parlamentara de sustinere or aceste trei conditii sunt intrunite de proiectul de lege initiat de ministrul justitiei catalin predoiu fiind cel de al cincilea proiect care a ajuns pe masa parlamentului si care este de fapt primul care intruneste aceste cerinte proiectul de lege care va este astazi supus votului final a fost redactat de ministerul justitiei pe baza recomandarilor mcv transpune din cele trei avize recomandarile comisiei de la venetia are avizul favorabil fara observatii al csm ului si deja a fost votat de o majoritate parlamentara in camera deputatilor senatul este camera decizionala si are rolul de a incheia definitiv prin votul sau epopeea unei erori greseli unei greseli legislative care ne a afectat din pacate credibilitatea si a pus in pericol statul de drept in romania doamnelor si domnilor senatori inchei spunandu va ca solutia pe care o sustinem astazi la vot in plenul senatului este solutia deopotriva adecvata si posibila in contextul institutional si politic actual da multi dintre noi apreciaza ca este o solutie solomonica dar trebuie spus ca este rezultatul dialogului dintre actorii institutionali nationali si europeni cu atributii in domeniu se elimina definitiv o structura de parchet ineficienta si periculoasa si speram ca aceasta desfiintare sa fie definitiva si ireversibila totodata se realizeaza doua obiective majore pentru sistemul judiciar se deblocheaza activitatea de urmarire penala a faptelor de coruptie judiciara care sunt blocate din pacate de ineficienta siij si se permite ca orice activitate de urmarire penala sa se desfasoare in conditiile legii si ale standardelor europene in materie si fara a afecta independenta judecatorilor eficienta activitatii de urmarire penala a magistratilor se fundamenteaza in noul proiect pe de o parte pe dispersia teritoriala a procurorilor asa cum avem o dispersie teritoriala in privinta organizarii parchetului european dar si a directiei nationale anticoruptie cu procurori care activeaza la nivel central si la nivelul parchetelor curtilor de apel si mai ales se fundamenteaza pe profesionalismul procurorilor si pe exigentele profesionale pe care acestia trebuie sa le indeplineasca procurorii care vor fi selectati de plenul csm si desemnati de procurorul general al romaniei trebuie sa indeplineasca niste conditii legale standarde de vechime si profesionale si vreau sa va punctez aici pentru toti doisprezece ani vechime pentru procurorii desemnati pe langa parchetele de pe langa curtile de apel si cincisprezece ani vechime pentru procurorii care vor activa in cadrul parchetului general sectia de urmariri penale si criminalistica este cea mai mare vechime profesionala ceruta de legislatia in domeniu pentru detinerea unei calitati sau obtinerea unei functii in sistemul judiciar cincisprezece ani de vechime ca procuror sunt stimati colegi cea mai buna garantie pentru independenta magistratilor dar si o premisa a specializarii acestor procurori inutil dar la fel de relevant inutil sa nu va mentionez dar la fel de relevant este faptul ca desemnarea procurorilor pentru prima data este supusa vointei conjugate a reprezentantilor sistemului judiciar fara nicio interventie din exteriorul sistemului judiciar si de asemenea aceasta solutie este vazuta in rapoartele comisiei de la venetia ca fiind o garantie a independentei inchei cu un apel catre colegii senatori membri ai grupului parlamentar usr dar si catre ceilalti distinsi colegi senatori va invit sa votati astazi responsabil pentru proiectul de lege privind desfiintarea siij pentru a arata tuturor ca nu doriti adancirea faliilor din sistemul judiciar si ca doriti ca un sistem judiciar romanesc sa lucreze si sa fie functional in beneficiul cetatenilor nostri va solicit sa votati desfiintarea siij si sa aratati ca va pasa de romania si ca nu doriti doar o tema politica care sa genereze eventual o procedura de infringement cu consecinta blocarii fondurilor europene va multumesc ,"(1931.7, 2402.7)",1931.7,2402.7
19,Domnul Robert-Marius Cazanciuc:,16500,Doamna Elena-Simona Spătaru:,16640, multumim doamnei senator pentru prezentarea exhaustiva din partea grupului usr doamna spataru va rog ,"(2408.7, 2412.7)",2408.7,2412.7
20,Doamna Elena-Simona Spătaru:,16640,Domnul Robert-Marius Cazanciuc:,22156, buna ziua stimati colegi multumesc domnule presedinte de sedinta sigur ca ne aflam in fata unui proiect foarte important si de aceea va adresez o intrebare stimati colegi cui ii este frica de dna raspunsul l am primit odata cu acest proiect adus in fata parlamentului actuala coalitie psd pnl udmr ii apara pe cei carora le este frica de dna de ce spun acest lucru pentru ca cifrele arata ca activitatea dna in perioada doua mii doi doua mii optsprezece a fost una corecta si apreciata de judecatori pentru ca iata dintr un numar de o suta saizeci si unu de magistrati trimisi in judecata o suta saptesprezece au fost condamnati deci peste saptezeci din munca procurorilor dna a fost validata in instantele romanesti deci marea majoritate covarsitoare a magistratilor din romania nu si doreste un proiect care le apasa pe umeri care pune in pericol independenta in justitie da inteleg ca ministrul predoiu si a asumat ca acest proiect sa fie votat trecut rapid in doua saptamani prin parlament pentru ca pe treizeci si unu martie sa nu mai aiba pe umeri o asemenea povara dar cu ce pret stimati colegi cu ce pret aceste rezultate pe care vi le am spus mai inainte i au inspaimantat pe politicienii din doua mii optsprezece pe dumneavoastra ar trebui sa va responsabilizeze pentru ca ei au infiintat siij dumneavoastra chiar il puteti desfiinta votand ce se afla pe ordinea de zi la punctul numarul doi proiectul usr proiectul promovat de ministrul justitiei stelian ion proiectul cu numarul saptezeci si sase doua mii douazeci si unu proiectul care intr adevar desfiinteaza aceasta sectie speciala de care declarativ tuturor ne este rusine este singurul proiect care lasa magistratii liberi codul de procedura penala ofera absolut toate garantiile ceea ce trebuie sa faca dna si diicot la fel ofera pentru procurori si magistrati toate instrumentele ca toti magistratii sa se simta liberi sa isi duca la bun sfarsit profesia de ce este nevoie de ce este nevoie va mai intreb inca o data de acesti patruzeci si doi de procurori cu tinta in frunte cu ce sa fie ei mai buni decat cei care nu au facut nimic dar nimic zero activitate la siij de trei ani de zile sunt mai buni sunt mai buni pentru actuala coalitie usr nu va sustine acest proiect si am sa raspund pe fond doamnei presedinte cum sunt indeplinite acele trei conditii unu se spune ca acest proiect ar fi compatibil cu recomandarile pe care le a primit romania in toate recomandarile comisiei de la venetia sau mcv este fals in avizele de la comisia de la venetia toate cele trei patru din urma exista o cerinta clara si pe care acest proiect nu o indeplineste refacerea competentelor dna si diicot scrie pe fruntea noastra peste tot doar trebuie sa cautati atent pe google un singur cuvant dna diicot siij si veti gasi acest rezultat nu trebuie sa fiti de specialitate doi se spune ca doar acest proiect are o preferinta deosebita a obtinut avizul csm va reamintesc ca nu este unul obligatoriu si doi mai important ca avizul csm a lipsit a fost nefavorabil la infiintarea sectiei speciale asadar ce sa facem noi cu avizul csm de acum ce ne spune noua ca apara si este garantul csm al independentei magistratilor sunt avocat de profesie marea majoritate covarsitoare a magistratilor din romania a raspuns ministrului de justitie intr un poll pe care l au facut deci intr o consultare care a existat in minister ca nu isi doresc aceasta sectie speciala indiferent cum o numim la ce usa va fi din minister nu isi doresc un organ special de ancheta pentru magistrati trei ni se spune ca exista o majoritate parlamentara care sa sustina acest proiect cu asta inchei si eu intr adevar asta i tot ce exista o majoritate parlamentara care si doreste mentinerea siij dna este complet scos din schema instrumentarii dosarelor care i vizeaza pe magistrati formula aceasta este dorita intr adevar de majoritatea parlamentara psd pnl udmr azi in parlament nu se apara insa coruptii stimati colegi in parlament trebuie sa facem legi pentru apararea statului de drept vedeti ce se intampla in ucraina si peste tot pentru ca nu e stat de drept asta ne dorim sa mai punem inca o piedica statului de drept si pentru protejarea independentei magistratilor ce cine sa se ocupe daca nu parlamentul cu acest proiect siij ul va fi deci si mai puternic iar dna ul si diicot ul vor fi slabite nu si vor mai avea obiectul muncii pentru ca noi cunoastem ca in toate dosarele mari de coruptie acolo unde au fost implicati si magistrati au stat intotdeauna alaturi politicieni si oameni de afaceri care le au sustinut activitatea si de aceea poate trebuie sa ne intrebam ce vrem sa facem noi astazi cand ocupam aceste scaune suntem putini fata de cei care cu adevarat conteaza statul de drept nu este al nostru este al oamenilor care ne au votat si noi suntem putini si trebuie sa votam bine pentru ei si nu pentru politicienii din trecut si nici cu siguranta pentru cei de azi actuala coalitie a refuzat sa astepte avizul comisiei de la venetia usr a facut toate demersurile sa avem aceasta consultare si din pacate acest lucru nu a fost acceptat in concluzie va solicit un vot ferm de refuz de respingere a acestui proiect care nu face decat sa reinfiinteze siij ul sa prinda viata doarme de trei ani dar acum cu adevarat va fi cel care va sta ca un calau deasupra capetelor magistratilor din romania va multumesc ,"(2418.7, 2817.7)",2418.7,2817.7
21,Domnul Robert-Marius Cazanciuc:,22156,Domnul Császár Károly Zsolt:,22285, multumesc doamnei senator daca mai sunt alte interventii din partea grupului udmr va rog ,"(1060.36, 4532.7)",1060.36,4532.7
22,Domnul Császár Károly Zsolt:,22285,Domnul Robert-Marius Cazanciuc:,23977, stimati colegi prezentul proiect legislativ despre care discutam astazi a starnit foarte multe controverse atat in parlamentul romaniei cat si in spatiul public eu as reitera doar trei puncte importante la care trebuie sa ne raportam in legatura cu acest proiect legislativ primul punct conditia desfiintarii siij este prevazuta si in ultimul raport al mcv deci aceasta conditie a fost indeplinita prin acest proiect legislativ care urmeaza a fi votat in senat al doilea punct se refera la recomandarile comisiei de la venetia am auzit multe lucruri despre aceste recomandari dar in primul si in primul rand daca suntem atenti si citim cu atentie aceste recomandari toate recomandarile comisiei de la venetia referitoare la sectia pentru investigarea infractiunilor in justitie se refera la un singur lucru ca orice proiect in acest sens trebuie sa fie sustinut de sistemul judiciar raspuns la acest lucru si la aceasta conditie daca putem sa numim conditie o recomandare este faptul ca csm ul a avizat favorabil acest proiect lucru care nu s a intamplat pana acum cu niciunul dintre proiectele anterioare al treilea lucru pe care trebuie sa l avem in vedere legat de acest proiect este faptul ca coalitia de guvernare formata din psd pnl si udmr si a asumat desfiintarea siij ului aceasta asumare va fi dusa la indeplinire daca acest proiect va trece prin vot de senatul romaniei in consecinta prezentul proiect legislativ corespunde din toate punctele de vedere exigentelor functionarii eficiente a sistemului judiciar ca atare udmr ul va vota pentru acest proiect legislativ va multumesc ,"(2918.7, 2986.7)",2918.7,2986.7
23,Domnul Robert-Marius Cazanciuc:,23977,Doamna Diana Iovanovici-Șoșoacă:,24172, multumesc domnului senator csaszar karoly din partea colegilor independenti doamna diana sosoaca aur imi cer scuze ok va rog ladies first ,"(1060.36, 4532.7)",1060.36,4532.7
24,Doamna Diana Iovanovici-Șoșoacă:,24172,Domnul Robert-Marius Cazanciuc:,26544, multumesc foarte mult da de mult vreti sa desfiintati siij ul eu nu zic ca a fost o institutie perfecta dar este una perfectibila mcv ul pe care tot il invocati este o metoda de santaj de cincisprezece ani ne place sa primim ordine iar recomandarile le luam ad litteram ca obligatii problema care se pune in acest moment este cum o sa fie anchetat procurorul general al romaniei de catre procurorii parchetului general pentru aceste pentru magistrati trebuie sa existe o institutie care sa ii ancheteze dar trebuie sa fie o institutie independenta care sa nu aiba nicio legatura nici cu csm ul nici cu parchetul general cu nimic pentru ca este foarte clar la ce justitie corupta avem in cele mai multe cazuri uitati va ca din cauza acestei justitii corupte avem numai injustitie in tara toata lumea se plange la comisia pentru cercetarea abuzurilor ne vin solicitari ca noi sa rejudecam cauzele cum sa rejudecam intr adevar siij ul a fost disfunctional de cate ori am solicitat un punct de vedere nu ne au trimis dar acest lucru nu face sa desfiinteze siij ci face sa il refacem trebuie sa fie o institutie independenta iar magistratii imi pare rau ca au sabia lui damocles deasupra capului dar fiecare trebuie sa raspunda pentru faptele sale or odata ce nu vom face ordine in justitie cum este posibil ca sa fie numiti in cadrul parchetului general pai ei se numesc ei se ancheteaza si apoi inalta curte judeca nu asa se poate face dreptate in aceasta tara nu prin desfiintarea siij ului ci prin imbunatatirea acestei institutii indiferent ce ni se comanda din afara ascultam prea multe comenzi din afara si nu avem justitie in romania nici macar cedo nu mai are justitie doar unu doi din toate cauzele trimise catre cedo mai sunt declarate admisibile si trimise catre judecare traim o stare de injustitie la nivel european si toti cetatenii se plang majoritatea magistratilor se plang majoritatea avocatilor se plang doar procurorii tac pentru ca evident comenzile politice ii fac sa taca scheletii din dulap ii arata cu degetul cam pe toti incercati sa nu distrugeti justitia incercati sa o curatati iar magistratii trebuie sa raspunda cum trebuie sa raspundem absolut toti pentru toate faptele pe care le savarsim va multumesc frumos ,"(3020.7, 3202.7)",3020.7,3202.7
25,Domnul Robert-Marius Cazanciuc:,26544,Domnul Mircea Dăneasă:,26703, multumesc doamnei senator din partea grupului aur domnul senator daneasa domnule senator daneasa va rog microfonul trei ,"(3204.7, 3216.7)",3204.7,3216.7
26,Domnul Mircea Dăneasă:,26703,Domnul Robert-Marius Cazanciuc:,27063, va multumesc am ascultat cu atentie pozitiile exprimate daca siij ul nu si a facut datoria noi suntem maturi si stim ca si dna ul a actionat in foarte multe cazuri la comanda politica dupa parerea mea nu sunt o solutie nici siij ul nici dna ul pentru rezolvarea problemelor din justitie va multumesc ,"(3216.7, 3241.7)",3216.7,3241.7
27,Domnul Robert-Marius Cazanciuc:,27063,Domnul Mihai Pașca – secretar de stat la Ministerul Justiției:,27203, multumesc din partea ministerului justitiei domnul secretar de stat pasca microfonul zece un minut ,"(3241.7, 3247.7)",3241.7,3247.7
28,Domnul Mihai Pașca – secretar de stat la Ministerul Justiției:,27203,Domnul Robert-Marius Cazanciuc:,31550, domnule presedinte de sedinta va multumesc o sa fiu concis si voi incerca sa nu repet ceea ce s a amintit de catre antevorbitori in ceea ce priveste ministerul justitiei pozitia noastra este ca acest proiect de lege privind desfiintarea sectiei pentru investigarea infractiunilor din justitie raspunde necesitatii de atingere a acestui obiectiv asumat de guvernul romaniei si avut in vedere in cadrul mecanismului de cooperare si verificare ceea ce este important de mentionat asa cum cred ca s a si amintit mai devreme este faptul ca proiectul a fost avizat favorabil de catre plenul consiliului superior al magistraturii prin hotararea nr unu din unsprezece februarie anul acesta o situatie diferita fata de alte solutii legislative cu acelasi obiect supuse dezbaterii dumneavoastra iar acest lucru s a intamplat ca urmare a unor intense consultari pe care ministrul justitiei le a avut cu societatea civila dar si cu sistemul judiciar respectand astfel una dintre recomandarile comisiei de la venetia care a aratat ca orice demers legislativ in acest sens poate fi facut doar cu sustinerea sistemului judiciar foarte pe scurt la capitolul reglementari urmare a desfiintarii siij asa cum probabil majoritatea dintre dumneavoastra bine stiti deja competenta detinuta de aceasta va reveni parchetelor obisnuite parchetelor de drept comun urmand ca aceste cauze sa fie instrumentate doar de procurori anume desemnati in acest sens potrivit procedurii propuse prin prezentul proiect de lege cauzele aflate in curs de solutionare la nivelul sectiei se vor transmite pe cale administrativa in termen de saizeci de zile lucratoare de la data intrarii in vigoare a legii prin grija parchetului de pe langa inalta curte de casatie si justitie parchetelor competente care continua solutionarea acestora iar in ceea ce priveste pe cele solutionate aflate in arhiva sectiei ele se vor transmite in termen de o suta optzeci de zile lucratoare de la data intrarii in vigoare a legii posturile aflate in schema de functii si de personal a sectiei la data intrarii in vigoare a prezentei legi raman in schema parchetului de pe langa inalta curte de casatie si justitie si se vor prelua de catre sectia de urmarire penala si criminalistica iar incepand cu data desfiintarii sectiei procurorii din cadrul acesteia inclusiv cei cu functii de conducere revin la parchetele de unde provin sau la parchetele unde au promovat in conditiile legii pe perioada desfasurarii activitatii in cadrul sectiei in ceea ce priveste competenta aceasta se va prelua de catre sectia de urmarire penala si criminalistica din cadrul parchetului de pe langa inalta curte de casatie si justitie pentru infractiunile savarsite de judecatorii si procurorii care sunt membri ai consiliului superior al magistraturii de catre judecatorii inaltei curti de casatie si justitie si de procurorii de la parchetul de pe langa inalta curte de casatie si justitie de judecatorii de la curtile de apel si curtea militara de apel precum si de procurorii de la parchetele de pe langa aceste instante potrivit unor amendamente admise in cadrul comisiilor juridice atat de la camera deputatilor cat si ulterior de la senat exista si niste adaugari aici fiind vorba de catre magistrati asistenti de la inalta curte de casatie si justitie si curtea constitutionala parchetele de pe langa curtile de apel vor fi competente pentru infractiunile savarsite de judecatorii de la judecatorii tribunale tribunale militare si de procurorii de la parchetele care functioneaza pe langa aceste instante procurorii anume desemnati vor efectua urmarirea penala in situatia in care alaturi de magistrati sunt cercetate si alte persoane doar daca din motive temeinice privind buna desfasurare a urmaririi penale cauza nu poate fi disjunsa regula fiind disjungerea veti regasi in cadrul proiectului niste conditii de selectie deosebit de exigente pentru procurorii anume desemnati iar accesul catre aceasta procedura de selectie este deschis oricaror procurori inclusiv celor din actualele structuri specializate care indeplinesc conditiile prevazute de acest proiect de lege va multumesc si va solicitam un vot favorabil ,"(3249.7, 3416.7)",3249.7,3416.7
29,Domnul Robert-Marius Cazanciuc:,31550,Domnul Cătălin-Daniel Fenechiu:,34464, stimati colegi rog liderii de grup sa vina la tribuna putin liderii de grup va rog care ar veni din afara asupra lor ce inseamna acest lucru inseamna pur si simplu ca proiectul de lege supus acum votului este inacceptabil inadmisibil e foarte greu sa explici de ce atunci cand garantul independentei spune ca un proiect de lege incalca independenta vine cineva din afara din politica sa spuna ca n au dreptate acei oameni care au primit de la legea fundamentala aceasta garantie de a veghea la respectarea legii si ca stim noi mai bine decat ei noi o minoritate stim mai bine decat ceea ce vrea majoritatea decat ceea ce vrea cu adevarat poporul roman acum stimati colegi o sa va propun un vot grupul psd va vota pentru raportul de respingere a acestei legi cu alte cuvinte pentru respingerea acestei legi pentru ca asa cum a fost redactata pur si simplu incalca independenta justitiei si luarea noastra de pozitie a psd a fost intotdeauna ca vom sustine acele proiecte de lege care intrunesc majoritatea optiunilor in cadrul sistemului judiciar va multumesc din partea grupului pnl domnul senator fenechiu va rog ,"(3678.7, 3747.7)",3678.7,3747.7
