,start_text,start_index,end_text,end_index,text,timestamp,start,end
11,Domnul Cătălin-Daniel Fenechiu:,6063,Domnul Florin-Vasile Cîțu:,6158, deci saisprezece in loc de punctul sapte care nu are raport multumesc ,"(5185.0, 5219.0)",5185.0,5219.0
12,Domnul Florin-Vasile Cîțu:,6158,Doamna Diana Iovanovici-Șoșoacă:,8178, multumesc domnule lider facem asa intai ordinea de zi facem vot pe ordinea de zi si dupa aceea vot pe comisii da pe ce ati spus dumneavoastra la comisii ordinea de zi pentru sedinta plenului de astazi a fost distribuita la propunerea liderului pnl grupului parlamentar al partidul national liberal a domnului daniel fenechiu punctul sapte este retras si punctul saisprezece este adus in locul punctului sapte cu aceste modificari daca nu mai sunt alte interventii va rog sa votati ordinea de zi cu saizeci si trei de voturi pentru si o abtinere ordinea de zi a fost votata avem colegi care nu au cartela va rog sa anuntati acum la unul dintre secretarii de sedinta ca sa putem sa va luam in calcul votul mergem mai departe programul de lucru pentru astazi va propun sa avem dezbateri pana la ora saisprezece cincisprezece si dupa aceea vot final aceasta a fost discutia cu liderii de grup va rog sa votati cu saptezeci si trei de voturi pentru si o abtinere programul de lucru a fost votat dezbateri pana la ora saisprezece cincisprezece si dupa aceea vot final la punctul unu avem a trebuie sa supunem la vot comisiile propunerile pe care le a facut domnul lider al grupului parlamentar al partidului national liberal pentru modificarile in comisii doamna alina gorghiu si domnul bratescu sunt cele doua modificari va rog sa votati cu saptezeci si cinci de voturi pentru si doua abtineri modificarile la comisii au fost votate au fost aprobate la sectiunea i punctul unu alocutiuni cu prilejul zilei iei stimati colegi biroul permanent al senatului a aprobat cu ocazia zilei iei organizarea expozitiei ia argeseana si musceleana la senat pe care am gazduit o in foaierul salii de plen un eveniment foarte reusit sper ca ati avut timp sa il vizitati sa vedeti expozitia daca sunt inscrieri de cuvant la acest punct doamna sosoaca ma uitam la dumneavoastra va rog sa microfonul trei sau central central bine doamna central si dumneavoastra domnule imediat imediat si dumneavoastra domnule ,"(1073.0, 1172.0)",1073.0,1172.0
13,Doamna Diana Iovanovici-Șoșoacă:,8178,Domnul Florin-Vasile Cîțu:,11329, multumesc foarte mult si sa i uram iei romanesti la multi ani nu stiu daca stiti dar aceasta zi internationala a iei a fost initiata de comunitatea la blouse roumaine care se celebreaza in fiecare an la data de douazeci si patru iunie incepand din anul doua mii treisprezece odata cu sarbatoarea sanzienelor a dragaicei si a sfantului ioan de vara evenimentul este marcat in peste cincizeci de tari trei sute de localitati de pe sase continente fiind un model de diplomatie culturala si civism in anul doua mii cincisprezece ziua universala a iei a fost recunoscuta oficial in statele unite ale americii prin proclamatia emisa de primaria washington dc gratie initiativei lui bogdan banu ziua universala a iei a intrat in programul anual al muzeelor si institutiilor culturale din tara si strainatate fiind marcata atat de ambasadele romaniei cat si de misiunile diplomatice in romania vreau sa va spun ca ia este simbolul civilizatiei romanesti a ceea ce am fost dintotdeauna cel mai mare imperiu al tuturor timpurilor pelasgo traco geto dac si aceste urme ale iei s au gasit in civilizatia cucuteni cea mai veche civilizatie din lume toate motivele de pe ii arata ancestralitatea noastra a acestui popor motivele vin din cele mai vechi timpuri sunt milenare si daca o sa cititi foarte multe lucruri despre motivele de pe ii o sa vedeti ca in aceste motive tarancile noastre au reusit sa transpuna istoria poporului roman nu o sa stau sa va povestesc aceste lucruri tine de datoria fiecaruia sa citeasca stiu ca foarte multi dintre dumneavoastra stiti aceste lucruri dar pentru cei care nu stiu o sa va rog sa va aplecati asupra iei si din douazeci pana pe douazeci si patru iunie sa purtati ia cu mandrie pentru ca aceasta este perioada in care se celebreaza minunata noastra ie care a fost preluata inclusiv de marii designeri ai lumii din o mie noua sute optzeci si unu yves saint laurent a creat si a adus pe podiumul international ia romaneasca apoi a fost preluata de alti mari designeri iar la acest moment ia noastra romaneasca vreau sa va spun ca este vanduta cu zeci de mii de euro daca este creata de un designer am vazut acolo ca sunt niste doamne din maramures vreau sa le salut pentru ca o ie maramureseana tesuta de maramuresencele noastre inclusiv panza este facuta si asta a mea este facuta tot de o familie de romani singurii care mai cresc viermi de matase singurii din tara care mai produc borangic asta are o suta de ani si chiar m a intrebat un coleg de la psd daca am un costum si am spus ca miercuri voi veni imbracata intr un costum de o suta zece ani le pastram cu sfintenie pentru ca toate sunt lucrate manual si au o importanta deosebita inseamna ancestralitatea noastra vechimea noastra pe acest pamant aici unde am stat de mii de ani si i am primit pe toti alaturi de noi intr o unitate pe care niciun alt popor nu a dovedit o la multi ani iei romanesti apropo o ie din maramures se vinde cu preturi intre trei zero si zece zero de euro cam pentru cei care vor valoarea financiara pentru ca valoarea istorica este inestimabila la multi ani iei romanesti la multi ani poporului roman va multumesc ,"(1351.0, 1523.0)",1351.0,1523.0
14,Domnul Florin-Vasile Cîțu:,11329,Domnul Maricel Popa:,11427, va multumesc doamna senator domnule popa din partea psd va rog ,"(1523.0, 3171.0)",1523.0,3171.0
15,Domnul Maricel Popa:,11427,Domnul Florin-Vasile Cîțu:,14083, sunt incantat ca am onoarea sa vorbesc despre una dintre sarbatorile devenite deja traditie in cultura romaneasca fiecare eveniment la care iau parte si care promoveaza sau vorbeste despre valorile nationale si elementele de unui neam intreg care a stiut sa iubeasca natura aceasta din urma servindu i ca o sursa de inspiratie cand vorbim despre ie ne gandim la unitate si continuitate mai ales acum in aceste vremuri dificile trebuie sa intelegem ca drumul parcurs de portul national nascut pe stravechea vatra a civilizatiei dace si pana in zilele noastre nu a fost intamplator suntem datori sa pastram aceste traditii si obiceiuri sa le cultivam mai departe pentru a ramane in veci pe meleagurile noastre ia este pasaportul romanesc in toata lumea mari personalitati ale modei cinematografiei sau politicii alegand sa poarte aceasta minunata creatie aratandu si aprecierea pentru frumusetea portului nostru national ia este dragostea de tara este doina cantata de stramosi la bucium pe dealuri in lasatul serii este o frantura din traditia noastra este imaginea poporului roman tesuta in bumbac si ia este haina noastra a tuturor care traim iubim si purtam in inima romania indiferent daca suntem in tara sau peste hotare dragi colegi va incurajez sa descoperiti traditiile si obiceiurile specifice comunitatilor in care v ati nascut in care locuiti sau de care sunteti legati sufleteste reactualizandu le si integrandu le in viata personala alaturi de cei dragi este cea mai buna forma de a arata ca ne pasa de romania si de valorile noastre nationale la multi ani iei romanesti la multi ani simbolurilor nationale va multumesc ,"(1690.0, 1724.0)",1690.0,1724.0
16,Domnul Florin-Vasile Cîțu:,14083,Domnul Cristian-Augustin Niculescu-Țâgârlaș:,14230, va multumesc domnule senator domnul tagarlas din partea partidului national liberal va rog microfonul central ,"(1975.0, 1981.0)",1975.0,1981.0
17,Domnul Cristian-Augustin Niculescu-Țâgârlaș:,14230,Domnul Florin-Vasile Cîțu:,15851, multumesc domnule presedinte vreau sa va spun un singur lucru nu am sa pot discuta despre camesa sau ie niciodata pe un discurs scris pentru ca trebuie sa l vorbesti din inima trebuie sa l simti trebuie sa l nutresti cu adevarat si vreau sa va spun un singur aspect foarte important camesa de maramuresean intotdeauna e deschisa la piept de ce pentru ca intotdeauna maramuresenii au fost deschisi fata de oricine si au aratat sufletul si pieptul si inima si lucru foarte important acest lucru si trebuie sa l retinem si ma bucur ca morosan sa pot sa am un astfel de discurs in senatul romaniei de altfel sunt foarte mandru si de clopul maramuresean si chiar vorbeam cu liderul de la aur asupra destinului si asupra scopului acelui clop clopul pe varful capului nu il ajuta pe morosan nici la ploaie nici la soare are un singur sens un sens foarte profund cand iti pleci capul pica clopul in glod se murdareste si toata lumea vede ca ti ai plecat capul de aia morosenii sunt mandri demni si puternici de asemenea sunt mandru ca i am pus un cojoc colegului meu domnul vicepresedinte al senatului si i a stat foarte bine am facut si o poza impreuna si a fost chiar un moment deosebit si vreau la final sa i multumesc alinei gorghiu pentru evenimentul pe care l a realizat in foaierul senatului la ora treisprezece zero prin care portul maramuresean pe langa cel argesean a nutrit sperante noi si dorinte noi pentru a ne promova destinele si ceea ce simtim noi cel mai profund portul nostru traditia noastra va multumesc ,"(1782.0, 1826.0)",1782.0,1826.0
18,Domnul Florin-Vasile Cîțu:,15851,Domnul Radu-Mihai Mihail:,15995, va multumesc domnule senator nu mai avem mai avem interventii domnul de la usr domnul radu mihail va rog ,"(1845.0, 2360.0)",1845.0,2360.0
19,Domnul Radu-Mihai Mihail:,15995,Domnul Florin-Vasile Cîțu:,17134, multumesc domnule presedinte doamnelor si domnilor sunt prea putine elementele care constituie cu adevarat un liant pentru romani si am vrea sa fie mai multe si lucrurile romanesti care au valoare universala recunoscuta una dintre cele mai bune masuri pentru forta unui simbol national este data de modul in care se raporteaza la acest simbol romanii din afara granitelor din diaspora sarbatoarea iei initiata in diaspora aduce acum impreuna romanii din comunitati din toata lumea din cipru pana in statele unite din italia pana in suedia si toti acesti oameni isi prezinta cu mandrie portul si obiceiurile de acasa asadar cu aceasta ocazie as vrea sa felicit toate romancele si toti romanii din afara tarii care au depus efort au brodat au organizat evenimente si au incantat si compatriotii dar si prietenii si cunoscutii din tarile gazda cu traditiile romanesti si sunt sigur ca si datorita contributiilor lor ia isi va lua locul meritat in anul acesta de anul acesta incepand adaugand se prezentei romaniei in patrimoniul mondial al unesco multumim diaspora ,"(1861.0, 1915.0)",1861.0,1915.0
20,Domnul Florin-Vasile Cîțu:,17134,Domnul Ionuț Neagu:,17346, va multumesc si eu domnule senator daca nu mai sunt interventii incheiem dezbaterile aici si multumim doamnei mai este o interventie bine inca o interventie pe aceasta tema ,"(1523.0, 3171.0)",1523.0,3171.0
21,Domnul Ionuț Neagu:,17346,Domnul Florin-Vasile Cîțu:,17586, multumesc domnule presedinte da din pacate nu vreau sa va stric sarbatoarea asta e iei pe care tot o amintiti aici dar un lucru vreau sa va zic sa tineti minte ca la iarna ia nu o sa tina de cald multumesc ,"(1963.0, 1975.0)",1963.0,1975.0
22,Domnul Florin-Vasile Cîțu:,17586,Domnul George Scarlat:,21505, va multumesc domnule senator ma alatur si eu si ii multumesc doamnei senator alina gorghiu pentru evenimentul de astazi felicitari doamna si imediat si multumesc si la balcon avem un grup de elevi de la scoala gimnaziala din cungrea insotiti de primarul localitatii cosmin vlad bine ati venit in parlamentul romaniei declar deschise dezbaterile generale asupra initiativei propunerii legislative daca avem initiatorul initiator avem nu avem si nici din partea guvernului nu avem atunci dau cuvantul reprezentantului comisiei pentru agricultura pentru prezentarea raportului va rog microfonul sapte ,"(1975.0, 2000.0)",1975.0,2000.0
23,Domnul George Scarlat:,21505,Domnul Florin-Vasile Cîțu:,22667, multumesc domnule presedinte propunerea legislativa are ca obiect de reglementare posibilitatea dobandirii dreptului de proprietate asupra terenurilor aferente constructiilor edificate de catre fostele cooperative agricole de productie de fostele asociatii economice intercooperatiste de fostele organizatii si entitati ale cooperatiei consiliul legislativ a transmis un aviz negativ cu observatii si propuneri consiliul economic si social a transmis un aviz favorabil comisia supune spre dezbatere si adoptare plenului senatului un raport de respingere a propunerii legislative motivarea respingerii solutia legislativa preconizata pentru art douazeci si patru alin nu cuprinde suficiente elemente de individualizare a bunurilor imobile vizate precum informatii privind suprafata terenurilor numerele cartii cartilor funciare in care sunt inscrise nefiind in acord cu jurisprudenta curtii constitutionale referitoare la respectarea principiului securitatii raporturilor juridice legea face parte din categoria legilor organice senatul este prima camera sesizata va multumesc ,"(2260.0, 2279.0)",2260.0,2279.0
24,Domnul Florin-Vasile Cîțu:,22667,Domnul George Scarlat:,23395, va multumesc daca sunt interventii de la colegii senatori nu avem interventii atunci declar incheiate dezbaterile initiativa legislativa ramane la vot final punctul doi propunerea legislativa pentru modificarea legii nr patruzeci si cinci doua mii noua privind organizarea si functionarea academiei de stiinte agricole si silvice gheorghe ionescu sisesti si a sistemului de cercetare dezvoltare din domeniile agriculturii silviculturii si industriei alimentare declar deschise dezbaterile generale asupra propunerii legislative initiatorul este prezent nu este prezent si nici reprezentat al guvernului nu avem domnul va rog microfonul sapte din partea comisiei de agricultura va rog ,"(2348.0, 2360.0)",2348.0,2360.0
25,Domnul George Scarlat:,23395,Domnul Florin-Vasile Cîțu:,24659, multumesc inca o data domnule presedinte propunerea legislativa are ca obiect de modificare anexele nr patru si patru cinci din legea nr patruzeci si cinci privind organizarea si functionarea academiei de stiinte agricole si silvice gheorghe ionescu sisesti si a sistemului de cercetare dezvoltare in domeniile agricultura silvicultura si industrie alimentara aflata in subordinea academiei de stiinte agricole si silvice gheorghe ionescu sisesti administrata de suprafata de sase patruzeci si opt de hectare sa treaca din administrarea statiunii de cercetare in administrarea liceului tehnologic agricol alexandru borza geoagiu comisia juridica a avizat favorabil comisia pentru stiinta inovare si tehnologie a avizat de asemenea favorabil punctul de vedere al guvernului este de sustinere a adoptarii prezentei propuneri legislative consiliul legislativ a avizat favorabil in sedinta din paisprezece sase doua mii douazeci si doi membrii comisiei au hotarat cu majoritate de voturi sa adopte un raport de admitere legea face parte din categoria legilor organice senatul este prima camera sesizata comisia supune spre dezbatere si adoptare plenului raportul de admitere si propunerea legislativa pentru modificarea legii nr patruzeci si cinci va multumesc ,"(3455.0, 4377.0)",3455.0,4377.0
26,Domnul Florin-Vasile Cîțu:,24659,Domnul Claudiu-Marinel Mureșan:,25420, va multumesc si eu daca avem interventii din partea colegilor senatori nu sunt interventii atunci declar incheiate dezbaterile initiativa legislativa ramane la vot final punctul trei propunerea legislativa privind aprobarea procedurii de pregatire pentru reutilizare a deseurilor de echipamente electrice si electronice a cerintelor tehnice privind pregatirea pentru reutilizare si a cerintelor de raportare si monitorizare a echipamentelor electrice si electronice reutilizate declar deschise dezbaterile generale asupra propunerii legislative daca avem initiatorul nu il avem din partea guvernului nu avem reprezentant dau cuvantul reprezentantului comisiei pentru mediu va rog microfonul sapte ,"(2480.0, 2492.0)",2480.0,2492.0
27,Domnul Claudiu-Marinel Mureșan:,25420,Domnul Florin-Vasile Cîțu:,26595, multumesc domnule presedinte vorbim astazi despre un raport suplimentar asupra propunerii legislative privind aprobarea procedurii de pregatire pentru reutilizare a deseurilor de echipamente electrice si electronice a cerintelor tehnice privind pregatirea pentru reutilizare si a cerintelor de raportare si monitorizare a echipamentelor electrice si electronice in sedinta din treizeci mai doua mii douazeci si doi plenul senatului a hotarat transmiterea spre reexaminare a propunerii legislative privind aprobarea procedurii de pregatire pentru reutilizare a deseurilor in data de douazeci si patru mai comisia pentru mediu a dezbatut propunerea legislativa si avizele primite si a hotarat cu majoritate de voturi sa adopte un raport de respingere de asemenea in data de paisprezece iunie doua mii douazeci si doi membrii comisiei pentru mediu in sedinta au dezbatut propunerea legislativa si avizele primite si au hotarat cu majoritate de voturi sa adopte un raport suplimentar de respingere propunerea legislativa inregistrata sub numarul l296 doua mii douazeci si doi face parte din categoria legilor ordinare senatul este prima camera sesizata va multumesc ,"(2507.0, 2540.0)",2507.0,2540.0
28,Domnul Florin-Vasile Cîțu:,26595,Domnul Claudiu-Marinel Mureșan:,26849, va multumesc si eu daca sunt interventii din partea colegilor senatori nu declar incheiate dezbaterile initiativa legislativa ramane la dumneavoastra vreti sa interveniti va rog va rog frumos microfonul central ,"(540.0, 932.0)",540.0,932.0
29,Domnul Claudiu-Marinel Mureșan:,26849,Domnul Florin-Vasile Cîțu:,28857, va multumesc frumos domnule presedinte propunerea legislativa l296 doua mii douazeci si doi este gandita sa integreze in legislatia nationala o directiva europeana cu privire la managementul deseurilor electrice si electronice mai exact propunerea prevede incetarea statutului de deseu odata cu finalizarea pregatirii pentru reutilizare a deseului de echipament electric si electronic vreau sa va spun ca ideea este una buna am cazut de acord si in cadrul comisiei cu aceasta treaba doar ca respingerea ei in doua randuri nu face altceva decat sa demonstreze ca ideea e buna ca sa devina reglementare are nevoie si de o lege scrisa bine propunerea legislativa ar trebui asadar din punctul nostru de vedere reconsiderata in totalitate deoarece transpunerea dispozitiilor astfel cum sunt prevazute reprezinta si subiectul avizului emis de consiliul legislativ care spune ca nu are obiect usr va vota pentru raportul de respingere dar am tinut sa iau cuvantul aici pentru a transmite un mesaj ministerului mediului in legatura cu subiectul acestui proiect asa cum am discutat si in comisie este necesar ca ministerul mediului sa intervina pe acest proiect poate ca obiectul de reglementare solutia legislativa propusa nu ar fi trebuit promovata sub forma unui act juridic al parlamentului ci mai degraba ar trebui intervenit asupra actelor normative care reglementeaza regimul general al deseurilor si pe cel al deseurilor de echipamente electrice si electronice exista deja o baza de date importanta exista amendamente depuse de actori din industrie la comisie asa ca ministerul ar trebui sa puna cap la cap informatiile pe care deja le are sa faca o echipa de specialisti si sa treaca la treaba ar fi minunat daca am avea o lege in septembrie cand ne intoarcem din vacanta cum spuneam vom vota pentru raportul suplimentar de respingere dar e nevoie ca aceasta lege la un moment dat sa fie discutata serios multumesc ,"(2621.0, 2684.0)",2621.0,2684.0
30,Domnul Florin-Vasile Cîțu:,28857,Doamna Nicoleta Pauliuc:,29443, va multumesc daca nu mai sunt alte interventii declar incheiate dezbaterile initiativa legislativa ramane la vot final la punctul patru propunerea legislativa pentru modificarea ordonantei de urgenta a guvernului nr o suta nouazeci si cinci doua mii doi privind circulatia pe drumurile publice cu modificarile si completarile ulterioare declar deschise dezbaterile generale asupra propuneri legislative initiatorul este prezent nu nici din partea guvernului atunci direct la doamna presedinte a comisiei de aparare pentru prezentarea raportului va rog ,"(2693.0, 5083.0)",2693.0,5083.0
31,Doamna Nicoleta Pauliuc:,29443,Domnul Florin-Vasile Cîțu:,31858, domnule presedinte in conformitate cu prevederile art saptezeci din regulamentul senatului republicat in vigoare comisia pentru aparare ordine publica si siguranta nationala si comisia juridica de numiri disciplina imunitati si validari prin adresa nr l298 doua mii doi au fost sesizate de catre biroul permanent al senatului in vederea dezbaterii si elaborarii raportului comun asupra propuneri legislative pentru modificarea ordonantei de urgenta a guvernului nr o suta nouazeci si cinci doua mii doi privind circulatia pe drumurile publice cu modificarile si completarile ulterioare propunerea legislativa are ca obiect de reglementare completarea art o suta trei alin din constitutia romaniei masura trebuie sa fie proportionala cu situatia care a determinat o sa fie aplicata nediscriminatoriu si fara a aduce atingere existentei dreptului sau a libertatii cum ar fi dreptul la munca si limitarea veniturilor prin lipsirea de documente necesare exercitarii profesiei asa cum am spus comisia pentru aparare ordine publica si siguranta nationala si comisia juridica au dat un raport de respingere si supun astazi plenului senatului prezentul raport comun de respingere fara amendamente precum si propunerea legislativa ,"(2723.0, 2759.0)",2723.0,2759.0
32,Domnul Florin-Vasile Cîțu:,31858,Domnul Cristian-Augustin Niculescu-Țâgârlaș:,32492, va multumesc daca sunt interventii din partea colegilor senatori nu sunt declar incheiate dezbaterile initiativa legislativa ramane la vot final punctul cinci propunerea legislativa pentru clarificarea accesului la informatiile de interes public prin modificarea si completarea legii nr cinci sute patruzeci si patru doua mii unu privind liberul acces la informatii de interes public declar deschise dezbaterile generale asupra propunerii legislative initiatorul este nu avem initiator si nici reprezentant al guvernului dau cuvantul reprezentantului comisiei juridice pentru prezentarea raportului va rog ,"(5003.0, 5083.0)",5003.0,5083.0
33,Domnul Cristian-Augustin Niculescu-Țâgârlaș:,32492,Domnul Florin-Vasile Cîțu:,33378, multumesc domnule presedinte stimati colegi raportul priveste o propunere legislativa pentru clarificarea accesului la informatiile de interes public prin modificarea si completarea legii nr cinci sute patruzeci si patru doua mii unu privind liberul acces la informatii de interes public au existat dezbateri in cadrul comisiei juridice au fost analizate argumentele initiatorului si raportat la pozitia expusa de catre consiliul legislativ care a dat un aviz favorabil ces ul un aviz favorabil comisia pentru administratie publica aviz negativ comisia pentru drepturile omului aviz favorabil cu majoritate de voturi comisia juridica a acordat un aviz negativ un raport negativ acestei propuneri raportat la inexistenta unei corelari a propunerii legislative cu acte normative in vigoare va multumesc domnule presedinte ,"(2921.0, 2966.0)",2921.0,2966.0
34,Domnul Florin-Vasile Cîțu:,33378,Domnul Ștefan Pălărie:,33476, va multumesc si eu daca sunt interventii va rog din partea usr ,"(2357.0, 2972.0)",2357.0,2972.0
35,Domnul Ștefan Pălărie:,33476,Domnul Florin-Vasile Cîțu:,36506, multumesc domnule presedinte stimate colege stimati colegi initiativa legislativa l302 isi propune sa faca doua modificari simple dar necesare la legea nr cinci sute patruzeci si patru doua mii unu privind liberul acces la informatiile de interes public teoretic aceasta lege garanteaza tuturor cetatenilor dreptul constitutional la informatiile de interes public adica la orice informatie care priveste sau rezulta din activitatile unei autoritati sau institutii publice sau alte entitati atentie care beneficiaza de finantare de la bugetul de stat in practica ce se intampla avem situatii in care cetateni jurnalisti analisti solicita informatii in baza acestei legi catre diferite entitati sau autoritati in subordinea statului iar raspunsul pe care il primesc de la aceste autoritati este ca intrucat in textul legii nu figureaza explicit ca si aceste institutii trebuie sa raspunda in baza legii nr cinci sute patruzeci si patru de multe ori nu o fac a doua practica la fel de nociva este ca de foarte multe ori este invocat argumentul datelor cu caracter confidential caracter personal celebra lege gdpr motiv pentru care inca o data nu dau aceste informatii celor care le solicita or aceasta initiativa facea doua lucruri foarte simple in primul rand enumera toate entitatile si nu excludea sau nu largea arealul autoritatilor pe care sa fie aplicata aceasta lege decat exact pe acest principiu primesti bani de la buget primesti bani de la stat cheltuiesti bani pe care cetatenii din contributiile lor punea in obligatia acestor institutii sa anonimizeze daca este necesar inainte de a da aceste informatii publice datele cu caracter personal or asa cum ati spus si dumneavoastra domnule presedinte de comisie ati spus ca au fost toate avizele favorabile mai putin cel de la administratie publica pe care nu il intelegem pur si simplu legea nu face decat sa clarifice ca autoritatile care primesc bani din banii cetatenilor au obligatia legala sa raspunda prin respingerea acestei legi ce faceti dumneavoastra nu faceti decat sa continuati sa creati aceasta ambiguitate legala in spatele careia autoritati si institutii sa se ascunda si sa continue sa nu raspunda la intrebarile decente legitime ale cetatenilor evident noi cei din usr vom vota impotriva raportului de respingere si i invitam si pe colegii nostri senatori sa se mai gandeasca o data inainte de a da un vot la nivelul consemnului de partid si in incheiere pentru ca inca nu am rezolvat o problema mai las o eugenie pentru cei care aparent au fost foarte placute si data trecuta inca nu avem rezolvate salariile dezastruoase din invatamantul preuniversitar va multumesc ,"(3002.0, 3082.0)",3002.0,3082.0
36,Domnul Florin-Vasile Cîțu:,36506,Domnul Cristian-Augustin Niculescu-Țâgârlaș:,36745, va multumesc domnule senator imediat domnule ,"(1975.0, 1981.0)",1975.0,1981.0
37,Domnul Cristian-Augustin Niculescu-Țâgârlaș:,36745,Domnul Florin-Vasile Cîțu:,38316, trecand peste aspectele hedoniste ale domnului senator cu eugeniile dumnealui totusi suntem in senatul romaniei si ar trebui sa avem in vedere o dispozitie legala cand o apreciem si posibilitatea de lege ferenda in sensul in care sa nu supralegiferam domnule senator faptul ca o institutie la un moment dat nu raspunde aveti posibilitatea conform dispozitiilor legale sa va adresati instantei de judecata instanta de judecata poate sa oblige institutia respectiva care incalca legea pe daune combinatorii sa raspunda nu stiu la ce va referiti dumneavoastra sunt sigur ca nu aveti experienta judiciara pe care o am eu eu am douazeci si doi de ani de avocatura si stiu cat am castigat in instanta la primarii la institutiile care nu au respectat dispozitiile legale supralegiferarea analiza complicata nu fac decat sa determine inaplicabilitatea unui text legal dumneavoastra prin propunerea respectiva nu a dumneavoastra personal ca nu ati avut aceasta posibilitate a colegului dumneavoastra fost ministru cel care a populat consiliile de administratie cu usr acela si care a initiat si acest proiect de lege a inteles gresit efectele dispozitiilor legale si nu le a inteles in ce sens pot sa fie aplicabile raportat la aceasta situatie comisia juridica a analizat textele legale si v am spus in sustinerea raportului ca exista o necorelare intre dispozitiile pe care dumneavoastra le ati propus in modificarea legii nr cinci sute patruzeci si patru va multumesc ,"(3248.0, 3293.0)",3248.0,3293.0
38,Domnul Florin-Vasile Cîțu:,38316,Domnul Ionuț Neagu:,38505, domnule senator daca mai sunt alte interventii da va rog la microfonul central si dupa aceea doamna sosoaca senator sosoaca si va rog ,"(2357.0, 2360.0)",2357.0,2360.0
39,Domnul Ionuț Neagu:,38505,Domnul Florin-Vasile Cîțu:,38544, da se pare ca ,"(3310.0, 3321.0)",3310.0,3321.0
40,Domnul Florin-Vasile Cîțu:,38544,Domnul Ionuț Neagu:,38614, ati luat eugenia a luat cineva eugenia ,"(3312.0, 3312.0)",3312.0,3312.0
41,Domnul Ionuț Neagu:,38614,Domnul Florin-Vasile Cîțu:,39095, a luat o a luat eugenia imi pare gata s a dus daca se poate sa opriti sala bun se pare ca unii dintre colegii nostri cu toata expertiza lor judiciara nu sunt in papucii romanilor si atunci ce rost are sa mai complicam si cu legea initiala daca ne putem adresa instantei noi grupul aur sustinem initiativa legislativa chiar daca vine de la o alta alt grup parlamentar alta coloratura multumesc ,"(3314.0, 3345.0)",3314.0,3345.0
