,start_text,start_index,end_text,end_index,text,timestamp,start,end
13,Domnul Călin-Gheorghe Matieș:,13930,Domnul Robert-Marius Cazanciuc:,17677, multumesc mult domnule presedinte stimati colegi intrebare adresata domnului ionel tescaru presedintele autoritatii nationale de reglementare in domeniul serviciilor comunitare stimate domnule presedinte potrivit datelor aparute in presa apa ctta sa compania care administreaza reteaua de apa din judet a fost trimisa in judecata pentru infractiuni la legea apelor in urma unui dezastru ecologic produs in urma cu mai bine de cinci ani la daia romana sustine administratorul unei firme care administreaza iazul din zona este vorba de un dezastru ecologic produs la iazul administrat de delta plus srl administrator gheorghe bedreaga care a declarat pentru ziarele din zona ca in doua mii saptesprezece a pierdut patruzeci de tone de peste si ca pagubele materiale sunt undeva la patru sute zero de lei potrivit administratorului gheorghe bedreaga dezastrul s a produs din cauza statiei de epurare din daia romana statie care nu a functionat niciodata la parametri normali sustine acesta mai exact in anul doua mii zece au fost facute sesizari cu privire la statia de epurare care nu functiona cum trebuie bedreaga sustine ca autoritatile dar si compania de apa cunosteau problemele dar nu au fost luate masuri pentru remedierea problemelor anii au trecut iar in timp s au acumulat dejectii mal organic care au ajuns inclusiv in bazinul de peste in luna mai a anului doua mii saptesprezece din cauza conditiilor dejectiilor stranse in bazin ca urmare a conditiilor meteo nefavorabile si a presiunii scazute gazele acumulate s au ridicat si au produs un dezastru pestii din regulamentul senatului va solicit sa mi raspundeti in scris la urmatoarele intrebari daca anrsc a dispus un control cu privire la statia de epurare de la daia romana si care sunt rezultatele daca anrsc va dispune noi controale la statiile de epurare administrate de apa ctta sa din judetul alba si care este rezultatul controlului daca anrsc va efectua un audit intern privind modul in care institutia a efectuat controalele la apa ctta in trecut va multumesc mult senator de alba maties calin gheorghe multumesc ,"(2752.52, 5278.74)",2752.52,5278.74
14,Domnul Robert-Marius Cazanciuc:,17677,Domnul Dănuț Bica:,17801, multumesc domnului senator maties din partea grupului pnl domnul senator bica va rog ,"(2752.52, 5278.74)",2752.52,5278.74
15,Domnul Dănuț Bica:,17801,Domnul Robert-Marius Cazanciuc:,21069, multumesc domnule presedinte de sedinta prima mea interpelare este adresata domnului marius constantin budai ministrul muncii si solidaritatii sociale obiectul interpelarii precizari cu privire la mentinerea in viitoarea lege a pensiilor a prevederilor referitoare la pensionarea persoanelor care au locuit cel putin treizeci de ani in zonele afectate de poluarea remanenta stimate domnule ministru unul dintre angajamentele asumate de romania in cadrul planului national de redresare si rezilienta beneficiaza de reducerea varstei standard de pensionare cu doi ani fara penalizare aceasta prevedere a fost preluata si in legea nr o suta douazeci si sapte doua mii nouasprezece privind sistemul public de pensii care la art cincizeci si opt stipuleaza ca in termen de o suta optzeci de zile de la data intrarii in vigoare a legii se aproba prin hotarare a guvernului la propunerea ministerului muncii si solidaritatii sociale ministerului sanatatii si ministerului economiei metodologia de stabilire si determinare a zonelor industriale cu poluare remanenta in contextul celor precizate anterior va solicit urmatoarele precizari unu care este termenul asumat prin contractul de asistenta incheiat cu banca mondiala pana la care vor fi prezentate principalele modificari imbunatatiri ale legii nr o suta douazeci si sapte doua mii nouasprezece privind sistemul public de pensii doi intentionati sa propuneti mentinerea in viitoarea legislatie a facilitatii cu privire la reducerea varstei standard de pensionare cu doi ani fara penalizare pentru persoanele care au locuit cel putin treizeci de ani in zonele afectate de poluarea remanenta trei daca raspunsul este afirmativ care vor fi parametrii in baza carora vor fi stabilite si delimitate zonele industriale cu poluare remanenta astfel incat sa se evite orice forma de discriminare in randul cetatenilor care ar putea sa beneficieze de aceasta facilitate aveti in vedere includerea in randul acestora si a zonelor cu poluare chimica si petrochimica remanenta solicit raspuns in scris va multumesc cu deosebita consideratie danut bica senator pnl de arges ,"(2609.52, 5278.74)",2609.52,5278.74
16,Domnul Robert-Marius Cazanciuc:,21069,Domnul Dănuț Bica:,21120, domnule senator ,"(1980.52, 5102.74)",1980.52,5102.74
17,Domnul Dănuț Bica:,21120,Domnul Robert-Marius Cazanciuc:,21182, cea de a doua interpelare este adresata ,"(330.0, 8098.74)",330.0,8098.74
18,Domnul Robert-Marius Cazanciuc:,21182,Domnul Dănuț Bica:,21272, domnule senator domnule senator domnule senator bica ,"(1980.52, 5102.74)",1980.52,5102.74
19,Domnul Dănuț Bica:,21272,Domnul Robert-Marius Cazanciuc:,21318, este adresata domnului ,"(330.0, 8098.74)",330.0,8098.74
20,Domnul Robert-Marius Cazanciuc:,21318,Domnul Dănuț Bica:,21392, haideti putin va rog domnule senator ,"(2346.52, 5236.74)",2346.52,5236.74
21,Domnul Dănuț Bica:,21392,Domnul Robert-Marius Cazanciuc:,21421, poftim ,"(330.0, 8098.74)",330.0,8098.74
22,Domnul Robert-Marius Cazanciuc:,21421,Domnul Gheorghiță Mîndruță:,21715, numai putin va rog veniti putin domnule senator veniti putin va rog e in regula multumesc il rog pe domnul senator mindruta cu ingaduinta colegilor sa faca o declaratie pentru ca are nevoie la ora zece zero ,"(5276.74, 5278.74)",5276.74,5278.74
23,Domnul Gheorghiță Mîndruță:,21715,Domnul Robert-Marius Cazanciuc:,24293, multumesc domnule presedinte de sedinta stimati colegi declaratia mea politica se refera la zero masuri pentru scaderea pretului carburantilor in ultimul an un litru de motorina sau benzina a ajuns sa coste in romania cu cincizeci si noua mai mult fiind cea mai agresiva scumpire din randul statelor membre ale uniunii europene important de mentionat este faptul ca pretul carburantilor influenteaza inevitabil celelalte categorii de produse si servicii care includ costuri legate de carburanti cel care sufera cel mai mult este in cele din urma omul de rand in contextul crizei energetice si al inflatiei galopante anuntate inclusiv de banca nationala a romaniei in luna februarie usr a depus o initiativa legislativa care propunea scaderea valorii tva pentru carburanti de la nouasprezece la cinci adoptarea initiativei legislative ar fi usurat romanii de povara preturilor uriase dar orgoliile politice au avut prioritate din nou asa ca propunerea usr nu a fost luata in seama ulterior coalitia de guvernare a anuntat scaderea temporara cu cincizeci a accizei la carburanti masura care ar conduce la scaderea pretului la pompa cu putin peste un leu teoretic de aceasta initiativa ar beneficia milioane de romani asaltati deja de preturile mari la energie la alimente si nu numai cand a venit momentul ca guvernul sa puna in aplicare aceste masuri am aflat ca in realitate nu exista un acord al coalitiei in acest sens avem de fapt doar anunturi si promisiuni facute in scopul de a castiga capital politic razboiul orgoliilor si al intereselor este pentru pnl si psd mai important decat bunastarea romanilor intre timp pretul carburantilor creste romanii trec granita pentru a cumpara combustibil din ungaria de asemenea stat ue la un pret cu aproximativ o treime mai mic decat in tara noastra alte state membre ale uniunii europene au luat masuri pentru ca populatia sa nu resimta impactul cresterii masive a pretului la carburanti polonia si slovenia se numara printre ele reducand cuantumul accizelor pentru motorina si benzina in schimb in romania se ridica din umeri si se ezita cand trebuie sa se puna in aplicare promisiunile politice in acest context ma intreb cat mai trebuie sa creasca pretul carburantilor pentru ca cei din coalitia de guvernare sa ia masuri concrete pentru a veni in ajutorul populatiei si de asemenea in sprijinul agentilor economici afectati de aceste cresteri scapate de sub control va multumesc gheorghita mindruta senator de suceava ,"(5276.74, 5278.74)",5276.74,5278.74
24,Domnul Robert-Marius Cazanciuc:,24293,Domnul Dănuț Bica:,24411, multumesc il rog pe domnul senator bica cu multumiri pentru intelegere va rog ,"(5276.74, 5278.74)",5276.74,5278.74
25,Domnul Dănuț Bica:,24411,Domnul Robert-Marius Cazanciuc:,26892, multumesc inca o data domnule presedinte de sedinta cea de a doua interpelare a mea este adresata domnului alexandru rafila ministrul sanatatii obiectul interpelarii derularea programelor nationale de screening in anul doua mii douazeci si doi stimate domnule ministru este extrem de imbucurator faptul ca prin adoptarea hotararii guvernului nr patru sute douazeci si trei din douazeci si cinci martie doua mii douazeci si doi privind aprobarea programelor nationale de sanatate s a realizat o semnificativa si absolut necesara imbunatatire a cadrului normativ aferent acestui important domeniu conform prevederilor actului normativ mentionat ministerul sanatatii va asigura coordonarea derularea si finantarea din bugetul propriu a treisprezece programe nationale de sanatate publica iar casa nationala de asigurari de sanatate va derula si finanta din fondul national unic de asigurari de sanatate cincisprezece programe nationale de sanatate curative in consecinta dupa o lunga perioada de timp in care programele nationale de sanatate au fost neglijate in special din punct de vedere financiar anul acesta exista toate premisele ca politicile de sanatate sa fie orientate mult mai puternic catre latura de preventie pentru implementarea programelor nationale de sanatate publica in anul doua mii douazeci si doi bugetul aprobat este in valoare de cinci noua sute cincizeci si doi zero mii lei iar creditele de angajament aprobate prin legea bugetului de stat pe anul doua mii douazeci si doi nr trei sute saptesprezece doua mii douazeci si unu pentru implementarea programelor nationale de sanatate curative sunt in valoare de opt cinci sute nouazeci si doi opt sute optzeci si unu mii lei aceste sume semnificative ar trebui sa reprezinte o garantie pentru faptul ca un numar cat mai mare de romani vor fi beneficiari ai programelor respective in acest context cu speranta ca acest gen de programe vor ramane si in anii urmatori o prioritate a politicilor publice de sanatate va solicit urmatoarele precizari unu avand in vedere alocarile financiare aferente anului doua mii douazeci si doi cati romani anticipati ca vor fi beneficiarii programelor nationale pentru fiecare subprogram de screening in parte doi ce masuri va propuneti sa implementati pentru a asigura buna derulare a programelor de screening astfel incat sa se realizeze atat o executie bugetara eficienta cat si maximizarea numarului de beneficiari trei daca sumele alocate se vor epuiza inainte de finalul anului intentionati sa propuneti suplimentarea acestora solicit raspuns scris va multumesc cu deosebita consideratie danut bica senator pnl de arges multumesc ,"(2609.52, 5278.74)",2609.52,5278.74
26,Domnul Robert-Marius Cazanciuc:,26892,Doamna Rodica Boancă:,27012, multumesc domnule senator din partea grupului aur doamna senator boanca va rog ,"(5276.74, 5278.74)",5276.74,5278.74
27,Doamna Rodica Boancă:,27012,Domnul Robert-Marius Cazanciuc:,31511, va multumesc domnule presedinte de sedinta stimati colegi am o intrebare mai intai pentru domnul ministru al sportului eduard novak privind comportamentul deplasat si insulta la adresa natiunii din partea unor sportivi care reprezinta romania stimate domnule ministru practicile nesportive si neloiale la adresa romaniei continua daca in competitiile interne la diferite sporturi fotbal handbal sau hochei derapajele sportivilor din judetele aflate in inima tarii au devenit o practica din pacate nesimtirea unora a trecut granitele nationala de hochei a romaniei a disputat la campionatul mondial din slovenia un meci impotriva echipei similare a ungariei la finalul partidei aproape toti jucatorii din nationala romaniei s au strans in fata tribunei in care se regaseau suporterii maghiari si au cantat alaturi de hocheistii echipei ungariei imnul asa zisului tinut secuiesc evenimentul este fara precedent la nivel mondial si miroase a tradare nationala cu atat mai mult cu cat jucatorul echipei hsc miercurea ciuc tihamer becze spunea in presa maghiara ca tinutul secuiesc a jucat impotriva ungariei nu romania pentru ca nu sunt romani in echipa indignata si ingrijorata de situatia prezentata mai sus in conformitate cu prerogativele dumneavoastra va solicit raspuns la urmatoarele intrebari care sunt masurile pe care aveti in vedere sa le luati asupra sportivilor care au recurs la acest gest ce sanctiuni vor primi sportivii care au adus aceasta denigrare a romaniei si cat va dura suspendarea acestora cum aveti in vedere sa eliminati in viitor astfel de derapaje ale sportivilor romani aveti in vedere sa va prezentati demisia in cazul in care musamalizati ancheta cu privire la evenimentele reprobabile ale sportivilor cetateni romani va multumesc cu respect senator aur rodica boanca urmatoarea intrebare este interpelare ma scuzati este adresata urmatoarea interpelare este adresata domnului ministru al sanatatii alexandru rafila si vizeaza diferenta dintre medicii din prima linie si adevaratul medic erou catalin denciu stimate domnule ministru alexandru rafila intr un curs al evenimentelor care a devenit ceva firesc pentru sistemul de sanatate la finalul anului doua mii douazeci sectia reanimare a spitalului din piatra neamt era cuprinsa de flacari in panica generala un om a decis sa actioneze in incercarea de a salva cat mai multi bolnavi cei mai multi imobilizati la pat dependenti de oxigen si in acelasi timp dependenti de un sistem bolnav curajul de a se arunca in flacari pentru a salva cat mai multi pacienti i a schimbat complet viata medicului catalin denciu cu trupul acoperit in proportie de peste saptezeci de arsuri si intr o stare extrem de grava doctorul a fost transferat in strainatate si de aici a inceput lupta crancena batalia a dus o atat impotriva arsurilor cat si contra sistemului a fost de mai multe ori la un pas sa piarda lupta cu viata dar cele mai multe probleme i au pus tocmai aceia care intr o lume normala i ar ridica o statuie dupa lupta cu moartea catalin denciu isi continua recuperarea insa nu isi mai poate continua concediul medical pentru ca ministerul sanatatii nu ii permite acest lucru un astfel de gest respectiv faptul ca medicul a sarit in foc pentru a salva pacientii nu este considerat obligatoriu pentru acordarea concediului medical in toata perioada in care se realizeaza recuperarea desi procedurile de recuperare dupa arsurile grave sunt departe de a fi incheiate domnul denciu este obligat fie sa se intoarca la serviciu desi starea de sanatate nu ii permite acest lucru fie sa intre in concediu fara plata sau concediu de odihna in baza atributiilor conferinte de functia pe care o detineti va solicit sa interveniti in asa fel incat gestul de bravura al domnului catalin denciu sa fie respectat astfel convinsa de faptul ca medicul catalin denciu merita aprecierea noastra si conform prerogativelor dumneavoastra va solicit raspuns la urmatoarele intrebari situatia prezentata v a fost adusa la cunostinta anterior aveti in vedere remedierea celor semnalate va multumesc solicit raspuns scris senator aur rodica boanca si daca imi permiteti domnule presedinte de sedinta inca o scurta intrebare adresata domnului ministru al transporturilor si infrastructurii sorin mihai grindeanu ,"(6028.74, 7212.74)",6028.74,7212.74
28,Domnul Robert-Marius Cazanciuc:,31511,Doamna Rodica Boancă:,31553, va rog ,"(7568.74, 7652.74)",7568.74,7652.74
29,Doamna Rodica Boancă:,31553,Domnul Robert-Marius Cazanciuc:,33270, stimate domnule ministru sorin mihai grindeanu obiectul intrebarii este legat de dn sase drumul groazei dn sase este unul dintre cele sapte drumuri nationale care leaga capitala de principalele zone ale romaniei dn sase ajunge la granita cu ungaria terminandu se la cenad si traverseaza opt judete din zonele de sud si vest ale tarii are o lungime totala de sase sute treizeci si noua km trece printr o serie de orase si municipii printre care alexandria rosiorii de vede craiova caransebes timisoara si este tranzitat zilnic de zeci de mii de masini primul sector traverseaza alexandria si ajunge la rosiorii de vede are o lungime de o suta douazeci de km iar traficul se realizeaza pe cate o banda pe sens in special in zilele premergatoare si ulterioare sarbatorilor legale si cu precadere la sfarsitul si inceputul de saptamana acest sector de drum este in mare parte blocat coloanele de masini se intind pe zeci de kilometri iar accidentele sunt la ordinea zilei din statisticile nationale reies sute de accidente anual si multe vieti curmate din dorinta soferilor de a ajunge la destinatie mai repede sau din cauza infrastructurii precare a soselei pentru ca reprezinta un drum de interes national ma adresez dumneavoastra si va cer in baza atributiilor conferite de functia pe care o detineti raspuns la urmatoarele intrebari se are in vedere realizarea de investitii pe dn sase eventuala modernizare a partii carosabile implica si o largire a benzilor exista in plan realizarea unui drum expres care sa preia o parte importanta a autovehiculelor care in mod normal tranziteaza dn sase va multumesc solicit raspuns scris senator aur rodica boanca va multumesc domnule presedinte ,"(5276.74, 5278.74)",5276.74,5278.74
30,Domnul Robert-Marius Cazanciuc:,33270,Doamna Ionela-Cristina Breahnă-Pravăț:,33397, da multumesc din partea grupului psd doamna senator breahna pravat va rog ,"(2752.52, 5278.74)",2752.52,5278.74
31,Doamna Ionela-Cristina Breahnă-Pravăț:,33397,Domnul Robert-Marius Cazanciuc:,37259, va multumesc domnule presedinte domnule secretar stimati colegi am mai multe interpelari voi prezenta doua dintre ele si daca timpul imi va permite cu permisiunea domnului presedinte le voi prezenta ulterior si pe acestea dupa ce si colegii mei vor prezenta interpelarile proprii prima interpelare este adresata prim ministrului nicolae ciuca si domnului ministru al sportului domnului eduard novak si evident vizeaza acelasi subiect pe care nu l as cataloga neaparat ca pe un gest de tradare nationala ci mai degraba ca pe un gest infam pe care mi l doresc a fi involuntar cel putin in schimb solicitarea mea vizeaza transmiterea masurilor disciplinare care se impun sportivilor care au reprezentat romania la campionatul mondial de hochei si care au intonat imnul tinutului secuiesc asadar domnule prim ministru domnule ministru atat ca senator al romaniei dar mai ales ca simplu cetatean consider ca atat romanii cat si maghiarii pot convietui in deplina armonie in tara noastra si ca in realitate am putea identifica mult mai multe punti comune care pot conexa intr o masura considerabila culturile noastre decat prapastii care sa ne desparta cu toate acestea comportamentul membrilor echipei nationale de hochei a romaniei demonstreaza din pacate contrariul promoveaza discriminarea etnica si aduce un grav prejudiciu de imagine atat statului roman cat si celui maghiar ca demnitar al romaniei nu pot insa sa inteleg gestul infam al hocheistilor din nationala romaniei care au cantat asa zisul imn al tinutului secuiesc pentru ca acesta este un afront si o lipsa de respect fata de romania fata de imnul national al statului roman fata de romani si fata de tricolor din acest punct de vedere solicit federatiei romane de hochei ministrului sportului si tuturor celorlalti factori responsabili sa ia masuri urgente pentru a aplica cele mai dure sanctiuni celor care se fac responsabili de acest gest incalificabil rugandu va in acelasi timp sa imi transmiteti ulterior masurile ce au fost impuse de asemenea stimate domnule prim ministru solicit sa decorati si sa premiati cei trei jucatori romani care nu au luat parte la aceasta mascarada la nivel inalt va multumesc si in incheiere va solicit sa imi raspundeti in scris pe adresa de e mail a grupului senatorial al partidului social democrat cat si pe adresa de e mail personala invocata in aceasta interpelare a doua interpelare este adresata domnului marius budai ministrul muncii si solidaritatii sociale obiectul interpelarii vizeaza solicitarea privind evolutia salariului minim si a pensiei minime domnule ministru profit de oportunitatea acestei interpelari pentru a va felicita data fiind activitatea si rezultatele deja obtinute la conducerea ministerului muncii dintre care amintesc doar deschiderea renegocierii pnrr privind reforma pensiilor un real castig pentru toti bunicii acestei tari avand in vedere ca inca sunt anumite sfere care promoveaza o doctrina care contesta toate aceste realizari va rog stimate domnule ministru sa ma sprijiniti cu urmatoarele informatii raspunzandu mi la urmatoarea intrebare care este media anuala a pensiei minime precum si a salariului minim pentru perioada anilor doua mii doua mii douazeci si unu va rog de asemenea sa evidentiati in analizarea datelor si informatiile privind numele ministrilor care au operat cresteri de pensii si salarii in perioada mai sus amintita va multumesc in incheiere va solicit de asemenea sa imi raspundeti in scris atat pe adresa grupului senatorial al partidului social democrat cat si pe adresa personala va multumesc senator psd de bacau cristina breahna pravat multumesc ,"(2346.52, 5278.74)",2346.52,5278.74
32,Domnul Robert-Marius Cazanciuc:,37259,Domnul Costel Vicol:,37344, multumesc din partea grupului usr domnul vicol ,"(2574.52, 5278.74)",2574.52,5278.74
33,Domnul Costel Vicol:,37344,,37344,,"(330.0, 8098.74)",330.0,8098.74
34,,37344,Domnul Robert-Marius Cazanciuc:,46370,domnul costel vicol multumesc domnule presedinte am o interpelare si o intrebare adresate ministerului mediului apelor si padurilor interpelare adresata domnului barna tanczos obiectul interpelarii fara plamanii verzi romania nu va mai putea respira domnule ministru in calitate de membru al comisiei de ape paduri din senatul romaniei ma simt obligat sa readuc in discutie un subiect controversat generatia copiilor nostri are parte din pacate de un grad de poluare fara precedent asta ne face pe toti sa intelegem ca avem mare nevoie de oxigen stim cu totii ca padurile ne dau oxigenul necesar ele ne salveaza ele lucreaza pentru noi toti douazeci si patru din douazeci si patru un singur lucru este cert sute de mii de hectare de paduri au disparut din romania urmare a defrisarilor ilegale prin pasivitate prin ignorarea fenomenului chiar si prin lipsa unor masuri concrete autoritatile creeaza si in prezent cadrul prin care li se permite detinatorilor de topoare sa ne decimeze padurile statul a abandonat verificarea si limitarea afacerilor cu lemn mai ales ca printre cei care trag foloase au fost mereu persoane cu rang inalt in cazul in care sunt dosare clasate va rog sa ne precizati care este motivul clasarii sa faceti o evaluare a neregulilor sesizate prin prezenta si sa mi comunicati punctual care sunt masurile concrete luate de guvernul din care faceti parte si implicit de catre ministerul pe care il conduceti pe acest segment va multumesc solicit raspuns scris si oral senator usr de tulcea costel vicol multumesc ,"(1182.52, 5278.74)",1182.52,5278.74
35,Domnul Robert-Marius Cazanciuc:,46370,Domnul Ionuț Neagu:,46472, multumesc din partea grupului aur domnul senator neagu va rog ,"(2340.52, 5278.74)",2340.52,5278.74
