,start_text,start_index,end_text,end_index,text,timestamp
11,Domnul Liviu Brătescu:,15762,Doamna Alina-Ștefania Gorghiu:,18502, doamna presedinta a senatului doamnelor si domnilor senatori de prea multa vreme exista in spatiul public o sintagma potrivit careia domeniul cultural este unul care consuma bani de la bugetul public sau din sectorul privat nimic mai fals decat acest lucru realitatea arata ca atunci cand domeniul cultural beneficiaza de finantari corespunzatoare el poate sa produca o coeziune sociala poate sa asigure o promovare necesara si suficienta pentru actiunile culturale si nu in ultimul rand asigura o regenerare urbana si rurala ultimii ani au reprezentat pentru viata culturala romaneasca o adevarata provocare pentru ca contextul economic existent a impus o finantare la limita supravietuirii iar daca a existat o dinamica a vietii culturale romanesti lucrul acesta s a datorat profesionalismului si devotamentului managerilor institutiilor publice de cultura si celor care lucreaza acolo si in egala masura pasiunii celor din sectorul cultural independent acesta e motivul pentru care cred ca de la aceasta tribuna a senatului e datoria mea ca om provenind din zona culturala sa multumesc celor care in aceasta perioada de criza au reusit sa asigure o dinamica vietii culturale domeniul acesta al cladirilor monumentelor istorice care face parte practic din proiectul de lege pe care l vom vota astazi cu totii sper domeniul monumentelor al cladirilor monumentelor istorice a fost cel mai afectat in toata aceasta perioada si din acest motiv in perioada in care am avut onoarea sa fiu secretar de stat in ministerul culturii impreuna cu colegul nostru bogdan gheorghiu cu colegii din unitatea de management a proiectului am creat acest proiect proiectul acesta are doua elemente caracteristice in primul rand asigura si are o acoperire nationala si in al doilea rand incearca si sunt convins ca va reusi sa salveze sapte cladiri monument istoric de pe cuprinsul intregii tari si realizeaza asigura un impuls important pentru o institutie importanta din iasi e vorba de opera nationala romana iasi doamnelor si domnilor senatori imi permit in calitate de fost coordonator al problematicii monumentelor istorice din ministerul culturii dar si de iesean sa va multumesc anticipat pentru votul dumneavoastra care va permite salvarea unor cladiri monument istoric si care ajuta ca sintagma folosita de regele carol i cu privire la iasi capitala culturala sa capete si mai mult continut nu in ultimul rand vreau sa i multumesc si domnului ministru lucian romascanu pentru ca a dus mai departe un proiect pe care echipa liberala de la ministerul culturii din anii doua mii nouasprezece doua mii douazeci l a realizat va multumesc foarte mult ,"(1524.0, 1690.0)"
12,Doamna Alina-Ștefania Gorghiu:,18502,Domnul Liviu Brătescu:,18566, va multumesc domnule senator ,"(1369.0, 5740.0)"
13,Domnul Liviu Brătescu:,18566,Doamna Alina-Ștefania Gorghiu:,18635, sustin evident acest proiect multumesc ,"(1369.0, 1374.0)"
14,Doamna Alina-Ștefania Gorghiu:,18635,Domnul Ion Prioteasa:,19379, daca din partea celorlalte grupuri parlamentare mai exista solicitari nu exista proiectul va ramane la vot final punctul doi al ordinii de zi proiectul de lege pentru aprobarea contractului de finantare spitalul regional de urgenta craiova dintre romania si banca europeana de investitii semnat la bucuresti la sase aprilie doua mii douazeci si doi si la luxemburg la unsprezece aprilie doua mii douazeci si doi raportul comisiei de buget finante este de admitere a proiectului face parte din categoria legilor ordinare senatul este camera decizionala la dezbateri generale domnule presedinte aveti cuvantul ma si gandeam din craiova si sa nu ziceti ceva era normal si firesc va astept cu drag interventia ,"(1712.0, 6219.0)"
15,Domnul Ion Prioteasa:,19379,Doamna Alina-Ștefania Gorghiu:,21034, multumesc doamna presedinte imi face o deosebita placere sa vorbesc despre acest proiect si sunt sigur ca sunt in asentimentul colegilor din regiunea sud vest oltenia respectiv din judetele dolj gorj mehedinti valcea si olt pentru ca ne adresam de fapt la doi milioane de oameni din aceasta regiune una dintre cele zece regiuni sarace ale uniunii europene si putem sa spunem ca dupa ce am discutat circa doisprezece ani despre acest proiect in ultimii ani s a conturat realizarea acestor trei spitale regionale respectiv iasi cluj si craiova acum facem un pas foarte mare cu aceste trei sute saizeci si opt de milioane de euro mai e un alt pas ca sa ajungem la cele sase sute doi milioane de euro dar oricum unul dintre cele mai mari si cele mai importante spitale cu opt sute sapte paturi asezat pe douazeci si sase de hectare cel mai mare dintre cele trei spitale asta si pentru faptul ca celelalte au inglobate in structura lor si sectia de oncologie pe cand craiova n o avea si in aceste conditii inca cincizeci de paturi sunt pentru oncologie deci practic se discuta ca in primul an vor fi circa patruzeci si cinci zero de cazuri de internare continua circa o suta zero de cazuri de urgenta si doua sute saizeci zero de servicii ambulatorii ne asteptam ca in primavara lui doua mii douazeci si opt aceasta constructie sa fie gata daca toate lucrurile vor merge asa cum trebuie si sunt sigur ca institutiile de pe plan local respectiv primaria consiliul judetean facultatea de medicina si farmacie vor da o mana de ajutor atunci cand vor avea nevoie va multumesc foarte mult cu siguranta grupul psd va vota acest proiect si va invit si pe dumneavoastra sa fiti alaturi de noi multumesc ,"(1759.0, 1916.0)"
16,Doamna Alina-Ștefania Gorghiu:,21034,Domnul Nicolae Neagu:,21377, ii multumesc domnului senator prioteasa il invit la cuvant pe domnul presedinte al comisiei de buget finante domnul senator neagu mai este domnul senator neagu vrea sa ia cuvantul pana atunci domnule senator neagu va rog sa luati cuvantul microfonul doi stafful tehnic o sa va rog sa l deschideti ,"(1916.0, 1932.0)"
17,Domnul Nicolae Neagu:,21377,Doamna Alina-Ștefania Gorghiu:,22619, da multumesc doamna presedinta asta voiam sa va spunem ca comisia pentru buget finante a votat in unanimitate acest proiect de lege eu ii felicit pe toti colegii pentru atitudine este cel de al treilea spital regional pe care il avem in contractare cu bei ul dar speranta mea este ca nu se va ramane la cele trei spitale regionale si acest model de lucru care a fost instalat intre guvernul romaniei si banca europeana de investitii poate sa continue si in programele finantate din pos pentru ca avem in programele operationale pentru sanatate si alte spitale avem si in pnrr alte spitale sunt convins ca colegii din toata tara asteapta finalizarea proiectelor si asumarea unor contracte de finantare asemanatoare si mai sunt convins ca aceste lucruri vor fi de bun augur pentru ca sanatatea populatiei face parte din ceea ce definim siguranta natiunii romane deci in comisia de buget votul a fost in unanimitate adevarat e o finantare partiala din totalul celor peste sase sute de milioane de euro dar sunt convins ca se vor gasi solutii ca acest important spital din regiunea de sud sa fie realizat grupul pnl va sustine acest proiect de lege multumesc ,"(1938.0, 2018.0)"
18,Doamna Alina-Ștefania Gorghiu:,22619,Domnul Eugen-Remus Negoi:,22760, multumim domnule presedinte neagu il invit la microfon pe domnul senator negoi din partea grupului usr ,"(2030.0, 4115.0)"
19,Domnul Eugen-Remus Negoi:,22760,Doamna Alina-Ștefania Gorghiu:,25258, multumesc doamna presedinta in sfarsit mult prea tarziu si mult prea putin un proiect care ar fi trebuit sa se apropie de finalizare spitalul regional craiova are in sfarsit finantare dar haideti sa restabilim si adevarul istoric proiectul demarat de ministrul usr al sanatatii vlad voiculescu in doua mii saisprezece prinde abia acum contur in doua mii saisprezece cateva luni mai tarziu dupa plecarea guvernului tehnocrat psd prin vocea lui liviu dragnea anunta de a valma spitale regionale anunta ca le va construi adica mintea ca le va construi si mintite au ramas pana a revenit vlad voiculescu la minister in doua mii douazeci si unu a fost dezghetat proiectul pana in doua mii douazeci si patru se angaja ca vom avea si fundatiile dar nu doar fundatiile pentru spitalele regionale nu numai de la craiova iasi si cluj trebuiau construite spitale si in bucuresti si in alte orase spitalul judetean din cluj de exemplu era si probabil ca este o rusine iar ceea ce se intampla la brasov era de a dreptul criminal spunea vlad voiculescu atunci ca pana in doua mii douazeci si patru vom avea fundatiile si promitea lucrul acesta pentru cele trei spitale regionale la craiova la iasi si la cluj si pe langa asta trebuia sa incepem spitale la bucuresti trebuia sa incepem spitale la timisoara la brasov la sibiu sunt locuri in care infrastructura spitaliceasca este pur si simplu o rusine daca va uitati la un oras precum clujul e o rusine spitalul judetean de acolo iar la brasov pana sa vina primarul usr de acolo era criminal ce se intampla in momentul acela in doua mii douazeci si unu s a reusit elaborarea studiilor de fezabilitate pentru cele trei spitale regionale iasi cluj si craiova era un lucru care ar fi trebuit conform contractului si subliniez lucrul acesta sa se intample pana la sfarsitul anului doua mii saptesprezece din pacate ceea ce trebuia sa se intample intr un an s a intamplat in patru ani de asemenea fostul ministru nelu tataru a pornit la sfarsitul anului doua mii nouasprezece o licitatie pentru proiectul tehnic care din pacate nu a fost finalizata si asta trebuia sa faca ministrul usr al sanatatii vlad voiculescu in doua mii douazeci si unu a fost impins pe scari eufemistic vorbind de catre actuala coalitie de guvernare prin minciuni proliferate in spatiul public si pentru ca probabil noi la usr eram prea muncitori si prea rapizi pentru ei si prea eficienti grupul usr insa va vota pentru acest proiect de lege chiar daca e intarziat nepermis de mult va multumesc ,"(2044.0, 2210.0)"
20,Doamna Alina-Ștefania Gorghiu:,25258,Domnul László Attila:,25378, il invit la cuvant pe domnul senator laszlo attila microfonul doi rog stafful tehnic ,"(2218.0, 2218.0)"
21,Domnul László Attila:,25378,Doamna Alina-Ștefania Gorghiu:,26678, multumesc doamna presedinte ma bucur ca in sfarsit guvernul romaniei aloca bani pentru un spital regional pentru ca vorbim primul spital regional sau primul proiect a fost pe vremea domnului ministru nicolaescu in nouazeci si opt in doua mii zece aceste proiecte au fost transferate catre consiliile judetene niciodata nu s a ajuns in aceasta situatie ca sa se vada macar luminita de la capatul tunelului si ma bucur ca macar aceste trei spitale regionale si aici ma refer la iasi craiova si cluj in sfarsit pot ajunge in situatia incat sapa sa o bagam in pamant ceea ce tine si i felicit pe colegii din craiova si din judet dar in acelasi timp as trage un mare semnal de alarma un astfel de spital necesita un personal de trei zero de oameni deci atunci cand vorbim de o institutie de opt sute de paturi atunci cand vorbim de un centru universitar atunci e foarte probabil ca trebuie incepute si pregatirile pentru pregatirea personalului care sa deserveasca o astfel de institutie pentru ca nimeni nu este capabil ca atunci cand se vor face aceste trei spitale la nivel national sa scoata din joben noua zero de oameni asistente medici brancardieri personal mediu si asa mai departe deci va felicit si bineinteles ca si noi vom vota acest proiect ,"(2224.0, 2319.0)"
22,Doamna Alina-Ștefania Gorghiu:,26678,Domnul Cosmin-Marian Poteraș:,26845, multumesc domnule senator pentru interventie domnul senator poteras doreste de asemenea sa intervina microfonul doi o sa va rog ,"(1369.0, 5740.0)"
23,Domnul Cosmin-Marian Poteraș:,26845,Doamna Alina-Ștefania Gorghiu:,27763, multumesc doamna presedinta traim un moment pozitiv facem un pas inainte pentru spitalul regional craiova as vrea insa sa va amintesc stimati colegi ca in anul doua mii saisprezece guvernul ciolos a obtinut din partea comisiei europene un miliard de euro pentru aceste spitale jumatate din acesti bani cinci sute de milioane de euro trebuiau cheltuiti pana in doua mii douazeci si unu numai ca din cauza ca n am fost in stare sa facem proiectarea si sa demaram proiectele s au pierdut jumatate din bani astazi suntem pusi in fata unui acord privind un imprumut de trei sute saizeci si opt de milioane de euro ca sa acoperim ceea ce n am fost in stare sa folosim din fonduri de la comisia europeana asadar e un pas inainte e un moment pozitiv as vrea sa l felicit pe domnul ministru rafila ca nu a intarziat semnarea acestui contract de proiectare pentru spitalul din craiova decat cu unsprezece luni multumesc ,"(2333.0, 2394.0)"
24,Doamna Alina-Ștefania Gorghiu:,27763,Domnul Novák Csaba-Zoltán:,27895, va invit la microfon domnul senator novak csaba zoltan doreste sa intervina microfonul central ,"(2396.0, 2396.0)"
25,Domnul Novák Csaba-Zoltán:,27895,Doamna Alina-Ștefania Gorghiu:,28503, doamna presedinte stimati colegi am de declarat o noutate din punctul meu de vedere subsemnatul novak csaba zoltan senator in circumscriptia electorala nr douazeci si opt mures incepand cu data de azi imi dau demisia din functia de senator va multumesc tuturor ,"(1369.0, 5740.0)"
26,Doamna Alina-Ștefania Gorghiu:,28503,Doamna Diana Iovanovici-Șoșoacă:,28797, va multumesc tare mult domnule senator pentru activitatea din ultimii sase ani a fost o colaborare minunata cu dumneavoastra va urez succes in continuare doriti sa luati cuvantul pe procedura va rog doamna sosoaca microfonul trei va rog ,"(2454.0, 2470.0)"
27,Doamna Diana Iovanovici-Șoșoacă:,28797,Doamna Alina-Ștefania Gorghiu:,29400, da as dori sa va dati cat mai multi demisia asa este da ati face bine parlamentului romaniei si sa ramana doar profesionistii ca sunt multi printre dumneavoastra in locul dumneavoastra vin doi romani nu multumesc ideea este in felul urmator am auzit aici numai felicitari felicitari pe un proiect cand se va construi spitalul ad calendas graecas ce veti face vom da o receptie la cotroceni sa fim fericiti ca avem spitale nu credeti ca un pic de echilibru si retinere asa pana cand vedem si construit spitalul nu ne ar lipsi multumesc ,"(2475.0, 2506.0)"
28,Doamna Alina-Ștefania Gorghiu:,29400,Domnul Titus Corlățean:,30996, data viitoare cand spuneti ca pe procedura o sa va dau cuvantul strict pe procedura stimati colegi punctul doi ramane la vot final de asemenea hotararea plenului de vacantare a pozitiei domnului senator ramane la vot final la punctul trei al ordinii de zi avem proiectul de lege privind modificarea legii nr trei sute sapte doua mii treisprezece pentru ratificarea conventiei cu privire la construirea si exploatarea unui centru de cercetare in domeniul antiprotonilor si al ionilor in europa semnata la wiesbaden la patru octombrie doua mii zece raportul comun al comisiei juridice si comisiei pentru politica externa este de admitere a proiectului de lege face parte din categoria legilor ordinare senatul este camera decizionala domnule presedinte titus corlatean aveti cuvantul microfonul central ,"(2518.0, 2554.0)"
29,Domnul Titus Corlățean:,30996,Doamna Alina-Ștefania Gorghiu:,34972, multumesc foarte mult doamna presedinte stimati colegi voi incerca sa fiu concis nu cred ca este o surpriza faptul ca ambele comisii sesizate in fond comisia pentru politica externa si comisia juridica au adoptat raport comun favorabil pentru ratificarea celor doua instrumente juridice de cooperare cu malaysia era nevoie pe fond si asta de mai multa vreme de nu de doua ci chiar de trei instrumente acorduri bilaterale cel de al treilea care nu apare astazi din pacate spun eu pe ordinea de zi este acordul privind transferul persoanelor condamnate fac parte dintr un pachet care de ani de zile se negociaza intre romania si malaysia spun ca este un pachet juridic de asistenta judiciara in materie penala de extradare si respectiv transferul persoanelor condamnate absolut necesar pentru ca intre altele din pacate romania a fost in situatia de a avea cateva cazuri cu cetateni romani care si o spun in deplina cunostinta de cauza de la fata locului fara sa fie cu adevarat in acel grad de vinovatie care ar fi generat o sanctiune o condamnare atat de aspra au fost in situatia unii din naivitate de a fi calificati drept traficanti de droguri desi doi dintre ei au fost carausi lipsiti de stiinta subiectului si in consecinta potrivit legilor drastice din malaysia au fost condamnati la pedeapsa capitala acum voi spune un lucru care este mai putin stiut si care n a fost de domeniul publicului la un moment dat acum cativa ani mi s a cerut de catre guvern sa efectuez o misiune diplomatica de diplomatie parlamentara discreta nu s a auzit de ea ea a avut ca scop in primul rand obtinerea unui angajament politic al guvernului malaysian de a nu pune in practica pedeapsa capitala ceea ce a fost si obtinut si de a se obtine comutarea in doua dintre cazuri a functionat acest subiect in cel de al treilea lucrurile ramasesera complicate dar cu un angajament al autoritatilor malaysiene de a nu pune in practica pedeapsa capitala ceea ce malaysienii au si onorat bref trecand peste lucrurile pe care le am constatat la fata locului si credeti ma ca regimul de detentie al celor trei cetateni romani alaturi de altii in ceea ce se numeste camera mortii asteptand in fiecare zi sa fie condusi la executarea pedepsei capitale erau niste conditii absolut dramatice cu doi dintre ei foarte tineri lipsiti de experienta vietii si care au cazut prada nestiintei si as spune naivitatii si cu a treia persoana si ea ca si ceilalti doi provenind de fapt din familii care au fost aruncate pe drumuri sau pierduti si consecintele sociale asupra copiilor deveniti adulti s au si vazut ceea ce as vrea eu sa spun pentru a incheia categoric vom vota pentru ratificarea acestor doua acorduri bilaterale cu malaysia ceea ce am cerut ministerului justitiei si ministerului de externe la sedinta comisiei pe care am avut o saptamana trecuta din pacate n a fost onorat nici acum n am primit de la ministerele pe care le am mentionat o informare cu privire la stadiul negocierii si respectiv semnarii celui de a treilea document care e cel mai important transferul persoanelor condamnate si astept in continuare fac asa o solicitare publica pentru ca din pacate guvernul nu este reprezentat astazi sa ne transmita aceste elemente pentru ca este necesara accelerarea negocierii semnarii si punerii in practica a acestui al treilea acord care ne va permite sa repatriem cetatenii romani care au fost condamnati la pedeapsa capitala si slava domnului ca s a reusit blocarea acestei pedepse capitale pe care noi europenii nu o acceptam am respins o am exclus o prin conventia europeana a drepturilor omului si doua protocoale de amendament asa incat avem asteptarea ca executarea pedepselor sa se faca pe teritoriul romanesc asa incat vom vota ratificarea ambelor acorduri si cel de la punctul patru si cel de la punctul cinci va multumesc ,"(2626.0, 2885.0)"
30,Doamna Alina-Ștefania Gorghiu:,34972,Domnul Sorin Lavric:,36199, multumesc domnule presedinte pentru punctul de vedere daca nu mai exista interventii la punctul patru ramane la vot final la punctul cinci al ordinii de zi avem proiectul de lege pentru ratificarea tratatului dintre romania si guvernul malaysiei privind asistenta judiciara reciproca in materie penala semnat la kuala lumpur la sase decembrie doua mii douazeci si unu raportul comun al comisiei pentru comunicatii comisiei pentru administratie publica este de admitere cu amendamente respinse a proiectului de lege privind aprobarea ordonantei proiectul de lege face parte din categoria legilor ordinare senatul este prima camera sesizata invit grupurile parlamentare la dezbateri generale domnule senator lavric aveti cuvantul ,"(2600.0, 6309.0)"
31,Domnul Sorin Lavric:,36199,Doamna Alina-Ștefania Gorghiu:,38718, va multumesc ordonanta de urgenta la care se refera acest proiect legislativ are o parte buna dar si o parte rea partea buna este ca prevede simplificarea procedurii de acordare a acestor licente in activitatile industriale cum se face simplificarea prin digitalizare asta inseamna ca e nevoie de o firma de it si de o licitatie in urma careia sa se hotarasca un castigator al acestei platforme la fel partea buna este ca in urma digitalizarii se va capata o centralizare a datelor si in acest fel haosul si incoerenta modului in care sunt acordate aceste licente si avize va fi inlaturat asta e partea buna dar acum vine partea proasta cum ajungem sa centralizam si sa digitalizam modul de acordare a licentelor pai infiintand inca o institutie deci intr un stat ca romania al carui aparat administrativ este hipertrofiat traim intr un edem generalizat de institutii parazitare care nu fac altceva decat sa manance din buget intr un stat al carui aparat este atat de hipertrofiat noi venim si mai infiintam inca un oficiu este vorba de oficiul de licenta industriala presedintele acestui oficiu va avea rang de secretar de stat inteleg ca sunt prea putini secretari de stat in tara aceasta si atunci mai avem nevoie de inca un secretar de stat si de un subsecretar de stat pentru ca vicepresedintele acestui oficiu va avea acest rang ne intrebam de ce nu sunt bani si toti banii se duc pe salarii si nu pe investitii pentru ca in subordinea fiecarui guvern sunt o puzderie de agentii de departamente de directii care sunt bugetofage acolo sunt sute mii de oameni romani care primesc salarii degeaba iar noi acum infiintam inca o asemenea institutie un asemenea oficiu va spuneam la inceput partea buna este ca digitalizam si centralizam modul in care sunt acordate aceste licente partea proasta este ca sporim si mai mult cum sa zic eu acromegalia adica extremitatile administrative ale aparatului de stat in plus va spuneam pentru digitalizare este nevoie de o platforma platforma aceea site ul acela trebuie obtinut in urma unei licitatii cine va hotari cine va fi castigatorul acelei licitatii guvernul oare nu cumva deja castigatorul se cunoaste si atunci ca sa fie rasplatit infiintam institutul si in acelasi timp organizam o pseudolicitatie si atunci noi senatorii de la aur punand in cumpana partea buna si partea rea ne am hotarat sa ne abtinem la acest punct de pe ordinea de zi ,"(2962.0, 3140.0)"
32,Doamna Alina-Ștefania Gorghiu:,38718,Domnul Marius Humelnicu:,38829, il invit la microfon pe domnul presedinte humelnicu din partea grupului psd ,"(2030.0, 5157.0)"
