,start_text,start_index,end_text,end_index,text,timestamp
11,Domnul Claudiu-Marinel Mureșan:,3826,Domnul Robert-Marius Cazanciuc:,8028, buna ziua va multumesc frumos domnule presedinte hristos a inviat declaratia politica pe care doresc sa o citesc astazi se numeste romania dupa perdea romania la travel adventure show new york a fost un esec monumental si asta este fara indoiala romania s a prezentat la un targ de turism international ca sa atraga investitori si turisti dincolo de faptul ca in loc sa atragem investitori in turism am atras un val de critici si ironii din partea tuturor actualul guvern a demonstrat daca mai era nevoie ca atata pot pilosii de partid sinecuristii aruncati prin varii agentii o draperie neagra pe care erau prinse imagini scoase la imprimanta pe coli a4 prinse cu niste ace cu gamalie atat s a putut o tara intreaga sufera din cauza ca actuala coalitie isi plimba sinecuristii prin lume cu ajutorul ministerului turismului iar participarea romaniei la acest eveniment a si costat in jur de opt zero de dolari o fi mult o fi putin cine stie insa costurile pentru turismul romanesc sunt devastatoare zeci de ani o sa treaca pana cand cineva care a vazut standul romaniei la new york in doua mii douazeci si doi sa vina si sa vada si sa investeasca in turismul din romania in schimb mandri de ajutorul dat reprezentantii consulatului s au pozat in fata standului falosi minune mare de isprava lor dupa ce imaginile impotentei profesionale a specialistilor psd national liberal in turism au devenit virale poza a fost stearsa de parca nu vazuse o lume intreaga de ce sunt in stare ai nostri falnici ca brazii evident ca apoi ministrul turismului a incercat sa se ascunda dupa perdea si sa dreaga busuiocul national zice ministrul turismului pilosilor de partid ca din doua sute de expozanti peste nouazeci au optat pentru organizarea standului in formatul precizat anterior pus la dispozitie de organizator si mai spune ministrul turismului ca prezentarea romaniei este specifica manifestarii expozitionale din new york de mai bine de douazeci de ani bineinteles imaginile de la targ in care apareau standuri ale altor tari ne spun cu totul altceva in trei silabe pe ni bil cum poti sa spui ca o draperie neagra si cateva poze prinse cu bolduri este cel mai important semnal pentru potentialii turisti americani ca romania este o destinatie turistica sigura si ospitaliera cum poti sa spui asa ceva realizatorul celebrului serial wild carpathia charlie ottley spune pentru un post de radio ca si cu putini bani se putea face mult mai mult cateva prezentari interactive pentru vizitatori eventual dar atat s a putut atat s a vrut i as da cateva idei domnului ministru al turismului idei care reflecta realitati turistice din judetul pe care il reprezint respectiv judetul sibiu domnule ministru ati fi putut face un tur virtual prin capitala marelui principat al transilvaniei secolului xvii sau ati fi putut face o vizita virtual reala prin muzeele astra si bruckenthal ati fi putut domnule ministru sa faceti incursiuni video prin comoara de biserici fortificate transilvane dar dumneavoastra v ati multumit cu o prezentare pe o perdea neagra si cateva foi a4 lista exemplelor poate continua sunt zeci si sute de alte localitati si locuri minunate din romania numai ca trebuie sa punem oameni cu stiinta cu carte si cu experienta cu talent pe posturi mai ales acolo unde impostura iti sare in ochi si se vede clar de la distanta aceasta imagine cu oameni imbracati in costume stand in fata unor fotografii minuscule cu peisaje din romania iti aduce aminte de comunism iti aduce aminte mai mult decat orice despre cliseele comunismului completeaza charlie ottley dupa ce au vazut pozele multi au spus mai in gluma sau mai in serios ca practic prezenta romaniei la new york a fost un fel de parastas al turismului romanesc nu e nevoie domnule ministru sa pastram pilosii in functii publice nu e nevoie domnule ministru sa tinem in ministerul turismului oameni care nu au nicio legatura cu asa ceva va rog sa incetati sa mai faceti asta si sa va pregatiti serios atunci cand vreti sa reprezentati romania in afara tarii va multumesc frumos ,"(1223.0, 1509.0)"
12,Domnul Robert-Marius Cazanciuc:,8028,Domnul Sorin Lavric:,8166, multumesc domnule senator il invit acum la cuvant pe domnul senator lavric din partea grupului aur ,"(8450.32, 8453.32)"
13,Domnul Sorin Lavric:,8166,Domnul Robert-Marius Cazanciuc:,12870, multumesc domnule presedinte titlul declaratiei mele politice de astazi este scriitorul constantin gane s a nascut la douazeci si sapte martie o mie opt sute optzeci si cinci la botosani in neamul ganestilor una dintre primele familii care au descalecat odata cu domnitorul bogdan in moldova in anul o mie noua sute trei va absolvi liceul laurian din botosani pentru ca apoi plecand in strainatate sa urmeze cursurile facultatii de drept din germania in anul o mie noua sute zece va obtine doctoratul in drept la rostock intors in tara va activa in calitate de avocat timp de mai bine de cincisprezece ani insa vocatia lui inconfundabila nu era de pledant la bara ci de urzitor de buchii inspirate in anul o mie noua sute treisprezece prozatorul constantin gane va fi voluntar in campania militara din bulgaria cum acelasi lucru il va face in primul razboi mondial intre anii o mie noua sute saisprezece si o mie noua sute optsprezece in urma luptelor de la casin si oituz va fi decorat si avansat in grad incercarile din aceasta perioada se regasesc in volumele amintirile unui fost holeric lucrare premiata de catre academia romana si prin viroage si coclauri publicata in o mie noua sute douazeci si doi in anul o mie noua sute treizeci si patru devine membru al societatii scriitorilor romani iar in o mie noua sute treizeci si sapte infiinteaza la bucuresti revista sanziana unde da glas spiritului romanesc in acelasi timp este titularul unei rubrici istorice in ziarul cuvantul intre anii o mie noua sute patruzeci si o mie noua sute patruzeci si unu din postura de ambasador al romaniei la atena va pleda pentru drepturile romanilor macedoneni bombardamentul american din patru aprilie o mie noua sute patruzeci si patru asupra bucurestiului l a rascolit adanc pe constantin gane multe din obisnuintele capriciile sau preferintele lui suferind o radicala schimbare va intelege ca romania nu are prieteni definitivi ci doar aliati de conjunctura de aici ridicarea in constiinta a unui crez patriotic de care nu se va dezice nicicand la scurt timp dupa abdicarea regelui mihai in o mie noua sute patruzeci si sapte gane va fi arestat si trimis intr un lagar de concentrare in caracal impartind celula cu p p panaitescu si preotul ilarion felea eliberat din lagar in ciuda varstei inaintate il gasim implicat in organizarea rezistentei armate anticomuniste de la manastirea tismana arestat in o mie noua sute patruzeci si opt va fi condamnat la cincisprezece ani de temnita grea la inchisoarea aiud in volumul amintiri din intuneric al preotului nicolae grebenea aflam ca scriitorul ar fi putut scapa de inchisoare dar a ales sa ramana in tara citez baietii mi au pregatit plecarea in strainatate se fixase ziua in o mie noua sute patruzeci si opt dar eu am amanat ca sa vad ce fac cu biblioteca mea ei au plecat iar eu am ramas si ramas am fost nu am mai putut pleca si am fost arestat la aiud conditiile de mizerie i au provocat un reumatism galopant ceea ce nu l a impiedicat ca vesel si binedispus sa suporte temnita cu barbatie incercarile comunistilor de a l sili sa faca declaratii impotriva camarazilor s au lovit de refuzul raspicat al scriitorului la varsta de saptezeci si cinci de ani dupa doisprezece ani de inchisoare batranul slabit nu si mai facea iluzii in privinta brutelor analfabete care il pazeau nu era speriat nu traia disperarea pe care au trait o alti intelectuali rasati nu credea in miracole ba mai mult era aproape sigur ca va duce condamnarea pana la capat in volumul camera zero de george ungureanu sunt surprinse ultimele clipe din viata lui citez constantin gane cu un ultim efort s a ridicat la geam si a strigat printre gratii aici este constantin gane sa stiti ca mor in puscaria asta nevinovat avea sa moara in zarca de la aiud la data doisprezece aprilie o mie noua sute saizeci si doi intr o joi in cel de al saptezeci si sapte lea an al vietii cu putin timp inainte de eliberare locul de odihna al osemintelor lui constantin gane nu este cunoscut trupul sau fiind aruncat intr o noapte in gropile comune de la rapa robilor piesa de rezistenta a operei lui gane ramane volumul trecute vieti de doamne si domnite mustind de un limbaj cu seva arhaica cartea este o vasta galerie de cucoane si boieroaice urmarite cu ochiul cronicarului debordand de talent savuros si deopotriva veridic tomul surprinde un sir lung de povesti de dragoste de rapiri si rascumparari de executii crancene de inaltari si caderi amoroase desi autorul a fost proscris sub unghi ideologic capodopera lui nu a putut fi ingropata in uitare dovada fiind deliciul cu care generatii la rand au citit o erudit pana la savantlacuri si iscusit pana la stralucire lexicala constantin gane este unul dintre intelectualii carora aiudul cu toate ca le a inghitit viata nu le a putut omori posteritatea sunt onorat ca sub cupola senatului romaniei sa pomenesc numele lui constantin gane va multumesc sorin lavric senator aur ,"(1541.0, 1723.0)"
14,Domnul Robert-Marius Cazanciuc:,12870,Doamna Liliana Sbîrnea:,13115, multumesc domnule senator impresionant si aproape de necrezut pentru secolul xx continuam stimati colegi din partea grupului psd doamna senator liliana sbirnea declaratie politica va rog ,"(1160.0, 8453.32)"
15,Doamna Liliana Sbîrnea:,13115,Domnul Robert-Marius Cazanciuc:,19820, multumesc domnule presedinte de sedinta declaratia mea politica de astazi poarta titlul agricultura romaneasca in actualul context politic si economic international tensionat domnule presedinte doamnelor si domnilor senatori de mai bine de doua luni la granitele romaniei se desfasoara un conflict militar sangeros dincolo de implicatiile dramatice asupra populatiei civile ucrainene greu incercate evenimentele din ucraina au exercitat deja si exercita in continuare un impact negativ considerabil pe plan international atat din punct de vedere politic cat si economic proiectand in plus pe termen scurt si mediu spectrul amenintator al unei grave crize alimentare la nivel mondial aceasta vine sa se adauge si sa potenteze efectul unor crize mai vechi sau mai noi si as mentiona aici in primul rand criza de resurse energetice in conditiile restrictionarii drastice a importurilor de petrol si gaze din rusia penuria de produse agricole devine pe zi ce trece tot mai amenintatoare in conditiile in care cele doua state aflate in conflict rusia si ucraina reprezinta principalii producatori si exportatori mondiali de produse agricole iar exporturile lor in domeniu sunt grav afectate in cazul moscovei de veritabilul embargou comercial care i a fost impus la nivel international iar in cazul kievului de efectele directe distrugatoare ale unui razboi ce se desfasoara pe propriul teritoriu national toate acestea au determinat o crestere relevanta a cererii si in mod corespunzator a pretului materiilor prime si produselor finite de natura agricola este edificator in acest sens saltul relevant de zeci de procente inregistrat in mod constant in cursul ultimelor luni la bursele internationale de profil la pretul graului si al porumbului estimarile specialistilor in domeniu indicand in continuare un potential robust de crestere de cel putin treizeci si cinci patruzeci iata de ce apar ca deosebit de firesti masurile preventive adoptate de multe state inclusiv din randul vecinilor romaniei este cazul ungariei serbiei si bulgariei care au procedat la suspendarea sau limitarea drastica a oricarui export de produse agricole in aceste circumstante este perfect legitim sa ne intrebam la randul nostru in legatura cu cele mai potrivite si mai avantajoase modalitati de valorificare a potentialului agricol national inclusiv din perspectiva pertinentei exportarii fara restrictii in continuare de produse agricole multe din ele vandute ca materii prime pentru a fi apoi reimportate sub forma de produse finite chiar daca primim in mod frecvent asigurari ca productia autohtona de cereale este suficienta si ca nu exista riscuri pentru perturbarea consumului intern adica al aprovizionarii si satisfacerii cerintelor populatiei cu produse agroalimentare stimati colegi cu permisiunea dumneavoastra as dori sa punctez foarte succint cateva din prioritatile imediate care stau in opinia mea in fata agriculturii romanesti dupa cum urmeaza necesitatea renegocierii imediate a pnrr in conditiile absentei totale din continutul acestui document a sectorului agricultura domeniu vital pentru securitatea alimentara a romanilor un alt aspect delicat cu care se confrunta fermierii romani este penuria accentuata de ingrasaminte chimice in conditiile in care principalii exportatori internationali rusia si ucraina nu mai sunt in masura din motivele mentionate anterior sa asigure necesarul de produsele respective desigur resursele financiare ale tarii sunt limitate dar importanta bunei functionari a sectorului agricol nu poate fi in niciun fel minimizata sau subestimata iata de ce consider ca anumite forme de ajutoare de stat pentru combustibilii folositi in agricultura precum si subventii pentru ingrasaminte bineinteles cu avizul aceleiasi comisii europene ar trebui avute in vedere demersuri care se pot circumscrie in mod necesar si perfect realist aceluiasi context politic international tensionat care reclama masuri speciale depasind tiparele standard stimati colegi orice dezbatere serioasa asupra agriculturii romanesti nu poate omite recentul pachet de masuri sprijin pentru romania anuntate de presedintele psd care urmeaza sa fie implementat de la unu iunie anul curent si relevanta deosebita a componentei agriculturii in acest pachet este vorba despre un set de masuri bine venite si mai ales de mult timp asteptate de agricultura romaneasca cu impact clar pozitiv in domeniu cu referire expresa la infuzia de circa sase sute de milioane de euro alocate acestui sector vital al economiei romanesti in plus consider ca deosebit de oportuna si bine venita initiativa acordarii unor prime fermierilor romani reprezentand zece din valoarea produselor agricole livrate fabricilor de alimente din romania alaturi de granturile avand drept destinatie finantarea capitalului de lucru precum si de cresterea salariului minim in agricultura si industria alimentara la trei zero de lei brut nu in ultimul rand salut alocarea unor resurse semnificative circa o suta de milioane de euro pentru revitalizarea capitalizarea casei de comert unirea ca integrator de programe nationale in agricultura doresc sa mentionez aici si sa salut totodata valentele clar programatice ale unui recente declaratii a ministrului agriculturii si dezvoltarii rurale care a accentuat preocuparea madr de a asigura fermierilor romani resursele financiare de care au nevoie pentru a continua sa obtina productii la un nivel ridicat cu mentinerea locurilor de munca in agricultura si in industria de procesare cred ca sunt in asentimentul dumneavoastra stimati colegi considerand asemenea obiective ca fiind perfect realiste si perfect justificate ele fiind de altfel in deplina convergenta cu estimarile comisiei europene din februarie doua mii douazeci si doi care indicau in mod clar ca romania este cel mai mare exportator de porumb din uniunea europeana si al doilea la grau si orz in sezonul doua mii douazeci si unu doua mii douazeci si doi permiteti mi sa concluzionez accentuand inca o data asupra exigentei ca tara noastra sa depuna in continuare toate eforturile necesare cu obiectivul de a si valorifica in mod plenar atuurile relevante de care dispunem de un sector absolut esential al economiei cel al securitatii alimentare cu atat mai mult in conditiile starii actuale de conflict armat de pe continentul european conflict derulat in imediata apropiere a granitelor romaniei va multumesc pentru atentie senator psd liliana sbirnea circumscriptia electorala nr zece buzau ,"(1891.0, 2104.0)"
16,Domnul Robert-Marius Cazanciuc:,19820,Domnul Cristinel-Gabriel Berea:,20005, multumesc doamnei senator stimati colegi mergem mai departe tot cu o declaratie politica din partea grupului usr domnule senator berea va rog ,"(2271.0, 2280.0)"
17,Domnul Cristinel-Gabriel Berea:,20005,Domnul Robert-Marius Cazanciuc:,22610, va multumesc domnule presedinte stimati colegi doamnelor si domnilor titlul declaratiei mele de astazi este un cutremur va lovi romania stati linistiti nu acum sau poate ca da nu vom avea niciun avertisment in momentul in care un nou cutremur cu magnitudinea sapte cinci va lovi romania dar stim ca se va intampla primul semn il vor primi angajatii serviciilor de urgenta apoi urmeaza sms urile de tip ro alert populatia speriata ia masuri haotice nu este suficient nu suntem pregatiti bucurestiul cea mai mare aglomeratie urbana din tara este asezat in zona de impact a seismelor vrancene am mai trait o data acest film si am vazut cati oameni au suferit in urma unei asemenea distrugeri cutremurul din o mie noua sute saptezeci si sapte a omorat unu sase sute de oameni a ranit alti unsprezece zero a prabusit treizeci si trei zero de locuinte si a creat pagube de peste doua miliarde de dolari in timp orasul doar a imbatranit avem peste doua milioane de locuitori mii de cladiri vechi un lac de acumulare cu un baraj vechi metrou si o retea majora de distributie a gazului cu toate acestea reabilitarile se intampla incet si planul pentru calamitati este ca si inexistent conform clasificarii opt sute de cladiri sunt la risc si o suta saptezeci si cinci sunt pericol public in realitate numarul este mult mai mare desi a existat un program national in materie lucrurile nu s au imbunatatit deoarece procesul de accesare a fost foarte greoi trebuie sa investim in consolidari acum trebuie sa investim in a crea un plan pentru calamitati trebuie sa investim in infrastructura necesara pentru a ne putea reveni dupa un cutremur aceasta infrastructura include transport alimentarea cu apa si gaze spitale locuri de adapost precum si scoli lipsa acestor consolidari si investitii in infrastructura este motivul pentru care urmatorul cutremur sau calamitate o sa aiba repercusiuni enorme specialistii estimeaza ca in scenariul unui cutremur mediu peste patruzeci si doi din cladirile din bucuresti vor suferi distrugeri grave am sa depun o interpelare la ministerul afacerilor interne pentru a afla mai multe detalii despre planul actual de calamitati si despre cum se pregateste statul roman pentru o inevitabila catastrofa vreau sa aflu mai multe si despre programul de informare a persoanelor referitor la actiunile pe care acestia trebuie sa le faca in asemenea situatii este datoria noastra sa prevenim pagubele inutile prin consolidare informare si planificare cristi berea senator usr plus de iasi multumesc ,"(2335.0, 2437.0)"
18,Domnul Robert-Marius Cazanciuc:,22610,Doamna Diana Iovanovici-Șoșoacă:,22745, multumesc domnule senator mergem mai departe doamna senator diana sosoaca the floor is yours ,"(2448.0, 2452.0)"
19,Doamna Diana Iovanovici-Șoșoacă:,22745,Domnul Robert-Marius Cazanciuc:,28319, multumesc domnule presedinte de sedinta declaratia mea politica se intituleaza saptamana luminata lumineaza i doamne pe romani stimati colegi senatori la data de douazeci si sase aprilie doua mii douazeci si doi premierul romaniei nicolae ionel ciuca insotit de presedintele camerei deputatilor marcel ciolacu si ministrul afacerilor externe bogdan aurescu s au deplasat la kiev ucraina intr o vizita de lucru fiind primiti de presedintele ucrainei volodimir zelenski de cand cu razboiul ucraina mai bine zis kievul a ajuns loc de pelerinaj pentru toti conducatorii tarilor europene intr o defilare continua mai ceva ca la hollywood nu intelegem multi dintre noi fata de imaginile prezentate pe media oficiala cum sunt toti in vizita intr un teatru de razboi fara sa le fie frica de faptul ca le vor exploda creierii din cauza unei bombe aruncate de rusi sau din cauza unor soldati rusi care se vor apuca sa i mitralieze pe toti cum se face ca toate aceste vizite nu sunt afectate de razboi sa inteleg ca domnul ciuca l a sunat pe putin sa l roage sa opreasca bombardamentul pentru a ajunge intregi atat el cati si cei doi acoliti ai sai si sa se si intoarca acasa dupa intalnirea cu zelenski curios ca poate acelasi telefon l au folosit toti ca pana si madame ursula von der leyen mergea la vizionat de cadavre puse in saci de plastic care o asteptau de peste cinci zile fara sa intre in putrefactie asa pe strazi iar doamna nu avea nicio apasare ca era pe tocuri in mijlocul razboiului si nici deranjata de mirosul cumplit de amoniac pe care il emana mortii neimbalsamati totul este bizar la fel de bizara este prezenta domnului ciolacu in vizita la kiev ca si lipsa numarului doi in stat celebrul senator ex prim ministru presedintele senatului romaniei domnul florin vasile citu ne intrebam retoric daca cei trei doamne si toti trei au discutat probleme importante cum ar fi drepturile comunitatii romanesti din ucraina in timpul razboiului nu dupa razboi cum vrea zelenski pentru ca in prima linie a frontului lupta cetatenii de etnie romana nu ucrainenii drepturile romanilor din ucraina trebuie restabilite de urgenta acum nu maine nu poimaine nu peste un an domnule ciuca daca nu sunt restabilite acum si daca nu luptam pentru romanii nostri de acolo macar acum domnule aurescu ca in rest nu v a interesat de soarta lor atunci de ce ne implicam atat in ajutorarea ucrainei si de ce i am da votul de aderare la ue mai mult aderarea la uniunea europeana se va face impreuna cu republica moldova altfel nu vedem vreun interes in aderarea ucrainei la uniune fara republica moldova mai ales fata de greutatile si conditiile tragice pe care ni le au impus europenii pentru aderarea noastra la ue fiind nevoiti sa distrugem tot ceea ce tinea de independenta energetica economica si politica altfel cum sa fii de acord cu aderarea la ue a ucrainei noi nu mai avem tara desi ue avea imperios nevoie de romania ca pozitie geostrategica asa cum aveau si nato si statele unite ale americii si ne au luat tot pentru a se folosi de toata pozitia noastra s a discutat despre pace despre incheierea unui tratat de pace astfel cum am solicitat si noi cei patru parlamentari romani solicitand incheierea pacii de la bucuresti si despre faptul ca romania trebuie sa fie garantul acestui tratat fata de faptul ca suntem vecini directi si a doua tara ca marime din europa de est s a discutat despre faptul ca sunt tari care continuu trimit arme ucrainei ceea ce duce la escaladarea conflictului si amplificarea lui la nivel international ducand catre al treilea razboi mondial i a spus cineva lui zelenski sa incerce sa incheie pacea i a spus cineva lui putin ca noi ne dorim pace i a spus cineva lui biden sa opreasca ajutorul militar la fel si nato domnule ciuca daca ati autorizat trimiterea de armament in ucraina sunteti un mare tradator pentru ca ati bagat romania in razboi de ce nu procedati ca ungaria sa trimiteti armament bazelor militare nato din germania si ei sa faca ce doresc cu acesta unde scrie in tratatul de aderare nato ca suntem obligati sa trimitem armament poate ne aratati si noua pentru ce ajutam militar ucraina fara sa avem nici macar certitudinea ca vom participa direct la reconstructia ucrainei astfel incat sa dam de lucru si firmelor romanesti si muncitorilor romani de ce a fost nevoie ca in a treia zi de pasti in saptamana luminata sa faceti o asemenea vizita cumva s a trezit spiritul crestinesc in voi trei sau asa ati primit ordin de la stapanii vostri sa pangariti sfintele sarbatori de pasti asa cum in urma cu douazeci si trei de ani tot stapanii vostri au pangarit sfintele sarbatori de pasti ale sarbilor cumva ajutoarele militare catre ucraina au insemnele specifice pe bombe happy easter in prezenta valurilor vietii a multiplelor ei furtuni ispite capcane avalanse zgomote si furii crestinul e dator sa l aleaga oricat ar fi tumultul de mare de naprasnic de incontestabil pe hristos va multumesc senator neafiliat diana iovanovici sosoaca va multumesc frumos domnule presedinte ,"(2462.0, 2766.0)"
20,Domnul Robert-Marius Cazanciuc:,28319,Domnul Robert-Marius Cazanciuc:,28319,,"(0.0, 9597.32)"
21,Domnul Robert-Marius Cazanciuc:,28319,Doamna Diana Iovanovici-Șoșoacă:,28618, multumesc doamna senator domnul robert marius cazanciuc cum spuneam stimati colegi avand in vedere ca avem un invitat la ora unsprezece zero astazi am condensat sesiunile asa ca o rog pe doamna iovanovici sosoaca sa dea citire intrebarii si interpelarii ,"(2271.0, 8450.32)"
