,start_text,start_index,end_text,end_index,text,timestamp
12,Domnul Virgil Guran:,14618,Domnul Ion Mocioalcă:,14724, si eu va multumesc domnule senator dau cuvantul domnului senator mocioalca ion ,"(492.0, 7238.94)"
13,Domnul Ion Mocioalcă:,14724,Domnul Virgil Guran:,15828, multumesc domnule presedinte dragi colegi intrebarea mea este adresata doamnei gabriela firea ministrul familiei tineretului si egalitatii de sanse stimata doamna ministru in contextul determinat de izbucnirea razboiului din ucraina zeci de mii de cetateni ucraineni au intrat pe teritoriul tarii noastre din data de douazeci si patru februarie si pana in prezent dintre acestia peste sapte sute de ucraineni au aplicat pentru procedura de azil trebuie mentionat faptul ca in toate aceste zile au trecut granita mii de femei singure ori in grupuri insotite de copii si parinti varstnici au fost situatii greu de imaginat in care mamele au parcurs kilometri intregi pe jos cu copii in brate aceste familii au trecut prin momente traumatizante in ultimele zile tinand cont de cele expuse mai sus va rog doamna ministru sa mi spuneti ce masuri ati luat si veti lua in continuare pentru sprijinirea familiilor de refugiati ucraineni care fug din calea razboiului va multumesc solicit raspuns in scris senator psd de caras severin ion mocioalca ,"(492.0, 7238.94)"
14,Domnul Virgil Guran:,15828,Doamna Laura Georgescu:,15926, multumesc domnule senator dau cuvantul doamnei senator georgescu laura ,"(492.0, 7238.94)"
15,Doamna Laura Georgescu:,15926,Domnul Virgil Guran:,20424, va multumesc domnule presedinte interpelare adresata domnului nicolae ciuca prim ministrul romaniei obiectul acestei interpelari solicitarea ajutorului din partea uniunii europene stimate domnule prim ministru invadarea ucrainei a provocat o criza sociala de proportii in acelasi timp vorbim despre o criza umanitara romania este in prima linie a rezistentei efortul nostru trebuie completat de efortul comun al tarilor uniunii europene intr o interventie recenta liderul delegatiei psd din parlamentul european dan nica a solicitat presedintei comisiei europene ursula von der leyen mobilizarea urgenta a asistentei necesare pentru gestionarea cat mai eficienta de catre romania a iminentei crize a refugiatilor din ucraina eurodeputatul roman a solicitat trimiterea de suport financiar adaposturi provizorii material medical si personal calificat catre flancul estic al uniunii europene consider ca este necesar ca romania sa fie ajutata de tarile membre ue avand in vedere numarul mare de refugiati este nevoie ca uniunea europeana sa mobilizeze toate tipurile de asistenta necesara si de expertiza pentru a ajuta romania si celelalte state din regiune sa faca fata unei crize a refugiatilor prin urmare stimate domnule prim ministru va rog sa ne precizati care vor fi demersurile pe care le veti face pentru a cere uniunii europene orice tip de sprijin inclusiv logistic este foarte important sa comunicati toate demersurile pe care le intreprindeti in acest sens va multumesc solicit raspuns scris cu deosebit respect senator psd de galati laura georgescu si tot o interpelare adresata domnului nicolae ciuca obiectul acestei interpelari este legat tot de refugiatii din ucraina stimate domnul prim ministru asistam de aproape o saptamana la un exod al ucrainenilor in romania in principal femei si copii dupa ce mai multe orase importante din ucraina precum kiev harkov mariupol sau odessa au fost bombardate mii de cetateni ai ucrainei au trecut granitele in tarile vecine in special in republica moldova si romania mass media a titrat faptul ca autoritatile romane s au mobilizat intr un efort fara precedent oferind ajutor cetatenilor ucraineni refugiati de razboi saptamana trecuta ministrul apararii vasile dincu a precizat ca romania poate primi cinci sute zero de refugiati ucraineni si ca acestia vor fi gazduiti in taberele amplasate in patru judete inca de acum doua saptamani a fost finalizat planul de actiune al tarii pentru gestionarea unui flux mare de refugiati potrivit declaratiilor oficiale taberele au fost amplasate in judetele maramures suceava botosani si iasi exista cateva conditii care trebuie respectate atunci cand se alege un loc in care sa fie ridicate aceste tabere ele trebuie sa asigure accesul la servicii medicale si sociale si sa aiba utilitatile in apropiere pana duminica intrasera in romania peste patruzeci si sapte zero de ucraineni din care aproape jumatate parasisera tara doar cativa solicitasera azil cei care nu au facut aceasta solicitare pot ramane in tara noastra maximum nouazeci de zile in decursul oricarei perioade de o suta optzeci de zile romania a pregatit si tabere unde cei fugiti din calea razboiului pot ramane saptezeci si doi de ore trebuie sa mentionam in context si sprijinul dat de societatea civila care s a mobilizat in grupuri de voluntari pentru a oferi ajutor domnule premier la nivelul guvernului ati reusit sa infiintati un grup de lucru la nivel central dar si celule de lucru la nivel teritorial in zonele aflate in proximitatea punctelor strategice situate in nordul si nord estul tarii noastre toate aceste actiuni concertate sunt de laudat pentru ca in aceste conditii vitrege pentru un popor vecin noua este firesc sa acordam ajutorul cuvenit si asistenta umanitara adecvata alimente produse necesare de subzistenta servicii de sprijin persoanelor refugiate inclusiv asistenta juridica totusi stim foarte bine ca taberele pregatite sunt insuficiente pentru refugiati prin urmare trebuie revazuta situatia in ansamblu cati refugiati putem primi in total care sunt localitatile care pot primi si cati cum ii vor ajuta autoritatile locale pe refugiati si ce materiale si echipamente le vor oferi din ce fonduri vor avea autoritatile locale bani pentru toate acestea va multumesc solicit raspuns scris cu deosebit respect senator psd de galati laura georgescu ,"(2058.0, 7234.94)"
16,Domnul Virgil Guran:,20424,Doamna Rodica Boancă:,20526, multumesc doamna senator invit la microfon pe doamna senator boanca rodica ,"(492.0, 7238.94)"
17,Doamna Rodica Boancă:,20526,Domnul Virgil Guran:,26425, multumesc domnule presedinte de sedinta stimati colegi onorat prezidiu am pentru astazi o interpelare si doua intrebari as dori sa dau citire mai intai interpelarii interpelarea este adresata domnului ministru al afacerilor interne lucian nicolae bode si vizeaza redeschiderea celor cinci puncte de trecere a frontierei din sectorul suceava botosani stimate domnule ministru lucian nicolae bode pe fondul incalcarii suveranitatii si independentei ucrainei de catre armata rusa valuri de refugiati intra in romania zi si noapte oameni disperati fug din calea razboiului merg de multe ori pe drumuri laturalnice ca sa se fereasca de atacuri aeriene si terestre si evita orasele mari pana la granita au de infruntat teroare si foarte multa oboseala iar cand ajung la frontiera si speranta li se intrezareste in ochi mai au un hop sa treaca de cozile kilometrice colegii mei parlamentari sunt la granitele din nordul tarii inca din prima zi a invaziei trupelor in ucraina si vreau sa i felicit pe aceasta cale suntem in contact cu dansii si primim constant informatii in timp real de la granita coada de refugiati de la punctul de trecere a frontierei siret este deja de douazeci de kilometri iar oamenii stau si cate optsprezece ore la rand in conditiile in care de doua zile ninge numarul refugiatilor este in crestere si in zilele urmatoare se va ajunge la un numar record de refugiati care doresc sa treaca in tara noastra de aceea este important sa redeschideti cat mai multe puncte de trecere a frontierei pentru a salva si ajuta cat mai multi oameni mai ales ca un numar semnificativ al refugiatilor este reprezentat de cetateni romani din zonele istorice romanesti din bucovina de nord si nu numai astfel va supun atentiei posibilitatea de a redeschide cele cinci puncte de trecere din sectorul suceava botosani care stau cu lacatul pe poarta in prezent iar conform prerogativelor dumneavoastra si in baza atributiilor conferite de functia pe care o detineti va solicit raspuns la urmatoarele intrebari aveti in vedere deschiderea unor puncte de frontiera suplimentare s a suplimentat numarul personalului mai din punctele de frontiera va multumesc solicit raspuns scris cu respect senator aur rodica boanca iar cele doua intrebari vizeaza tot problema zilelor noastre prima intrebare este adresata domnului ministru al afacerilor externe bogdan aurescu si vizeaza romanii din ucraina care fug din calea razboiului stimate domnule ministru bogdan aurescu pe douazeci si opt iunie o mie noua sute patruzeci romania a primit un ultimatum din partea uniunii sovietice prin care se cerea evacuarea administratiei civile si a armatei de pe teritoriul dintre prut si nistru si din partea nordica a regiunii bucovina in cazul in care retragerea nu s ar fi facut in termenul impus de patru zile romania era amenintata cu razboiul din cauza presiunilor venite de la moscova si de la berlin si in contextul geopolitic mai larg in care prin pactul expansionist ribbentrop molotov din douazeci si trei august o mie noua sute treizeci si noua sferele de influenta teritoriala din europa rasariteana au fost impartite administratia si armata romana s au retras pentru a evita razboiul de atunci romanii din bucovina de nord isi striga suferinta cu atat mai mult in aceste zile fratii nostri striga dupa ajutor si este datoria morala a romaniei sa le asigure drumul spre tara mama in contextul actualului razboi si al necesitatii asigurarii protectiei etnicilor romani din ucraina in concordanta cu prerogativele dumneavoastra conferite de functia pe care o detineti va solicit raspuns la urmatoarele intrebari la nivel general cati cetateni de etnie romana traiesc in ucraina si in mod particular in regiunea istorica bucovina de nord este tinuta o legatura oficiala cu cetatenii de etnie romana care traiesc in ucraina cati dintre refugiatii care au trecut in aceasta perioada granita in romania sunt etnici romani va multumesc solicit raspuns scris cu respect senator aur rodica boanca si ultima intrebare este adresata domnului ministru al educatiei sorin mihai cimpeanu stimate domnule ministru sorin mihai cimpeanu obiectul intrebarii il reprezinta integrarea elevilor refugiati in sistemul romanesc de invatamant zilnic sute si mii de refugiati trec granita de stat si fug efectiv in romania din calea razboiului si a mortii dintre acestia o buna parte sunt copii care si au lasat tatal sa lupte contra invadatorului rus atacul rusiei asupra ucrainei va lasa urme adanci iar cel mai mult vor avea de suferit copiii suferinta lor este dubla pentru ca in primul rand cei mai multi urmeaza sa petreaca o perioada de timp fara tata si apoi pentru faptul ca educational vor avea lipsuri mari fata de alti copii de varsta lor in acest context este foarte important ca statul roman sa le asigure si accesul la educatie si sa i integreze in colectivul format de scolari de varsta lor desi suntem convinsi ca intregul sistemul educational romanesc are mari lacune este esential sa se faca eforturi pentru cooptarea elevilor sau studentilor veniti din ucraina in randul scolilor romanesti mai ales in cazul celor de etnie romana astfel conform prerogativelor dumneavoastra si in baza atributiilor conferite de functia pe care o detineti va solicit raspuns la urmatoarele intrebari ati primit informari referitoare la numarul de copii care au trecut granita in aceasta perioada au fost primite cereri din partea parintilor sau a tutorilor pentru asistenta in materie de educatie pentru copiii refugiati are sistemul educational romanesc capacitatea sa asigure un mediu propice educatiei pentru elevii sau studentii care trec granita din ucraina va multumesc solicit raspuns scris cu respect senator aur rodica boanca ,"(5904.94, 5910.94)"
18,Domnul Virgil Guran:,26425,Domnul Călin-Gheorghe Matieș:,26537, va multumesc si eu doamna senator are cuvantul domnul senator maties calin gheorghe ,"(492.0, 7238.94)"
19,Domnul Călin-Gheorghe Matieș:,26537,Domnul Virgil Guran:,31949, multumesc mult domnule presedinte stimati colegi am o intrebare pe care o adresez domnului ministru adrian ionut chesnoiu ministrul agriculturii si dezvoltarii rurale obiectul intrebarii este sistemul de referinta al lantului scurt de aprovizionare in romania stimate domnule ministru lanturile scurte de aprovizionare cu alimente inseamna vanzarea de la fermier la consumator prin implicarea unui numar cat mai redus de intermediari ca sa explicam si celor de acasa lantul scurt inseamna sa cumperi produsul de la vecinul tau institutiile statului sa cumpere produse de la producatorul din comuna din oras producatorul de langa institutia respectiva asta inseamna lantul scurt noi sa cumparam de la cel de langa noi conceptul este deja unul de succes in majoritatea tarilor din uniunea europeana si in ultima perioada se bucura de o atentie sporita si in romania atat in randul fermierilor cat si in randul consumatorilor agricultura locala obtinerea de produse agricole si alimentare cu scopul de a le vinde intr un areal suficient de apropiat de zona de consum este de asemenea un concept care va permite sa schimbati modul in care ne raportam in prezent la obtinerea hranei vanzarea directa are un rol vital in acest proces in romania fiind tot mai frecvent intalnite cazurile in care agricultorul vinde fara intermediar clientilor fara intermediar inseamna un pret mult mai mic dragi colegi la nivelul uniunii europene in doua mii treisprezece s a adoptat regulamentul nr o mie trei sute cinci al parlamentului european si al consiliului din data de saptesprezece decembrie doua mii treisprezece privind sprijinul pentru dezvoltare rurala acordat de fondul european agricol pentru dezvoltare rurala si de abrogare a regulamentului nr o mie sase sute nouazeci si opt al consiliului care are drept obiectiv promovarea organizarii lantului alimentar inclusiv procesarea si comercializarea produselor agricole a bunastarii animalelor si a gestionarii riscurilor in agricultura cu accent pe urmatoarele aspecte multumesc domnule presedinte stimati colegi adresata domnului nicolae ionel ciuca prim ministru al romaniei obiectul interpelarii imbunatatirea legislatiei in domeniul securitatii nationale stimate domnule prim ministru interventia militara rusa in ucraina a reconfigurat complet paradigma de securitate la nivel regional si mondial impactul foarte putin probabil s a produs iar in statele nevoite sa faca sunt nevoite sa faca fata noilor provocari de securitate generate de federatia rusa amenintarile la adresa statului nu sunt atat de ordin militar ci mai degraba sunt de natura dimensiunii securitatii nationale criza energetica atacurile cibernetice dezinformarea razboiul hibrid sunt toate amenintari care provin atat din exterior dar care se dezvolta de cativa ani buni si sub forma unor vulnerabilitati interne in acest context dificil apreciez ca statul roman trebuie sa si adapteze legislatia nationala din domeniul securitatii nationale la noile amenintari vulnerabilitati si riscuri de asemenea trebuie sa consolidam capacitatile institutionale ale sistemului national de securitate nationala pentru a putea garanta o cunoastere strategica pentru beneficiarii de intelligence in temeiul art o suta doisprezece din constitutia romaniei republicata si al art o suta saptezeci si sapte din regulamentul senatului va solicit sa mi raspundeti in scris la urmatoarele intrebari daca guvernul romaniei are in vedere actualizarea la nivelul legii a tipurilor de amenintari vulnerabilitati si riscuri la adresa securitatii nationale a romaniei daca guvernul romaniei are in vedere imbunatatirea cadrului legal de organizare si functionare a serviciilor de informatii daca guvernul romaniei are in vedere cresterea capabilitatii operative si de analiza a autoritatilor cu atributii in domeniul securitatii nationale daca guvernul romaniei are in vedere imbunatatirea legislatiei in domeniul securitatii nationale in sensul consolidarii atributiilor comunitatii nationale de informatii va multumesc din suflet va rog sa mi raspundeti pe adresa de e mail matiescalinyahoo ro cat si la adresa grupului senatorial al partidului social democrat multumesc mult ,"(492.0, 7308.94)"
20,Domnul Virgil Guran:,31949,Doamna Evdochia Aelenei:,32063, multumim si noi domnule senator o invit la microfon pe doamna senator aelenei evdochia ,"(5708.76, 7216.94)"
21,Doamna Evdochia Aelenei:,32063,Domnul Virgil Guran:,35841, buna ziua stimate domnule presedinte stimati colegi am doua intrebari si o interpelare prima intrebare se adreseaza domnului sorin grindeanu ministru al transporturilor stimate domnule ministru in contextul situatiei actuale incerte deosebit de grave cu privire la izbucnirea razboiului dintre rusia si ucraina sute de refugiati ucraineni au trecut granita catre romania pentru a si salva vietile stiti bine faptul ca romanii s au mobilizat si au ajutat refugiatii cu alimente cazare medicamente dezinfectanti produse de igiena de asemenea romanii au contribuit la asigurarea transportului refugiatilor in toate judetele tarii neexistand rute predestinate sau mijloace de transport speciale pentru acestia astfel romanii au dat dovada de solidaritate si empatie atat din punct de vedere al suportului moral oferit cat si din punct de vedere al suportului financiar in contextul functiei oficiale pe care o detineti aveti obligatia de a efectua demersuri oficiale in scopul ajutorarii refugiatilor ucraineni deoarece cu cat stadiul razboiului avanseaza cu atat solidaritatea romanilor nu este de ajuns pentru salvarea ucrainenilor astfel in calitate de senator al parlamentului romaniei doresc sa va intreb care este planul de actiune concret al ministrului transporturilor pentru asigurarea transportului refugiatilor in romania cu deosebit respect senator aelenei evdochia tot catre domnul ministru sorin grindeanu doresc sa aduc la cunostinta faptul ca majoritatea firmelor din regatul unit refuza sa trimita colete spre romania deoarece acestea se plang ca vama romaneasca taxeaza clientii acestora dublul pretului produsului cumparat prin taxe ceea ce este desigur nerezonabil pe langa aceste scumpiri se adauga si intarzierile de expediere aparute si ele superioare celorlalte tari din uniunea europeana domnule ministru de ce am ajuns in situatia de a fi refuzati de firmele din regatul unit sa mai trimita colete in romania si am o interpelare catre domnul ministru al afacerilor interne lucian nicolae bode stimate domnule ministru desi stim cu totii tendintele expansioniste ale presedintelui rusiei nu am crezut pana in ultima clipa ca acesta este atat de meschin si orbit de ura incat sa inceapa un razboi care sta sa cuprinda intreaga europa nimic nu este mai ravasitor decat sa vezi cum oameni simpli fug din calea razboiului de frica unui tiran sunt vorbitoare nativa de limba rusa si in prisma acestui fapt am mers la granita in speranta ca pot ajuta oamenii care trec frontiera romaniei si vad in noi ultima speranta insa ce facem cu cetatenii nostri care nu se mai simt in siguranta in orasele care sunt foarte aproape de razboi au fost bombardamente in zone limitrofe romaniei iar cetatenii constantei se tem de o posibila agresiune din partea tiranului de la moscova in aceste zile cu totii se intreaba daca granitele tarii sunt securizate si daca orasele port de la marea neagra pot fi considerate sigure de catre cetatenii lor in contextul actualului razboi si al necesitatii asigurarii protectiei cetatenilor romaniei in concordanta cu prerogativele dumneavoastra conferite de functia pe care o detineti va solicit raspunsuri la urmatoarele intrebari este pregatita politia de frontiera sa faca fata unei afluente de persoane care trec granita in fuga disperata de a scapa de razboi cati dintre refugiatii care au trecut in aceasta perioada granita in romania sunt etnici romani au fost suplimentate efectivele politiei de frontiera in aceasta perioada solicit raspuns scris cu respect senator aelenei evdochia circumscriptia nr paisprezece constanta multumesc ,"(2058.0, 7038.94)"
22,Domnul Virgil Guran:,35841,Domnul Maricel Popa:,37016, si eu multumesc doamna senator mai sunt colegi cu intrebari interpelari nu mai sunt dau citire listei senatorilor care au depus intrebari si interpelari in scris intrebari au depus in scris doamnele si domnii senatori bodog florian banu claudia mihaela guran virgil carp gheorghe gorghiu alina stefania breahna pravat ionela cristina bumb sorin ioan ioan raluca gabriela bordei cristian dinica silvia mihail radu mihai hangan andrei si mateescu sorin cristian interpelari doamnele si domnii senatori breahna pravat ionela cristina mirea siminica chirtes ioan cristian vestea mihail guran virgil carp gheorghe anisie monica cristina bumb sorin ioan poteras cosmin marian berea cristi ivan dan dinica silvia mihail radu mihai atat declar inchisa sesiunea de intrebari interpelari de astazi stimati colegi conform programului aprobat continuam cu sesiunea consacrata declaratiilor politice timpul alocat pentru prezentarea acestora fiind de saizeci de minute repartizat pe grupurile parlamentare potrivit ponderii acestora invit la microfon pe domnul senator popa maricel ,"(492.0, 7238.94)"
