,start_text,start_index,end_text,end_index,text,timestamp
11,Doamna Gabriela Crețu:,18498,Doamna Alina-Ștefania Gorghiu:,24421, multumesc doamna presedinta de sedinta ca om de stanga pentru care egalitatea este valoarea fundamentala am fost delegata de grupul meu sa va spun din nou de ce sarbatorim de nesarbatoritul zilele inscrise cu rosul in calendar in cel laic nu sunt ale persoanelor sunt ale societatii ele sunt profund politice ne amintesc ca exista stari de fapt nedrepte care trebuie schimbate sau realizari comune care nu trebuie uitate decizia din o mie noua sute saptezeci si cinci a natiunilor unite a fost semnul mult asteptat ca statele lumii au devenit constiente cumva ca inegalitatea de oportunitati si incalcarea sistematica a drepturilor femeilor reprezinta o mare nedreptate pentru ele dar si o mare pierdere pentru societate in preajma acestei zile fiecare tara ar trebui sa si evalueze realitatile sa sarbatoreasca reusitele pe calea afirmarii femeilor si inlaturarii discriminarii sa identifice problemele ramase nerezolvate sau nou aparute si sa propuna solutii femeile despre care vorbim insa nu suntem noi nu sunt cele cateva privilegiate ale sortii luate drept exemplu de reusita si drept fals argument ca egalitatea exista deja de mult femeile sunt si cele care muncesc mult si sunt platite putin si cele care sunt competente adesea mult mai competente decat iertati ma dragilor colegi dar trebuie sa i accepte pe ei ca sef femei sunt cele care nasc copii trebuie sa i creasca sa munceasca sa traiasca toate in acelasi timp si le vine greu sa se descurce fara sa imparta responsabilitatile cu partenerii de viata si fara necesarele servicii sociale care sa le sprijine femei sunt cele care impinse de saracie au emigrat cele parasite de familii batrane si singure cele traficate si exploatate sau fortate sa se prostitueze este o datorie sa amintim in romania de astazi pe femeile supuse violentei in propriile familii sunt mult prea multe cazuri si toleranta noastra mult prea mare multi cred ca sunt cazuri izolate din pacate nu este asa numeroase relatii de familie nu se stabilesc intre doua fiinte dotate cu demnitate vointa proprie personalitate ci sunt simple relatii de proprietate de putere din aceste relatii femeia nu poate scapa decat cu forta sau nu scapa niciodata nu vorbim destul de nevoia de respect si demnitate despre comunicare si parteneriat pe scurt despre valoarea pentru care militam si pe care o marcam astazi egalitatea intre femei si barbati ar fi un test de umanitate al nostru al societatii sa le oferim femeilor mai multa siguranta in propriile lor case prin masuri juridice obligatorii si eficient aplicate dar mai ales schimband mentalitati si atitudini inclusiv in institutiile statului care sunt implicate de exemplu in politie stirile aproape zilnice despre barbati care si lovesc sau ucid partenerele trebuie sa devina o trista si rusinoasa amintire a epocii in care femeia nu era inca considerata om si in consecinta dreptul universal la viata si integritatea persoanei nu i s au aplicat si ei este nevoie de voci puternice care sa vorbeasca pentru femei si in numele lor sa formuleze si sa includa aceste teme pe agenda publica in ciuda aparentelor la reprezentarea politica a femeilor nu stam deloc bine si colegele mele au dreptate doar ca este nu stiu a cata lege pe care o initiem si care nu ajunge la bun sfarsit restul lumii a progresat mult mai repede in aceste zile sa nu le uitam pe cele care si au luat copiii si au plecat in refugiu pentru ca barbatii care conduc lumea au esuat in a face politica si a rezolva diplomatic conflictele dintre ei razboiul sa nu uitam incepe cand politica esueaza si daca e vorba de politica doua lectii am invatat in cei aproape patruzeci de ani de cand am inceput ca tanara militanta lupta pentru egalitate si pentru pace participarea femeilor la decizia politica inclusiv in politica externa este inutila daca nu schimbam regulile si ierarhia valorilor daca nu inlocuim razboiul cu pacea si competitia cu cooperarea obisnuiesc sa spun ca secolul xxi va fi al cooperarii sau nu va fi deloc din pacate s a pornit pe aceasta din urma cale al doilea lucru este ca raspunderea noastra ca alesi nu este sa ne plangem ci sa condamnam situatiile care trebuie condamnate cu toate ratiunile din lume raspunderea noastra este sa gasim solutiile si sa le aplicam pentru a opri con conflictele ma iertati utilizand mecanismele multilaterale existente si sa mobilizam toata vointa politica necesara pentru asta femeile si copii din ucraina nu viseaza sa le dam sandvisuri si sa i cazam in camine viseaza sa se intoarca la casele lor la familiile lor si la scolile lor exista deja cateva tendinte poate pozitive in lume ele trebuie pastrate si continuate dar pragul critic nu a fost inca atins si ma intorc spre surorile mele mai tinere toate sunt mai tinere in aceasta sala decat mine ca sa dau un sfat nimic nu este castigat o data pentru totdeauna fiecare generatie trebuie sa lupte pentru egalitatea sa si asa cum obisnuiti in aceste zile cele mai norocoase dintre noi primim flori si florile sunt lucruri foarte frumoase dar stiti care e defectul lor tin o zi tin doua si se trec dupa ele lumea ramane la fel aceleasi salarii de mizerie in domeniile feminizate aceleasi boli profesionale nerecunoscute ca atare aceleasi femei imbatranite timpuriu de munca dar care nu vor avea pensie pentru ca nu au avut contributii si noi toti vom fi aceeasi asa incat ca de obicei voi spune daca imi veti oferi o floare voi zambi voi multumi voi aprecia gestul dar voi repeta a nu stiu cata oara vechiul indemn opriti violenta si discriminarea tratati ne cu respect flori ne putem lua si singure daca e pace si egalitate pentru toti multumesc frumos ,"(926.0, 1165.0)"
12,Doamna Alina-Ștefania Gorghiu:,24421,Domnul Turos Lóránd:,24767, multumim doamna senator va multumesc tuturor pentru aceste interventii doamnelor si domnilor senatori continuam cu imi cer milioane de scuze este exact vorbitorul pe care l asteptam si va multumesc tare mult pentru aceasta interventie liderul de grup al udmr domnul turos are cuvantul ,"(1346.0, 1359.0)"
13,Domnul Turos Lóránd:,24767,Doamna Alina-Ștefania Gorghiu:,26044, doamna presedinte de sedinta stimate doamne stimati domni ziua de opt martie nu poate fi doar o zi in care bifam egalitatea intre genuri prin alocutiuni ci trebuie sa tragem o linie si sa ne uitam daca am facut tot posibilul pentru asigurarea acestei egalitati stimati colegi trebuie sa marturisesc sa marturisim cu totii ca raspunsul este negativ in afara de declaratiile facute in acest scop noi trebuie sa progresam prin fapte si prin actiuni stimate doamne stimati domni eu nu vreau sa traiesc intr o societate in care femeile sunt respectate doar o singura zi pe an cred ca cu totii vrem sa traim intr o societate in care egalitatea intre genuri este asigurata in fiecare zi a anului realizarea egalitatii de drept intre femei si barbati este un element cheie in prevenirea si eliminarea inechitatilor sociale in acest sens noi parlamentarii avem o responsabilitate majora avand posibilitatea de a legifera in scopul de a imbunatati lipsurile din societatea noastra eu sper totusi ca vom progresa intr un ritm mult mai rapid decat a previzionat doamna presedinte de sedinta si in acest spirit optimist permiteti mi sa urez tuturor doamnelor si domnisoarelor la multi ani va multumesc ,"(1370.0, 1484.0)"
14,Doamna Alina-Ștefania Gorghiu:,26044,Domnul Ionel-Florian Lixandru – secretar de stat la Ministerul Educației:,29710, ii multumesc domnului lider de grup din partea udmr o sa mi permiteti stimati colegi senatori sa continuam lucrarile si sa va reamintesc ca in conformitate cu dispozitiile art o suta unsprezece si art o suta treizeci si sase din regulamentul senatului in situatii exceptionale sedintele plenului senatului se desfasoara prin mijloace electronice iar dezbaterea si adoptarea initiativelor legislative se vor face printr o procedura simplificata pentru operativitate in prima parte a sedintei de plen se vor desfasura dezbaterile asupra punctelor inscrise pe ordinea de zi dupa inchiderea acestora in a doua parte se va desfasura sesiunea de vot final comitetul liderilor grupurilor parlamentare a hotarat ca votul se exercita prin intermediul sistemului electronic hibrid tableta sts plus card de vot electronic iar senatorii care nu vor putea sa si exprime votul in aceasta modalitate vor fi apelati din sala de plen la numerele de telefon puse la dispozitie la solicitarea liderilor de grup rezultatul votului se obtine prin insumarea voturilor exprimate prin sistemul de vot electronic hibrid prin cardul de vot si tableta si prin apel nominal telefonic la punctele unu doi ale ordinii de zi avem aprobarea transmiterii catre camera deputatilor ca prima camera sesizata a unor initiative legislative in conformitate cu hotararea biroului permanent din douazeci si opt februarie doua mii douazeci si doi pe baza avizului comisiei pentru constitutionalitate potrivit prevederilor art treizeci si cinci alin la acest punct imediat sa l invit pe domnul secretar de stat florin lisandru sa sustina scurt va rog domnule secretar de stat initiativa ca pe urma sa dam drumul la dezbateri va rog ,"(1484.0, 1564.0)"
15,Domnul Ionel-Florian Lixandru – secretar de stat la Ministerul Educației:,29710,Doamna Alina-Ștefania Gorghiu:,31137, buna ziua stimata doamna vicepresedinte stimate doamne si stimati domni senatori acest proiect legislativ aduce o serie de modificari si completari impuse de starea de alerta prevederilor ordonantei de urgenta nr o suta patruzeci si unu doua mii douazeci privind instituirea unor masuri pentru buna functionare a sistemului de invatamant si pentru modificarea si completarea legii educatiei nationale nr unu doua mii unsprezece precum si a legii nr cincizeci si cinci doua mii douazeci privind unele masuri pentru prevenirea si combaterea efectelor pandemiei de covid nouasprezece practic prin acest act normativ se stabileste ca in functie de situatia epidemiologica si de specificul fiecarei institutii de invatamant superior in anul de invatamant doua mii douazeci si unu doua mii douazeci si doi in baza autonomiei universitare modalitatea de desfasurare a activitatilor didactice care presupun prezenta fizica a studentilor sa se realizeze conform hotararii senatului universitar bineinteles cu respectarea prevederilor ordinului comun al ministerului educatiei respectiv ministerului sanatatii avand in vedere cele mai sus mentionate precum si raportul comisiei pentru invatamant tineret si sport in scopul asigurarii dreptului la educatie pentru studenti si a dreptului la sanatate pentru studenti si personalul din sistemul national de invatamant va solicitam adoptarea proiectului de lege supus dezbaterii ,"(1701.0, 1767.0)"
16,Doamna Alina-Ștefania Gorghiu:,31137,Domnul Cătălin-Daniel Fenechiu:,32003, va multumesc deschid dezbaterile daca din partea grupurilor parlamentare exista doritori inchidem aceste dezbateri generale si initiativa ramane la vot final la punctul sase al ordinii de zi propunerea legislativa pentru completarea legii nr patruzeci si sase doua mii opt privind codul silvic pe procedura domnule lider fenechiu va invit la microfonul central ,"(1781.0, 1796.0)"
17,Domnul Cătălin-Daniel Fenechiu:,32003,Doamna Alina-Ștefania Gorghiu:,32276, multumesc doamna presedinta in numele grupului parlamentar pnl as vrea sa anunt o modificare in comisia de antreprenoriat si imm uri domnul danut bica il va inlocui pe domnul ion marcel vela va multumesc ,"(6707.0, 7351.0)"
18,Doamna Alina-Ștefania Gorghiu:,32276,Doamna Elena-Simona Spătaru:,33280, multumesc liderului pnl pentru aceasta notificare facuta plenului dat fiind faptul ca suntem la acest punct si ati anuntat deja modificarea o sa i rog pe colegii senatori sa accepte votul acum pe aceasta modificare cine este pentru impotriva nu sunt abtineri nu sunt va multumesc a fost aprobata aceasta propunere a dumneavoastra la punctul sapte al ordinii de zi avem propunerea legislativa privind modificarea si completarea legii cadastrului si a publicitatii imobiliare nr sapte o mie noua sute nouazeci si sase raportul comisiei juridice de numiri disciplina si imunitati este de admitere cu amendamente admise si amendamente respinse a propunerii legislative propunerea face parte din categoria legilor organice se adopta cu votul majoritatii senatorilor suntem prima camera sesizata incepem dezbaterile daca din partea grupurilor exista inscrieri la cuvant constat ca doamna simona spataru doreste sa aiba o interventie va invit doamna senator ,"(1859.0, 1920.0)"
19,Doamna Elena-Simona Spătaru:,33280,Doamna Alina-Ștefania Gorghiu:,35610, multumesc doamna presedinta cu privire la aceasta initiativa as aduce cateva precizari colegilor si plenului in sensul in care consider ca a fost trecuta pe foarte repede inainte votul a fost acordat fara a trece pe amendamente si as mentiona ca este foarte important sa ne aplecam asupra acestor modificari la legea nr sapte o mie noua sute nouazeci si sase privitoare la cadastru si publicitatea imobiliara sunt propuneri pe care din punctul nostru de vedere le apreciem a fi neconstitutionale intrucat pe de o parte se propune adoptarea unor norme acolo unde executivul a intervenit deja printr o hotarare de guvern si a adoptat programul national de cadastru si carte funciara programul pentru anii doua mii cincisprezece doua mii douazeci si trei aceasta hotarare de guvern deci este in vigoare si astfel ar fi o imixtiune a puterii legiuitoare in reglementarea secundara pentru executarea legii in acest sens fiind si dispozitiile din decizia nr sase sute saptezeci si doi doua mii douazeci si unu a curtii constitutionale trecand si de prevederile acestea procedurale pe care am vrut sa vi le aduc in atentie as mentiona si lucruri pe fond veti observa ca aceasta propunere facuta la o lege care are ca rol practic conturarea regulilor pe cadastru si carte funciara si nu pe prevederi de fond referitoare la dreptul de proprietate este o propunere care vine si acorda prioritate unor posesori de drepturi imobile in defavoarea unor proprietari reali deci practic daca ai in posesie poti sa vii sa faci o dovada nu cu o certificare legala act notarial autentic cum prevede codul civil acum si va mentionez art opt sute optzeci si opt ci cu o simpla copie pe care o conformezi tu cu originalul si astfel aceasta inscriere sa aiba loc in cartea funciara sunt prevederi pe care le consider de asemenea neconstitutionale dreptul de proprietate este un drept evident protejat de constitutia romaniei si acest drept trebuie sa aiba o atenta supraveghere si cand avem astfel de propuneri pe masa parlamentului propun un vot de refuz al acestui raport care nu a beneficiat de o dezbatere concludenta cred ca propunerea era in fond pentru a putea acorda mai multa norme mai lesne de trecut pentru cadastru pentru carte funciara apreciez aceste dispozitii dar nu asa cum au fost trecute prin comisia juridica multumesc ,"(1941.0, 2103.0)"
20,Doamna Alina-Ștefania Gorghiu:,35610,Domnul Sándor Gábor – secretar de stat la Ministerul Transporturilor și Infrastructurii:,36522, va multumesc doamna senator daca din partea grupurilor parlamentare mai exista inscrieri la cuvant nu mai exista inchidem aceste dezbateri si initiativa legislativa ramane la vot final la punctul opt al ordinii de zi avem proiectul de lege privind aprobarea ordonantei guvernului nr doi doua mii douazeci si doi pentru modificarea legii nr o suta nouazeci doua mii doisprezece privind raspunderea furnizorilor de servicii de trafic aerian raportul comisiei pentru transporturi si infrastructura e de admitere cu amendamente admise a proiectului de lege privind aprobarea ordonantei proiectul de lege face parte din categoria legilor ordinare si se adopta cu votul majoritatii senatorilor prezenti senatul este prima camera sesizata il invit pe domnul secretar de stat gabor sandor la cuvant va rog sa i dati drumul la microfon domnului secretar de stat noua vad ca este microfonul multumesc ,"(2109.0, 2154.0)"
21,Domnul Sándor Gábor – secretar de stat la Ministerul Transporturilor și Infrastructurii:,36522,Doamna Alina-Ștefania Gorghiu:,37996, stimata doamna presedinte doamnelor si domnilor senatori proiectul de lege vizeaza aprobarea ordonantei nr doi doua mii douazeci si doi la ce se refera aceasta ordonanta la aplicarea dispozitiilor regulamentului nr trei sute saptezeci si trei doua mii saptesprezece care prevede si stabileste cerinte comune pentru furnizorii de management al traficului aerian stipuland inclusiv obligatia furnizorilor de servicii de trafic aerian de a se asigura asupra riscurilor producerii daunelor catre terti in acest sens prin aceasta ordonanta s a stabilit ca sumele minime pentru care sunt ei obligati sa se asigure respectiv furnizorii de servicii de trafic aerian sa fie stabilite de acestia in baza a ce in baza unei evaluari a prejudiciului potential pe care il pot produce in exercitarea atributiilor ce le revin in al treilea rand se statueaza ca respectarea acestor obligatii tin de autoritatea aeronautica civila din romania care este abilitata prin aceasta ordonanta sa stabileasca sanctiuni in cazul nerespectarii acestor obligatii in mod firesc sumele minime asigurate pentru acoperirea riscurilor producerii daunelor sunt stabilite de furnizori dar nu pot cobori sub plafoanele minime stabilite de lege ministerul transporturilor sustine prezentul proiect de act normativ in forma aprobata de guvern fata de care va rugam sa binevoiti a acorda un vot favorabil ,"(2160.0, 2252.0)"
22,Doamna Alina-Ștefania Gorghiu:,37996,Domnul Sándor Gábor:,39148, va multumesc domnule secretar de stat incepem dezbaterile daca din partea grupurilor parlamentare exista inscrieri la cuvant doamna senator simona spataru doreste nu atunci vom incheia dezbaterile generale pe acest punct si initiativa legislativa ramane la vot final la punctul noua al ordinii de zi avem proiectul de lege privind aprobarea ordonantei guvernului nr trei doua mii douazeci si doi pentru modificarea si completarea legii nr doua sute saizeci si cinci doua mii opt privind gestionarea sigurantei circulatiei pe infrastructura rutiera raportul comun al comisiei pentru transporturi si infrastructura si comisiei pentru administratie publica e de admitere a proiectului de lege privind aprobarea ordonantei proiectul de lege face parte din categoria legilor ordinare si se adopta cu votul majoritatii senatorilor prezenti incepem dezbaterile inainte de a lua interventii din partea grupurilor il invit pe domnul secretar de stat de asemenea sa ne expuna punctul de vedere al guvernului tot la microfonul noua o sa va rog sa i dati cuvantul domnului secretar de stat va rog ,"(2276.0, 2326.0)"
23,Domnul Sándor Gábor:,39148,Doamna Alina-Ștefania Gorghiu:,40863, multumesc doamna presedinte ordonanta nr trei doua mii douazeci si doi dispune modificarea si completarea legii nr doua sute saizeci si cinci doua mii opt privind gestionarea sigurantei rutiere care este scopul acestei interventii in mod firesc sporirea gradului de siguranta rutiera si reducerea pierderilor umane materiale si financiare cauzate de accidentele de circulatie ordonanta reprezentand un act de transpunere a directivei nr o mie noua sute treizeci si sase doua mii nouasprezece a parlamentului european prin care s a modificat directiva initiala proiectul de ordonanta prin transpunerea directivei nominalizate in ce sens intervine reclasifica serviciile aferente auditului si inspectiilor de siguranta rutiera redefineste scopul finalitatea si responsabilitatile aferente introduce o serie de noutati privind realizarea evaluarii de impact asupra sigurantei si a auditului de siguranta rutiera pentru proiectele de infrastructura introduce conceptul de inspectie de siguranta rutiera specifica periodica si comuna ca acte administrative care sunt subordonate sporirii gradului de siguranta implementeaza ratingul de siguranta rutiera si implicit prevede are un capitol legat de raportarea voluntara accesibila on line a tuturor utilizatorilor drumului in caz de sesizare a unor deficiente sau neajunsuri in infrastructura rutiera si in mod implicit in paralel raspunderea juridica a administratorilor drumurilor publice ca urmare a executarii rapoartelor sau a dispozitiilor din rapoartele de audit sau de inspectie de siguranta rutiera ministerul transporturilor sustine prezentul act normativ in forma aprobata de guvern fata de care va rugam sa binevoiti a acorda votul dumneavoastra favorabil ,"(2332.0, 2439.0)"
