,start_text,start_index,end_text,end_index,text,timestamp,start,end
11,Domnul Maricel Popa:,15842,Domnul Virgil Guran:,17801, am o intrebare adresata domnului ministru adrian chesnoiu beneficiari programe tomata si legume doua mii douazeci si doi domnule ministru programele de sprijin pentru legumicultorii din romania incep sa prinda din ce in ce mai multe radacini si sunt de un real ajutor pentru fermieri din acest motiv ministerul agriculturii si dezvoltarii rurale a alocat in acest an doua sute douazeci si cinci de milioane de lei pentru sustinerea productiei de tomate si legume in spatii protejate respectiv tomate ardei gras ardei kapia castraveti fasole pastai salata spanac si ceapa verde programul de asemenea pentru judetul iasi va rog sa precizati si care sunt tipurile de legume pentru care au fost efectuate aplicatiile in cadrul programului solicit raspuns scris cu deosebita consideratie senator de iasi maricel popa va multumesc ,"(899.56, 933.56)",899.56,933.56
12,Domnul Virgil Guran:,17801,Domnul Maricel Popa:,18193, multumesc si eu tinand cont de faptul ca sunt si comisii in paralel o sa deschidem si sesiunea de declaratii politice conform programului aprobat timpul alocat pentru prezentarea acestora fiind de saizeci de minute repartizat pe grupurile parlamentare potrivit ponderii acestora dau cuvantul domnului popa maricel pentru a prezenta declaratia politica ,"(1038.56, 1064.56)",1038.56,1064.56
13,Domnul Maricel Popa:,18193,Domnul Virgil Guran:,21820, domnule presedinte stimati colegi declaratia mea politica de astazi este pentru a dezvolta moldova psd porneste investitiile de miliarde din bani europeni prin pnrr destinate regiunii moldovei stimate domnule presedinte dragi colegi saptamana trecuta au avut loc doua evenimente importante pentru transportul rutier si feroviar spre si dinspre zona moldovei unu acum cateva zile au fost semnate la buzau doua contracte ce vor avea un mare impact pe axa sud nord muntenia moldova unul dintre contracte a fost cel de finantare peste trei opt miliarde de lei pentru toti cei saizeci si trei km ai sectorului de autostrada ploiesti buzau parte integranta din a7 al doilea contract s a referit la constructia efectiva a tronsonului cuprins intre mizil si pietroasele lotul are douazeci si opt trei km si intra in executie in acest caz durata maxima in care trebuie finalizata lucrarea este de douazeci de luni investitia fiind incredintata in urma unei licitatii unei asocieri de constructori romani si bulgari segmentul ploiesti buzau din a7 este format din trei loturi dumbrava mizil douazeci si unu km mizil pietroasele douazeci si opt km pietroasele municipiul buzau treisprezece km intreaga autostrada a7 va avea treisprezece loturi cu o lungime totala de trei sute douazeci km finantarea este asigurata prin planul national de redresare si rezilienta zis pnrr sorin grindeanu ministrul transporturilor a anuntat ca vrea ca anul acesta sa fie semnate contractele pentru toate aceste treisprezece sectiuni autostrada moldovei ploiesti pascani va fi prima din romania care se va adapta cat mai mult normelor europene de mediu concret de a lungul ei vor fi amenajate douazeci si patru de spatii destinate incarcarii autoturismelor electrice totodata vor fi plantate perdele forestiere antiinzapezire pe o lungime totala de peste saizeci si trei km si pe o suprafata de o suta saizeci de hectare in plus drumurile tehnologice vor putea fi folosite si ca piste pentru biciclete doi in consiliul tehnico economic al ministerului transporturilor a fost avizata achizitia a inca douazeci de trenuri electrice de lung parcurs procedura de licitatie va fi derulata de autoritatea pentru reforma feroviara proiectul se va desfasura prin pnrr si are o valoare estimata de o suta optzeci de milioane de euro imbunatatirea ofertei de transport prin cresterea frecventei a vitezei de deplasare dar si prin oferirea unui confort sporit sunt cateva dintre beneficiile pe care le vor avea calatorii asigurarea de legaturi directe si rapide intre marile orase ale romaniei dar si inlocuirea tractiunii diesel cu cea electrica sunt alte avantaje identificate printre conditiile solicitate se vor regasi viteza maxima de doua sute km h capacitatea minima de o suta saizeci de locuri pe scaune confort pentru deplasari maxim sapte zece ore pe directie noile trenuri electrice vor circula pe mai multe rute cele care au legatura cu iasiul urmand a fi brasov sfantu gheorghe miercurea ciuc bacau iasi galati marasesti galati braila constanta mangalia in ambele cazuri fiind vorba despre proiecte finantate prin pnrr termenul limita de implementare este sfarsitul anului doua mii douazeci si sase efectele acestor investitii sunt simplu de intuit o mai buna mobilitate prin reducerea timpilor de deplasare marfuri transportate mai rapid infiintare de noi afaceri in rezumat cresterea calitatii vietii pentru locuitorii din regiunea de nord est a tarii va multumim domnule ministru grindeanu cu deosebita consideratie senator psd de iasi maricel popa va multumesc ,"(1078.56, 1231.56)",1078.56,1231.56
14,Domnul Virgil Guran:,21820,Doamna Evdochia Aelenei:,21907, multumesc si eu are cuvantul doamna senator evdochia aelenei ,"(1331.56, 1333.56)",1331.56,1333.56
15,Doamna Evdochia Aelenei:,21907,Domnul Virgil Guran:,24761, buna ziua domnule presedinte stimate auditoriu obiectul declaratiei politice opriti demolarea bisericii izvorul tamaduirii din municipiul constanta biserica cu hramul izvorul tamaduirii din constanta este cunoscuta ca biserica de pe trotuar in urma cu un an magistratii judecatoriei constanta au decis desfiintarea lucrarilor de constructie realizate fara autorizatie de arhiepiscopia tomisului zilele acestea tribunalul constanta a decis definitiv ca aceasta biserica trebuie demolata respingand recursul formulat de arhiepiscopie in decizia lor judecatorii au admis cererea de chemare in judecata formulata de reclamantul primarul municipiului constanta in contradictoriu cu parata arhiepiscopia tomisului nu este singura biserica ridicata fara autorizatie de constructie in acest oras ca de altfel nici singura cladire fara autorizatie de constructie biserica a fost construita in anul doua mii doi iar de atunci a devenit marul discordiei intre municipalitate si arhiepiscopie iar la sfarsitul anului doua mii douazeci si unu decizia magistratilor era ca aceasta cladire sa fie daramata in termen de nouazeci de zile au urmat o serie de contestatii facute in instanta de catre inalt preasfintia sa arhiepiscopul teodosie arhiepiscopia tomisului a pierdut procesul prin care autoritatile locale cer demolarea lacasului ridicat fara autorizatie de constructie demolarea unei biserici este cel mai infam lucru din ultimele decenii in aceasta biserica au fost botezati mii de copii si s au intemeiat mii de familii niciun stat niciodata in istoria lui nu a trait pierderi precum cele provocate de vestitul plan ceausist de sistematizare care a dus la disparitia a peste patruzeci zero de constructii locuinte edificii administrative monumente de arta si cultura manastiri si biserici nicolae ceausescu a ordonat distrugerea a douazeci de lacase de cult cele mai multe din categoria monumentelor istorice au existat initiative de succes care au reusit sa salveze de sub lama buldozerului cateva dintre bisericile incarcate de istorie inginerul eugen iordachescu este cel care a coordonat mutarea a opt biserici din capitala dintre cele unsprezece carora le a fost schimbat amplasamentul in acest context solutia este mutarea lacasului de cult intr o zona apropiata asa cum solicita si reprezentantii arhiepiscopiei tomisului intrucat exista solutii tehnice in acest sens daca nu va fi acceptata aceasta solicitare in ceea ce priveste mutarea lacasului de cult biserica va deveni prima constructie de acest gen ce va fi demolata dupa caderea regimului dictatorial al lui nicolae ceausescu fac un apel catre toate autoritatile de a opri demolarea bisericii izvorul tamaduirii din constanta va multumesc senator aelenei evdochia ,"(1357.56, 1543.56)",1357.56,1543.56
16,Domnul Virgil Guran:,24761,Domnul Sorin Lavric:,24860, multumesc si eu doamna senator are cuvantul domnul senator sorin lavric ,"(768.56, 6027.56)",768.56,6027.56
17,Domnul Sorin Lavric:,24860,Domnul Virgil Guran:,29773, va multumesc domnule presedinte virgil guran tema declaratiei mele politice de astazi este teologul teodor m popescu s a nascut la noua iunie o mie opt sute nouazeci si trei in satul boteni comuna contesti judetul dambovita in anul o mie noua sute nouasprezece a obtinut licenta in teologie iar in o mie noua sute douazeci si doi a devenit doctor in teologie la atena a urmat cursuri de specializare la facultatea de litere si filozofie a universitatii din leipzig apoi la facultatea de teologie protestanta din paris si in fine la scoala de inalte studii de la sorbona si a facut serviciul militar in timpul razboiului de reintregire a urmat cursurile scolii militare de infanterie din botosani intre o mie noua sute saisprezece si o mie noua sute saptesprezece cu gradul de sublocotenent a luat parte la razboi intre o mie noua sute saptesprezece si o mie noua sute optsprezece din aprilie o mie noua sute douazeci si sapte va ocupa catedra de istorie bisericeasca universala din cadrul facultatii de teologie din o mie noua sute patruzeci si opt se va muta la institutul teologic din bucuresti pana in anul o mie noua sute cincizeci si noua mai mult a suplinit catedra de patrologie si istoria dogmelor intre o mie noua sute douazeci si opt si o mie noua sute treizeci si opt iar in anul universitar o mie noua sute patruzeci si sapte o mie noua sute patruzeci si opt pe cea de istorie a bisericii romane intre o mie noua sute patruzeci si doi si o mie noua sute patruzeci si patru a fost decanul facultatii de teologie din bucuresti prin conferintele pe care le a tinut teodor m popescu s a pronuntat asupra rostului bisericii ortodoxe in epoca dovedindu se un spirit anticomunist si profund religios asa cum reiese din prelegeri precum misiunea crestina a statului ce reprezinta azi biserica ortodoxa sau vitalitatea bisericii ortodoxe prelegerile aveau sa l aduca in vizorul comunistilor pentru ca dupa venirea lor la putere sa fie supus represaliilor in iulie o mie noua sute patruzeci si trei profesorul teodor m popescu in calitate de decan al facultatii de teologie va fi trimis intr o delegatie condusa de mitropolitul visarion puiu seful misiunii ortodoxe din transnistria pentru a fi martor la deshumarile de la winnitza conferintele pe care le tinuse la sala dalles in fata studentilor in timpul anchetelor a fost batut umilit torturat amenintat cu moartea insultat in modul cel mai josnic logica securista era urmatoarea esti legionar pentru ca esti teolog si fiind teolog esti anticomunist iar a fi anticomunist inseamna a fi legionar refuzand sa fie informator si respingand toate acuzatiile ce i au fost aduse a fost arestat in noaptea de cinci martie o mie noua sute cincizeci si noua si ulterior condamnat la cincisprezece ani de detentie cu confiscarea totala a averii arestarea lui a starnit un val de proteste in lumea crestina la conferinta panortodoxa de la rodos din anul o mie noua sute saizeci si trei un ierarh grec a intrebat ce este cu profesorul teodor m popescu radio vatican la randul lui a difuzat stirea arestarii lui isi va petrece prima parte a detentiei la jilava iar din douazeci si trei octombrie o mie noua sute cincizeci si noua va fi mutat la aiud unde va sta pana la eliberare aici i a intalnit pe fostii sai studenti bartolomeu anania grigore babus dumitru mitoiu la data de cincisprezece ianuarie o mie noua sute saizeci si trei a fost eliberat din penitenciarul aiud fiind de nerecunoscut din cauza mizeriei in care traise profesorul suferea de scleroza cardiovasculara si hipertensiune arteriala iar potrivit biografului sau ajunsese o umbra de om abia mergand din cauza flebitei si a epuizarii in ciuda starii precare de sanatate marele profesor avea sa mai scrie trei sute douazeci si unu de meditatii teologice si trei sute douazeci si sapte de predici in perioada o mie noua sute saizeci si patru o mie noua sute saptezeci sfarsitul vietii il va duce din nou in fata securitatii potrivit biografului sau in ziua de paisprezece februarie o mie noua sute saptezeci si doi pleaca de la biroul sau de la patriarhie la ora doisprezece va fi luat in primire de doi agenti ai securitatii si dus in boschetul de pe soseaua giulesti unde va fi lovit cu salbaticie a fost gasit de portarul institutului pasteur si internat la spitalul coltea la patru aprilie o mie noua sute saptezeci si trei intr o zi de luni teodor m popescu s a mutat la domnul mare profesor si deopotriva stralucit teolog teodor m popescu a facut parte din elita pedagogiei spirituale din romania prietenii ii spuneau sacerdotul nehirotonit sunt onorat ca sub cupola senatului romaniei sa pomenesc numele lui teodor m popescu va multumesc sorin lavric senator aur ,"(1573.56, 1917.56)",1573.56,1917.56
18,Domnul Virgil Guran:,29773,Domnul Valentin-Rică Cioromelea:,33409, multumesc domnule senator o sa prezint o declaratie politica declaratia politica se numeste consumati produse romanesti am cerut de curand o statistica de la institutul de statistica sa vedem cum am stat anul trecut raportat la balanta comerciala si am constatat cu parere de rau ca anul trecut am avut exporturi de aproximativ saptezeci si patru de miliarde si importuri de aproximativ nouazeci si opt de miliarde deci un deficit de douazeci si patru de miliarde este istoric acest deficit s a ajuns la aceasta suma foarte mare si un deficit in balanta comerciala a unui stat spune totul despre puterea economica a acelui stat din pacate am constatat ca si in domeniul alimentar stam rau avem un deficit de peste un miliard de euro si concluzia clara este ca nu s a gestionat in acesti treizeci si doi de ani asa cum trebuie acest domeniu nu se poate ca romania care poate sa produca cel putin pentru inca o tara ca romania sa produca mancare sa importe o mare parte din mancare acest lucru este cauzat si de lipsa unei industrii alimentare dezvoltate noi vindem materie prima pentru ca stam bine la cereale de exemplu vandute dar importam produse finite dupa aceea acest concept pare chipurile depasit consumati produse romanesti dar este de mare actualitate incepand de la faptul ca aceste produse au o calitate mult mai buna decat cele aduse din import cu toate ca se constata multi spun domnule nu stiu merele dau un exemplu reprezint judetul dambovita unde avem merele de voinesti intr adevar nu se pastreaza atat de mult ca acele mere aduse din import pentru ca nu sunt tratate rosiile de la baleni sau cartofii de la lunguletu nu se pastreaza atat de mult pentru ca si aceste produse nu sunt tratate chimic si atunci in loc sa ne bucuram de faptul ca sunt naturale si ca sunt sanatoase spunem nu cumparam produse care ma uitam sunt rosii care rezista aproape o luna acele rosii nu sunt sanatoase acele rosii sigur sunt artificial tinute in felul acesta deci incepand de la faptul ca produsele realizate in romania sunt mult mai sanatoase pana la ideea clara ca in momentul in care se consuma produse din romania aici sunt inglobate salariile acelor oameni profitul acelor oameni toate celelalte componente care de fapt aduc prosperitate economica toate acestea ne duc la concluzia foarte clara ca ar fi mult mai benefic sa consumam aceste produse pentru ca ne ajutam pe noi atat din punct de vedere al sanatatii cat si din punct de vedere economic daca vom incerca sa intelegem acest concept hipermarketurile vor fi obligate sa aprovizioneze cu produse romanesti nu cum se intampla acum ne uitam tot felul de produse aduse din tarile europene cu alte cuvinte dam de lucru celor care lucreaza in agricultura in diverse tari din uniunea europeana sau din afara uniunii europene cu alte cuvinte producatorii nostri incet incet mor pentru ca nu intelegem acest lucru sa consumam aceste produse cand vom intelege acest lucru sunt convins ca vom reusi sa echilibram aceasta balanta comerciala cel putin in domeniul alimentar lucru care ne va aduce o prosperitate absolut necesara in romania cred ca si noi parlamentul avem un rol in a legifera in acest sens si a sprijini tot ce inseamna producator roman si a sprijini acest concept pe toate canalele pentru a schimba conceptia romanilor si pentru a ajunge la concluzia clara ca putem sa consumam produse romanesti va multumesc senator de dambovita virgil guran dau cuvantul domnului senator valentin cioromelea pentru a prezenta interpelarea ,"(1921.56, 2281.56)",1921.56,2281.56
19,Domnul Valentin-Rică Cioromelea:,33409,Domnul Virgil Guran:,35901, multumesc domnule presedinta de sedinta intrebarea mea de astazi este adresata domnului cseke attila si se refera la situatia suprapunerii perimetrului de exploatare dezvoltare explorare a gazelor pelican peste partea marina a rezervatiei biosferei delta dunarii stimate domnule ministru in cuprinsul planului de amenajare a spatiului maritim elaborat de ministerul dezvoltarii lucrarilor publice si administratiei am identificat cel putin o incompatibilitate intre diferitele utilizari ale spatiului maritim care nu este mentionata in cuprinsul documentului la pagina o suta doi a pasm este prezentata o schita cu perimetrele de exploatare si explorare a gazelor din marea neagra astfel aflam ca insula sacalin care este arie naturala de protectie speciala in cadrul administratiei rezervatiei biosferei delta dunarii si este patrimoniu unesco face parte din perimetrul petrolier pelican descris ca acord petrolier explorare dezvoltare exploatare pe care am anexat o acestei intrebari statutul insulei sacalin este atat de strict reglementat incat accesul turistilor este interzis fiind limitat chiar si pentru cercetatori totusi din pasm rezulta ca aici se pot instala intr un viitor oarecare instalatii de exploatare explorare a gazelor avand in vedere cele prezentate mai sus va rog respectuos sa ne transmiteti unu daca ministerul pe care l conduceti a consultat la elaborarea planului de amenajare a spatiului maritim academia romana ministerul mediului administratia rezervatiei biosferei delta dunarii si ong urile implicate in problemele de mediu doi presupunand ca da acestea au avizat favorabil includerea ariei protejate integral din insula sacalin intr un perimetru petrolier de explorare dezvoltare exploatare durabila care ar putea permite in viitor lucrari de explorare si de exploatare in rezervatie va rog sa detaliati componenta durabila a viitoarelor lucrari petroliere in aria de protectie speciala trei daca pasm are legatura cu controversata lege offshore care cedeaza gazele naturale din marea neagra unor interese straine sau daca este doar o simpla coincidenta patru daca aveti in vedere verificarea si corectarea acestor anomalii va rog sa ne spuneti cum va rog sa transmiteti raspunsul dumneavoastra in scris cu stima valentin rica cioromelea circumscriptia nr treizeci si opt tulcea partidul aur ,"(2293.56, 2438.56)",2293.56,2438.56
20,Domnul Virgil Guran:,35901,Doamna Diana Iovanovici-Șoșoacă:,36205, multumesc domnule senator are cuvantul domnul senator cosma dorinel cosma dorinel nu este deci domnule senator catana aveti interpelare declaratie politica atunci vom continua cu interpelarile si intrebarile si dau cuvantul doamnei senator diana iovanovici sosoaca ,"(2450.56, 2467.56)",2450.56,2467.56
