,start_text,start_index,end_text,end_index,text,timestamp,start,end
11,Tudor – reprezentant al Boardului Copiilor din România susținut de UNICEF:,11638,Domnul Florin-Vasile Cîțu:,16461, domnule presedinte al senatului stimati senatori ma infatisez astazi in fata dumneavoastra nu ca un copil sau un simplu membru al boardului copiilor sustinut de unicef ci ca un reprezentant al tuturor copiilor din aceasta tara este o mare onoare pentru mine ca ma aflu aici este o mare onoare pentru mine ca ma aflu in institutia care emite legile ce ar trebui sa aduca sanatate si educatie tuturor copiilor din tara noastra in numele tuturor copiilor as dori sa va multumesc pentru initiativele si legile care au fost propuse si dezvoltate in ultimii ani totusi cu aceste multumiri vin si cateva solicitari noi copiii din romania va rugam sa insistati asupra implementarii initiativelor propuse in ultimii ani aici intra inclusiv completarile aduse legii educatiei in doua mii douazeci si unu si declaratia de la bucuresti a copiilor din uniunea europeana dezvoltata si adoptata de copiii din intreaga uniune europeana in contextul detinerii de catre romania a presedintiei consiliului ue in doua mii nouasprezece mi ar placea ca in fiecare an sa stim daca legile bune pe care dumneavoastra le ati votat sunt implementate si in beneficiul copiilor cu dizabilitati din familii sarace al copiilor care fac parte din minoritatile etnice al copiilor ucraineni al tuturor copiilor care traiesc in romania trecutul tarii noastre este unul in care exprimarea libera nu a fost incurajata dupa cum bine stim mediul influenteaza fiinta iar fiinta influenteaza mediul traim intr o societate in care majoritatea adultilor din prezent pur si simplu au crescut intr un context care nu a tinut cont de parerile si opiniile lor dar acum ne aflam intr o societate democratica si in ciuda acestui fapt aceste principii vechi inca guverneaza viata multor copii de azi copii reprezinta singura fereastra pe care o avem spre viitorul nostru gandurile acestora sunt o reflectie a lumii de maine cum ar trebui sa progresam ca tara daca incurajam copiii sa gandeasca ca parintii lor ca bunicii lor si i indemnam sa renunte la propriile lor idei opinii si pareri dreptul copiilor la participare prevazut in conventia onu cu privire la drepturile copilului este unul mai putin cunoscut ca dreptul la viata la nationalitate sau la un nume insa este la fel de important art doi trei doisprezece treisprezece saptesprezece nouasprezece treizeci si patru si treizeci si sase din conventia cu privire la drepturile copilului art patruzeci si noua alin ,"(586.96, 652.96)",586.96,652.96
12,Domnul Florin-Vasile Cîțu:,16461,Doamna Nicoleta Pauliuc:,16978, multumesc tudor multumesc participantilor pe copii ii asteptam miercuri la ziua senatului avem senatul junior miercuri deci va asteptam si miercuri multumim pentru participare mergem mai departe la punctul doi alocutiune cu ocazia zilei nationale a supravietuitorilor de cancer stimati colegi o invit la tribuna pe doamna senator nicoleta pauliuc pentru prezentarea alocutiunii cu ocazia zilei nationale a supravietuitorilor de cancer doamna senator ,"(804.96, 819.96)",804.96,819.96
13,Doamna Nicoleta Pauliuc:,16978,Domnul Florin-Vasile Cîțu:,23533, domnule presedinte stimati colegi am inteles astazi ca parlamentul este forumul unde se implinesc visele ii auzeam si pe tinerii nostri spunand ca isi doresc ca prin initiativele noastre sa le indeplinim visele eu cred ca trebuie sa ne luam acest angajament stimati colegi doamnelor si domnilor pentru prima data in romania vom sarbatori la sfarsitul acestei saptamani ziua nationala a supravietuitorilor de cancer in baza unei legi pe care am initiat o si care a fost promovata prin votul dumneavoastra al tuturor parlamentarilor daca nu as fi trecut direct printr un diagnostic oncologic n as fi putut intelege real complexitatea acestei boli si fragilitatea oamenilor care se lupta cu cancerul nu as fi putut sa mi imaginez cata nevoie de implicare si schimbare legislativa este si cat de mult pot veni in intampinare prin simplul fapt ca sunt parlamentar incercati pentru o clipa sa va imaginati ca primiti acum un anunt si vi se spune raspicat ca suferiti de cancer si nu mai aveti foarte multe zile de trait chiar daca desigur statistic nu e exclus sa aveti o minima sansa la viata faceti acest exercitiu si imediat veti pretui mai mult fiecare minut din viata fiecare simbol sau gest de care v ati putea agata pentru a trai o zi in plus sunt aici in sala multi dintre cei care au inteles acest lucru fie ca e vorba de cei care astazi se afla la balcon invingatorii bolii fie ca este vorba de toti cei care au votat legea prin voi a luat viata legea aceasta va multumesc din suflet pentru tot sprijinul pe care mi l ati acordat in promovarea initiativelor legislative referitoare la lupta impotriva acestei cumplite maladii a lumii moderne astazi vreau sa transmitem romanilor un mesaj de solidaritate si determinare in lupta impotriva cancerului vreau sa stie ca lucram serios pentru imbunatatirea conditiilor de viata pentru bolnavi pentru apartinatori si pentru supravietuitorii oncologici vreau sa le promitem aici si acum ca in spatele simbolurilor pe care le promovam azi stau si vor sta mai multe legi si fapte concrete pentru bolnavi apartinatori si supravietuitori cei care sunt astazi invitatii nostri in parlament sunt cei care au refuzat sa fie un numar in statistici ei sunt inca in ring si asteapta de la noi sa i ajutam sa ramana invingatori stimati colegi cancerul nu tine cont de varsta conditie sociala orientare politica fiecare dintre noi intelege cat de grea e aceasta lupta nedreapta fiindca nu exista familie sau grup de prieteni care sa nu fi avut sau sa nu aiba o persoana draga incercata de aceasta boala de cand sunt parlamentar in parlamentul romaniei am initiat saizeci si sapte de proiecte legislative pentru fiecare dintre ele am depus efortul personal pentru ca stiu cat de importanta este increderea oamenilor care mi au dat votul de departe insa cea mai personala initiativa pe care am avut o este legea referitoare la instituirea zilei nationale a supravietuitorilor de cancer in prima duminica a lunii iunie asa cum le am marturisit invingatorilor cu care m am intalnit mai devreme legea s a nascut din sufletul meu din speranta din iubire fata de ceilalti oameni care au trecut printr o astfel de experienta si recunosc din amintirea suferintei prin care am trecut am vazut aceasta lege ca o incheiere a unui cerc care a inceput in momentul diagnosticului pe care l am primit ziua supravietuitorului de cancer nu e doar un simbol e un mod de viata insignele simbol pe care le ati primit cu acel nufar galben le vor aminti bolnavilor de cancer si familiilor lor zi de zi ca au o sansa si ca merita sa lupte pentru ea asa cum noi vom lupta ca ei sa invinga eu o voi purta zi de zi ziua supravietuitorului de cancer va fi o celebrare a vietii o sarbatoare pentru supravietuitori o inspiratie pentru cei diagnosticati recent va fi o sensibilizare a comunitatii cu privire la speranta de supravietuire dupa aceasta boala cronica va fi reamintirea ca viata dupa un diagnostic de cancer este un dar ca totul se simplifica brusc si se concentreaza pe ce e cu adevarat important pe armonie pe optimism pe intelepciune dragi colegi din parlament dragi colegi de viata si de lupta impotriva cancerului cu sprijinul dumneavoastra am reusit mult mai mult decat promovarea unei legi prin care insotitorii bolnavilor de cancer pot beneficia de patruzeci si cinci de zile de concediu platit am reusit un pas spre normalitate aceeasi lege da acces gratuit bolnavilor oncologici si apartinatorilor la consultatii psihologice gratuite de aceea spun mereu ca simbolurile duc mai devreme sau mai tarziu la fapte bune nu in ultimul rand am initiat si dumneavoastra ati votat legea dreptului la uitare un proiect aprobat deja de senat care elimina discriminarile la care sunt supusi supravietuitorii de cancer in privinta accesului la credite la asigurari de sanatate toate acestea dragi colegi sunt fapte concrete si eu stiu ca si dumneavoastra de cate critici ne lovim in fiecare zi ca politicieni si membrii ai parlamentului dar pentru aceste lucruri pe care le am mentionat eu mai devreme dati mi voie in numele supravietuitorilor de cancer ca unul dintre ei sa va multumesc si sa va aplaud eu pe dumneavoastra ati votat pentru viata si pentru speranta ,"(874.96, 1305.96)",874.96,1305.96
14,Domnul Florin-Vasile Cîțu:,23533,Doamna Laura-Mihaela Fulgeanu-Moagher:,27080, multumesc doamna senator la balcon avem invitati supravietuitorii supun votului transmiterea catre camera deputatilor ca prima camera sesizata a initiativei legislative va rog sa votati optzeci si sase de voturi pentru initiativa legislativa a fost transmisa catre camera deputatilor s a aprobat transmiterea domnule fenechiu trecem la numirea unor membrii in consiliul national vreti sa aveti interventia acum sau dupa aceea vreti sa interveniti acum sau dupa votul de la consiliu dupa cni da punctul sase numirea unor membri ai consiliului national de integritate dau cuvantul reprezentantului comisiei juridice pentru a prezenta raportul comisiei privind numirea unor membrii ai consiliului si proiectul de hotarare avem microfonul sapte doamna microfonul sapte da ok ,"(1607.96, 1672.96)",1607.96,1672.96
15,Doamna Laura-Mihaela Fulgeanu-Moagher:,27080,Domnul Florin-Vasile Cîțu:,28675, va multumesc domnule presedinte de sedinta raport pentru numirea unor membri in consiliul national de integritate astazi s a hotarat sa se solicite membrilor grupurilor parlamentare si asociatiei magistratilor desemnarea membrilor titulari respectiv a membrilor supleanti pana la data de douazeci si opt februarie doua mii douazeci si doi in sedinta din treizeci mai doua mii douazeci si doi membrii prezenti ai comisiei juridice au analizat dosarele candidatilor si prevederile legale in materie si au hotarat cu majoritate in unanimitate de voturi avizarea favorabila in vederea numirii acestora de catre plenul senatului pentru functia de membru titular respectiv membru supleant al consiliului national de integritate potrivit art treizeci si cinci din legea nr o suta patruzeci si patru doua mii sapte privind infiintarea organizarea si functionarea agentiei nationale de integritate republicata cu modificarile si completarile ulterioare propunere membrii titulari supleanti doamna tanasica oana cristina membru titular vieriu vlad membru supleant frunzete claudia elena membru titular jijie alexandru madalin membru supleant barbu gabriel membru supleant bacaliuc dan membru titular din actele depuse la dosar s a constatat ca domnii mai sus mentionati au facut dovada implinirii tuturor conditiilor prevazute de lege in sensul celor precizate mai sus membrii comisiei juridice au adoptat un raport favorabil in vederea numirii acestor candidati ca membrii ai consiliului national de integritate va multumesc ,"(1672.96, 1766.96)",1672.96,1766.96
16,Domnul Florin-Vasile Cîțu:,28675,Domnul Virgil Guran:,31386, va multumesc si eu daca sunt interventii daca nu sunt interventii atunci stimati colegi potrivit prevederilor regulamentare va propun ca procedura de vot vot secret electronic pentru numirea unor membrii ai consiliului national de integritate pentru fiecare candidat in parte interventii la procedura de vot propusa ok supun la vot procedura de vot propusa va rog sa votati cu optzeci si noua de voturi pentru si un vot impotriva doamna monica anisie nu are cartela a fost aprobata procedura de vot mergem mai departe supun votului numirea doamnei tanasica oana cristina in calitate de membru titular al consiliului national de integritate desemnata de grupul parlamentar al pnl va rog sa votati este secret domnule senator este secret votul cu saptezeci si sapte de voturi pentru doisprezece impotriva si doua abtineri doamna tanasica a fost votata in calitate de membru titular supun votului numirea doamnei frunzete claudia elena in calitate de membru titular al consiliului national de integritate desemnata de grupul parlamentar al psd va rog sa votati cu saizeci si noua de voturi pentru zece voturi impotriva si cinci abtineri doamna frunzete claudia elena a fost votata in calitate de membru titular supun votului numirea domnului bacaliuc dan in calitate de membru titular al consiliului national de integritate desemnat de grupul parlamentar aur va rog sa votati vedeti domnule senator ca se saptezeci si sapte de voturi pentru un vot impotriva si opt abtineri domnul bacaliuc dan a fost votat supun votului numirea domnului vieriu vlad in calitate de membru supleant al consiliului national de integritate desemnat de grupul parlamentar al pnl va rog sa votati cu saptezeci si patru de voturi pentru sapte voturi impotriva si trei abtineri domnul vieriu vlad a fost votat membru supleant supun votului numirea domnului jijie alexandru madalin in calitate de membru supleant al consiliului national de integritate desemnat de grupul parlamentar al psd va rog sa votati cu saizeci si noua de voturi pentru opt impotriva cinci abtineri domnul jijie a fost votat membru supleant supun votului numirea domnului barbu gabriel in calitate de membru supleant al consiliului national de integritate desemnat de grupul parlamentar usr va rog sa votati cu saptezeci si trei de voturi pentru noua impotriva si patru abtineri domnul barbu gabriel a fost votat in calitate de membru supleant al consiliului national de integritate stimati colegi senatul a hotarat numirea in functii potrivit rezultatului votului exprimat anterior inainte de a trece mai departe domnul senator guran are o interventie si apoi domnul fenechiu pe procedura domnule guran va rog ,"(1766.96, 1994.96)",1766.96,1994.96
17,Domnul Virgil Guran:,31386,Domnul Florin-Vasile Cîțu:,31579, multumesc domnule presedinte buna ziua stimati colegi n o sa va vorbesc despre primari si despre proiecte ca cine stie ce mai interpreteaza presa si iar iese rau ,"(2024.96, 4957.96)",2024.96,4957.96
18,Domnul Florin-Vasile Cîțu:,31579,Domnul Virgil Guran:,31645, le aduceti aminte ,"(0.0, 6255.96)",0.0,6255.96
19,Domnul Virgil Guran:,31645,Domnul Florin-Vasile Cîțu:,32348, dar in schimb va pot spune ca de fiecare data cand sunt in teritoriu acolo unde raspund eu intr un judet frumos apropiat de bucuresti dambovita sa stiti ca vorbesc de bine activitatea parlamentului atat pentru cei care sunt la putere la guvernare cat si pentru cei care sunt in opozitie si le spun ca aici sunt foarte multi oameni seriosi si ca vrem sa facem lucruri bune pentru tara si pentru aceia am si de aceea am invitat tineri din judetul dambovita sunt veniti cu profesorii cu preotul si cu unul dintre cei mai buni primari din romania valentin mihalache si va rog sa i salutam si sa le multumim pentru prezenta ,"(2036.96, 2079.96)",2036.96,2079.96
20,Domnul Florin-Vasile Cîțu:,32348,Domnul Cătălin-Daniel Fenechiu:,32564, bine ati venit in parlamentul romaniei multumim domnului senator domnule lider al partidului national grupului partidului national liberal va rog frumos sa microfonul central ,"(42.879999999999995, 4931.96)",42.879999999999995,4931.96
21,Domnul Cătălin-Daniel Fenechiu:,32564,Domnul Florin-Vasile Cîțu:,33448, multumesc domnule presedinte am doua solicitari prima convenita in comitetul liderilor ca proiectul aflat pe punctul douazeci l296 doua mii douazeci si doi propunerea legislativa privind aprobarea procedurii de pregatire pentru reutilizare a deseurilor de echipamente electrice si electronice a cerintelor tehnice privind pregatirea pentru reutilizare si a cerintelor de raportare si monitorizare a echipamentelor electrice si electronice reutilizate sa fie retrimis la comisie cu termen doua saptamani de zile si o sa va rog sa supuneti la vot si punctul doi completarea ordinii de zi prin introducerea pe ordinea de zi a l288 doua mii douazeci si doi are raport dat chiar in urma cu putina vreme de comisia juridica si comisia economica si propunerea noastra este sa fie introdus pe pozitia trei ordinea urmand sa fie modificata corespunzator multumesc ,"(2096.96, 2165.96)",2096.96,2165.96
22,Domnul Florin-Vasile Cîțu:,33448,"Doamna Domnica-Doina Pârcălabu – secretar de stat la Ministerul Familiei, Tineretului",34775, multumesc domnule lider imediat deci in primul rand supunem la vot asa cum s a stabilit la comitetul liderilor retrimiterea la comisie a punctului douazeci pentru doua saptamani da pentru doua saptamani va rog sa votati cu saizeci si sase de voturi pentru si douazeci impotriva punctul douazeci retrimis la comisie cealalta propunere era ca l228 l228 da doua sute optzeci si opt l288 sa fie introdus la punctul trei pe ordinea de zi va rog sa votati cu saizeci si cinci de voturi pentru doua impotriva nouasprezece abtineri l288 a fost introdus la punctul trei daca nu mai sunt interventii incepem sectiunea a ii a continuam lucrarile si trecem la sectiunea a ii a a ordinii de zi la punctul unu este inscris proiectul de lege privind aprobarea ordonantei de urgenta a guvernului nr cincizeci si sapte doua mii douazeci si doi pentru modificarea si completarea legii nr doua sute doi doua mii doi privind egalitatea de sanse si de tratament intre femei si barbati si pentru modificarea art trei alin declar deschise dezbaterile generale asupra proiectului de lege din partea guvernului va rog pentru prezentarea proiectului de lege microfonul opt va rog ,"(2165.96, 2255.96)",2165.96,2255.96
23,"Doamna Domnica-Doina Pârcălabu – secretar de stat la Ministerul Familiei, Tineretului",34775,și Egalității de Șanse:,34862, ,"(0.0, 6255.96)",0.0,6255.96
24,și Egalității de Șanse:,34862,Domnul Florin-Vasile Cîțu:,36271, multumesc domnule presedinte doamnelor si domnilor senatori sunt doina parcalabu secretar de stat la ministerul familiei tineretului si egalitatii de sanse ordonanta de urgenta nr cincizeci si sapte are ca obiect de reglementare punerea in concordanta a prevederilor legii nr doua sute doi doua mii doi privind statutul de organizare si functionare a agentiei nationale pentru egalitatea de sanse intre femei si barbati cu prevederile ordonantei nr o suta douazeci si unu privind structura guvernului ca urmare a faptului ca aceasta agentie agentia nationala pentru egalitatea de sanse intre femei si barbati a trecut din subordinea ministerului muncii si protectiei sociale in subordinea ministerului familiei tineretului si egalitatii de sanse si au fost stabilite aceste concordante pe de alta parte sunt implementate partial elemente ale directivei nr o mie o suta cincizeci si opt doua mii nouasprezece a uniunii europene privind definirea notiunilor introduse de aceasta directiva iar un alt punct priveste reglementarea modului de salarizare al institutiilor aflate in subordinea ministerului familiei tineretului si egalitatii de sanse in sensul de a si mentine drepturile salariale avute in ministerul muncii si protectiei sociale prin trecerea in coordonarea sau subordonarea noului minister fapt pentru care va rog sa aprobati proiectul de lege privind aprobarea ordonantei de urgenta nr cincizeci si sapte doua mii douazeci si doi va multumesc ,"(2287.96, 2407.96)",2287.96,2407.96
25,Domnul Florin-Vasile Cîțu:,36271,Domnul Ion Rotaru:,36528, va multumesc doamna secretar de stat mergem mai departe dau cuvantul reprezentantului comisiei domnul presedinte al comisiei pentru munca familie si protectie sociala pentru prezentarea raportului va rog ,"(2972.96, 4957.96)",2972.96,4957.96
26,Domnul Ion Rotaru:,36528,Domnul Florin-Vasile Cîțu:,37468, multumesc domnule presedinte comisia pentru munca a luat in dezbatere aceasta propunere de proiect de lege pentru aprobarea ordonantei guvernului nr cincizeci si sapte doua mii douazeci si doi asa cum a precizat si doamna secretar de stat parcalabu vizeaza modul in care este reglementata subordonarea agentiei nationale pentru egalitatea de sanse pentru femei si barbati de la ministerul muncii si solidaritatii sociale la ministerul familiei tineretului si egalitatii de sanse avem avize favorabile de la consiliul legislativ comisia pentru administratie comisia pentru buget si comisia pentru tineret si sport pe cale de consecinta comisia pentru munca a analizat si a adoptat cu majoritate de voturi un raport de admitere a propunerii legislative a proiectului de lege si supunem plenului senatului raportul de admitere si proiectul de lege legea este ordinara senatul fiind prima camera sesizata multumesc ,"(2421.96, 2475.96)",2421.96,2475.96
27,Domnul Florin-Vasile Cîțu:,37468,Doamna Gabriela Crețu:,37604, va multumesc daca avem interventii din partea colegilor senatori da microfonul central da poftiti ,"(3865.96, 4957.96)",3865.96,4957.96
28,Doamna Gabriela Crețu:,37604,Domnul Florin-Vasile Cîțu:,40455, multumesc domnule presedinte stimati colegi cred ca unsprezece articole din tratatele uniunii se refera la egalitatea dintre femei si barbati si era vorba si de transpunerea unor elemente dintr o directiva europeana n a trecut pe la comisia de afaceri europene secretariatul general stie el de ce dar as vrea sa spun cateva cuvinte constitutia spune la art saisprezece ca ne nastem toti egali functiile si demnitatile publice civile sau militare pot fi ocupate in conditiile legii de persoanele care au cetatenia romana si domiciliul in tara si continua statul roman garanteaza egalitatea de sanse intre femei si barbati pentru ocuparea acestor functii si demnitati iar la alin zice ca nimeni nu e mai presus de lege din pacate constitutia nu scrie si ca nimeni nu e mai prejos de lege ceea ce voiam sa spun este ca anes ul acum a fost doar mutat dintr un loc in altul este inca necesar dar nu este si suficient e necesar pentru ca traim intr o societate in care ne nastem egali dar care deja este ierarhizata rolurile sociale sunt deja definite si interiorizate si de femei si de barbati valorile sunt ierarhizate drepturile sunt impartite tratamentele sunt diferite iar aceste definitii trebuie schimbate pentru ca ele nu sunt date ele sunt facute de oameni data trecuta lunea trecuta la celebra dezbatere despre cote chiar ii dadeam exemplu colegului meu de banca de cum si au schimbat tatii modul de a gandi daca acum o suta cincizeci de ani s ar fi gandit doar sa le invete pe fete eventual sa cante la pian si sa fie neveste foarte supuse delicate si bune astazi cred ca nu exista tata in aceasta lume si in aceasta sala cu certitudine care sa nu doreasca ca fiica lui sa urmeze studii sa aiba o profesie sa se simta realizata din acest punct de vedere asa cum tot data trecuta imi amintesc un exemplu daca e vorba de felul in care sunt tratate femeile respectiv sunt tratati barbatii am sa amintesc numai un caz in virtutea ideii de egalitate s a deschis concursul intr un an si pentru femei in invatamantul superior militar si optzeci dintre locuri aproape au fost ocupate de acestea pentru ca erau curajoase pentru ca erau destepte pentru ca au raspuns foarte bine la examen pentru ca au trecut si testele fizice si asa mai departe urmatorul an le am scos de acolo voi incheia ca as putea sa va spun foarte multe lucruri exprimandu mi speranta ca ministerul si agentia vor functiona mai bine decat in trecut si exprimandu mi speranta ca legea privind cotele va trece si de camera astfel incat sa avem in aceasta sala nu doar colegele care au fost preferate de sefii barbati sa avem si destule colege care au fost trimise in parlament de femeile care sunt ca si barbatii cetateni ai romaniei multumesc ,"(2499.96, 2722.96)",2499.96,2722.96
29,Domnul Florin-Vasile Cîțu:,40455,Doamna Diana Iovanovici-Șoșoacă:,40572, va multumesc doamna senator daca mai sunt alte interventii doamna senator sosoaca ,"(2806.96, 4957.96)",2806.96,4957.96
30,Doamna Diana Iovanovici-Șoșoacă:,40572,Domnul Florin-Vasile Cîțu:,41378, multumesc nu as fi intervenit daca as fi vazut ca o tratati de la egal la egal pe doamna senator cretu pentru ca dansa a vorbit lucruri foarte importante insa prea putin ati ascultat o si de aici mergem catre legi pe care le adoptam despre egalitatea de sanse iar dumneavoastra barbatii din pacate nu dati decat sansa de a ajunge la microfon pentru ca sansa de a asculta si de a constientiza ceea ce vi se spune este o sansa undeva cam la distanta de la pamant la soare degeaba adoptati legi daca nu va schimbati efectiv modul de gandire de constientizare si de comportament va multumesc frumos probabil ca odata si odata o sa intelegeti ca de fapt nu poate exista un semn de egal acolo unde exista superioritatea femei multumesc ,"(2747.96, 2806.96)",2747.96,2806.96
31,Domnul Florin-Vasile Cîțu:,41378,Domnul Eugen Dogariu:,42158, va multumesc doamna senator daca mai sunt alte interventii daca nu mai sunt declar inchise dezbaterile initiativa legislativa ramane la vot final vreau sa va anunt ca avem la balcon invitati din partea domnului senator antal lorant un grup de patruzeci si unu de persoane de la casa de ajutor reciproc a pensionarilor din odorheiu secuiesc bine ati venit la parlamentul romaniei declar deschise dezbaterile generale asupra propunerii legislative dau cuvantul initiator avem nu avem guvern nu avem reprezentantul comisiei pentru mediu va rog ,"(2806.96, 2831.96)",2806.96,2831.96
